KEY,German
CREATURE_DESC_14,"Eine besonnene Jägerin einem gezähmten, gepanzerten Biest.\nIhr Boomerang schneidet ihren Feinden den Weg ab, während die gewaltige Bestie ihre Feinde mit ihrem kraftvollen Gebiss auseinanderreißt."
CREATURE_NAME_15,Clause
CREATURE_TITLE_15,Ritter der Eisernen Verteidigung Clause
CREATURE_DESC_15,"Kasels 'älterer Bruder'. Ein wahrer Ritter, der seine Verbündeten wie eine Mauer aus Stahl beschützt.\nSeine Fähigkeit, Angriffe der Feinde abzublocken und sie gleichzeitig niederzuschlagen hat ihm seinen Ruf als 'Festungsmauer' eingebracht."
CREATURE_NAME_16,Rephy
CREATURE_TITLE_16,Führer der Seelen Rephy
CREATURE_DESC_16,"Halb Mensch und halb Tier, führt diese Kreatur die Seelen mithilfe einer Seelenlampe.\nHeilt Gefährten mit der Kraft der Seelen.\nUnterbricht Feinde oder regeneriert die Mana Verbündeter mithilfe der Seelen."
CREATURE_NAME_17,Dimael
CREATURE_TITLE_17,Schattenjäger Dimael
CREATURE_DESC_17,"Ein Dunkelelf, der Feinde aus dem Schatten heraus jagt.\nSeine brutale Armbrust durchdringt Feinde mit pechschwarzer Dunkelheit."
CREATURE_NAME_18,Reina
CREATURE_TITLE_18,"Reina, der Blitz"
CREATURE_DESC_18,"Eine Söldnerin mit einem leichten, einhändigen Schwert.\nWeicht Angriffen geschickt aus\nund durchbohrt ihre Feinde mit ihrer Schwertspitze."
CREATURE_NAME_19,Pavel
CREATURE_TITLE_19,Zauberer des Eisdrachen Pavel
CREATURE_DESC_19,"Ein Zauberer, der durch einen Fluch die Magie des Eisdrachen beherrscht.\nEr beschwört mächtige Eismagie, um Feinde einzufrieren."
CREATURE_NAME_20,Demia
CREATURE_TITLE_20,Stählerne Festung Demia
CREATURE_DESC_20,Ein Ritter mit einer riesigen Lanze und einem Riesenschild.\nWidersteht Angriffen mit absoluter Kraft und\ndurchbricht feindliche Linien mit ihrer Lanze.
CREATURE_NAME_21,Naila
CREATURE_TITLE_21,Kämpfer des Windes Naila
CREATURE_DESC_21,"Eine Harpie, die auf Nahkampf mit ihren Fäusten spezialisiert ist.\nBewegt sich schnell zwischen den Feinden und verursacht Chaos in ihren Rängen.\nVernichtet Feinde mit verheerenden Schlagkombinationen."
CREATURE_NAME_22,Rodina
CREATURE_TITLE_22,Schneesturm-Scharfschützin Rodina
CREATURE_DESC_22,"Eine Scharfschützin, die aus einem Reich mit extrem kalten Bedingungen stammt.\nSie zielt mit absolut ruhiger Hand, egal in welche Situation. Je mehr sie sich konzentriert, desto tödlicher wird sie."
CREATURE_NAME_23,Morrah
CREATURE_TITLE_23,Teufelsflamme Morrah
CREATURE_DESC_23,"Ein Dämonenritter, der die Lava der dunklen Mächte verwendet.\nFügt Feinden unerträgliche Verbrennungen zu und steht lange Kämpfe mir ihrer granitartigen Verteidigung durch."
CREATURE_NAME_24,Baudouin
CREATURE_TITLE_24,Heiliges Rauhbein Baudouin
CREATURE_DESC_24,"Ein freilaufender Priester des Lua-Ordens.\nEr verwendet heilige Explosionen, um die Gruppe zu beschützen. Die Explosionen heilen Verbündete, während sie Feinden Schaden zufügen."
CREATURE_NAME_25,Jane
CREATURE_TITLE_25,Alabasterhaut Jane
CREATURE_DESC_25,"Dieses Mädchen wurde untot nach einer Schlacht gegen die Dunklen Mächte in der Vergangenheit.\nSie hat immer ihren Sarg dabei, in dem sie schläft.\nSie erholt sich, indem sie ein Mal des Todes auf ihren Feinden hinterlässt."
CREATURE_NAME_26,Aisha
CREATURE_TITLE_26,Violette Prinzessin Aisha
CREATURE_DESC_26,"Eine adelige Dame aus Orvelia.\nEin Genie, das den Titel 'Violett' im Turm der Weisen erhielt.\nMit ihrem prunkvollem Sonnenschirm schießt sie Energiestrahlen auf ihre Feinde."
CREATURE_NAME_27,Leo
CREATURE_TITLE_27,Ewiger Schreiber Leo
CREATURE_DESC_27,Der Schreiber der königlichen Großbibliothek Orvelias.\nMithilfe von Runen heilt er Verbündete und löscht Stärkungszauber von Feinden.
CREATURE_NAME_28,Fluss
CREATURE_TITLE_28,Flatterklinge Fluss
CREATURE_DESC_28,Vize-Hauptmann der kaiserlichen Garde.\nSeine Schallwellen-Klinge schneidet sogar Magie.\nEr kann die gefährlichsten Feinde zuerst ausschalten.
CREATURE_NAME_29,Luna
CREATURE_TITLE_29,Kind des Mondlichts Luna
CREATURE_DESC_29,"Ein Kind unbekannter Herkunft, bewaffnet mit einer riesigen Schleuderwaffe.\nIhre Projektile schlagen härter zu, je weiter sie fliegen."
CREATURE_NAME_30,Laias
CREATURE_TITLE_30,Heilige Wasserpriesterin Laias
CREATURE_DESC_30,"Eine Priesterin, die die Oase in der Aegina-Wüste bewacht.\nEin Wasserdrache, der bereits seit Äonen lebt.\nIhr Wasser besitzt mächtige Heilfähigkeiten."
CREATURE_NAME_31,Arch
CREATURE_TITLE_31,Pfeil der Reinheit Arch
CREATURE_DESC_31,"Ein hochrangiger Engel, der zur Menschenwelt hinabstieg, um die wütenden Dämonen zu bestrafen.\nEr saust durch die Lüfte und feuert Lichtpfeile auf die Missetäter."
CREATURE_NAME_32,Lewisia
CREATURE_TITLE_32,Königsblut Lewisia
CREATURE_DESC_32,"Schon vor 100 Jahren kämpfte diese Vampirprinzessin an der Seite der Helden. Als unsterblicher Vampir verfügt sie über unglaubliche Kräfte, mit denen sie ihre Untertanen befehligt."
CREATURE_NAME_33,Nyx
CREATURE_TITLE_33,Dimensionsschneider Nyx
CREATURE_DESC_33,"Ein heterochromischer Magier, der Dimensionsräume kontrolliert.\nSeine Kräfte kreieren Risse in die Raumstruktur, aus denen unendlich viele magische Schwerter beschwört werden."
CREATURE_NAME_34,Annette
CREATURE_TITLE_34,Königliche Technomagierin Annette
CREATURE_DESC_34,"Eine Genie-Technomagierin, die darauf hofft, eines Tages allen Menschen die Magie zugänglich zu machen.\nIhre Waffe ist ihr Golem, der für sie ihre Feinde zerschmettert."
CREATURE_NAME_35,Mitra
CREATURE_TITLE_35,Silberner Schlachtwolf Mitra
CREATURE_DESC_35,"Auch Lied des Silbernen Wahnsinns genannt. Ein taktloser Mann ohne jegliches Verantwortungsgefühl. Aber in der Schlacht wird er zum unantastbaren Silberwolf, der das Schlachtfeld mit Blut tränkt."
CREATURE_NAME_36,Ricardo
CREATURE_TITLE_36,Luas Richter Ricardo
CREATURE_DESC_36,"Ein nobler Held, welcher die Reiche der Menschen schon seit Ewigkeiten vor Dämonen schützt. Mit einem von der Göttin gesegneten Pfahl zerschmettert er seine Feinde."
CREATURE_NAME_37,Tanya
CREATURE_TITLE_37,Klinge des Schweigens Tanya
CREATURE_DESC_37,"Ein Elite-Assassine der Lachenden Masken, und ein ehemaliger Kollege von Roi.\nIn ihrer Vergangenheit jagte sie Verräter ihrer Organisation.\nIhre scharfen Klingen verfehlen nie ihr Ziel."
CREATURE_NAME_38,Ezekiel
CREATURE_TITLE_38,Verfluchtes Blut Ezekiel
CREATURE_DESC_38,"Als Mischling aus hochrangigem Dämon und Mensch erleidet Ezekiel ein verfluchtes Dasein. Mit seinem mächtigen, rechten Dämonenarm zerfetzt er seine Feinde."
CREATURE_NAME_39,Cassandra
CREATURE_TITLE_39,Verführerische Winde Cassandra
CREATURE_DESC_39,"Eine Femme Fatale und Besitzerin der Goldenen Kneipe. \nIhre leidenschaftliche, erotische Aura wird ihrem Ruf gerecht. \nSie feuert ihre Verbündeten mit verführerischen Tänzen an."
CREATURE_NAME_40,Theo
CREATURE_TITLE_40,Königsritter Theo
CREATURE_DESC_40,"Erster Ritter der verloren geglaubten Republik der Grauen. Er durchwandert die Welt auf der Suche nach seiner verschollenen Lehnsherrin, Jane.\nSein Doppelspeer ist eine gefährliche Waffe,\ndie nur darauf wartet, den nächsten Gegner zu durchbohren."
CREATURE_NAME_41,Mediana
CREATURE_TITLE_41,Gefährlicher Doktor Mediana
CREATURE_DESC_41,In Zeiten der Not sprang sie als Ersatz für Priester und Heiler ein und lernte so ihre Kunst. \nDie Medizin aus ihrer Mega-Nadel stärkt Verbündete und schwächt Feinde.
CREATURE_NAME_42,Oddy
CREATURE_TITLE_42,Uhrenmacher des ewigen Lebens Oddy
CREATURE_DESC_42,"Ein Uhrenmacher, der von den heiligen Tieren namens Redpur verflucht wurde. \nSeine magische Uhr attackiert und versteinert Feinde \nund erlaubt es seinen Verbündeten, ihre Skills schneller zu benutzen."
CREATURE_NAME_43,Viska
CREATURE_TITLE_43,Dämonenverschlinger Viska
CREATURE_DESC_43,"Ein abtrünniger Dämon, der andere Dämonen verschlingt, um stärker zu werden.\nSie reiste durch den Riss zwischen den Dimensionen, um mächtige Dämonen in der Materiellen Welt zu jagen.\nIhre Stacheln reißen klaffende Wunden in ihre Feinde."
CREATURE_NAME_44,Priscilla
CREATURE_TITLE_44,Zofe aus Stahl Priscilla
CREATURE_DESC_44,"Ursprünglich hatte sie eine der höchsten Positionen in der Armee von Orvelia inne, arbeitete dann aber als Hausmädchen für die geniale Zauberin Aisha; die einzige Tochter der noblen Daphnel Pon Familie. Mit ihrer riesigen Hellebarde teilt sie tödliche Schläge aus."
CREATURE_NAME_45,Yanne
CREATURE_TITLE_45,Drachenschächterin Yanne
CREATURE_DESC_45,"Eine wandernde Barbarenkriegerin, immer auf der Jagd nach Monstern, die Menschen bedrohen. \nSie ist als die Einsame Schlächterin des Wahnsinnigen Drachen Svelta bekannt. \nIhre massiven Pfeile können sogar Festungsmauern durchschlagen."
CREATURE_NAME_46,Zafir
CREATURE_TITLE_46,Prinz der Sandstürme Zafir
CREATURE_DESC_46,"Ein Abkömmling des uralten Gottkönigs.\nEin kultivierter junger Mann, der sich erhob, um die Wüste zu verteidigen.\nDer Sandsturm, den er mit seinem Pfeil beschwört, verschlingt seine Feinde und tilgt sie aus der Welt."
CREATURE_NAME_47,Yuria
CREATURE_TITLE_47,Mysteriöse Schneiderin Yuria
CREATURE_DESC_47,"Yuria ist eine der besten Schneiderinnen des Kontinents – jeder, der es zu etwas gebracht hat, will ihre Gewänder kaufen.\nSie liest die Schicksale ihrer Kunden und näht sie mit Nadel und Faden nach.\nSterne tanzen auf ihrer Nadel und ihr Faden hinterlässt Lichtspuren auf allem, was er berührt."
CREATURE_NAME_48,Rehartna
CREATURE_TITLE_48,Freundlicher Überbringer Rehartna
CREATURE_DESC_48,"Handwerkerin und Besitzerin der Musikinstrumentenwerkstatt Accelerando.\nSie ist heimlich in der Widerstandsgruppe tätig  und arbeitet oft als Verbindungsperson.\nUltraschallwellen werden von einem selbst gemachten Spezialinstrument abgeschossen, um ihre Verbündete zu ermutigen oder den Feind zu verwirren."
CREATURE_NAME_49,Ophelia
CREATURE_TITLE_49,Schicksals-Wegfinderin Ophelia
CREATURE_DESC_49,"Eine Sternenstaub-Astrologin und Performerin, die durch die Welt reist.\nAnstatt eine Pilgerfahrt zu unternehmen, wie die Mitglieder der Hexenvereinigung, sucht sie nach ihrem Seelenverwandten, der ihr einst im Traum begegnete.\nIhre umherfliegenden Tarotkarten greifen weiter wegstehende Feinde an."
CREATURE_NAME_50,Requina
CREATURE_TITLE_50,Gifthändlerin Requina
CREATURE_DESC_50,"Eine über den Kontinent wandernde Händlerin, mit Giften ausgerüstet für jene, die sie brauchen.\nSie benutzt ein Blasrohr, um ihre Feinde zu vergiften und auszuschalten."
CREATURE_NAME_51,Aselica
CREATURE_TITLE_51,Wächterin der Sonne Aselica
CREATURE_DESC_51,"Als Ritterin des gerechten Himmels bestraft sie das Böse mit ihrem Schwert und schützt die Schwachen mit ihrem Schild.\nSie stieg herab, um die Dämonen zu besiegen, die das Erdenreich bedrohen.\nMit wunderschönem Schwert und Schild zerschmettert sie ihre Feinde und schützt ihre Kameraden mit ihrem Licht."
CREATURE_NAME_52,Crow
CREATURE_TITLE_52,Strafende Kugel Crow
CREATURE_DESC_52,"Früher war er Marineoffizier, doch jetzt ist er ein Kopfgeldjäger und Problemlöser.\nEr ist zynisch und misstraut prinzipiell jedem. Seine Waffen werden in drei Kategorien klassifiziert."
CREATURE_NAME_53,Shamilla
CREATURE_TITLE_53,Gefäß der Flüche Shamilla
CREATURE_DESC_53,"Eine hochrangige Dämonin, die 30 Millionen Arten von Flüchen in sich trägt.\nSie ist fasziniert vom Willen der Menschen, die sich nicht dem Schmerz und Leid unterwerfen.\nSie benutzt Pfeil und Bogen der Verderbnis, um ihre Feinde mit verschiedenen Flüchen zu belegen."
CREATURE_NAME_54,Lavril
CREATURE_TITLE_54,Niedlicher Böser Geist Lavril
CREATURE_DESC_54,"Ein Geist, geboren aus einer Verschmelzung zahlloser Leben, die auf ungerechte Weise verendeten.\nTrotz ihrer Herkunft ist Lavril erstaunlich naiv und unschuldig.\nMithilfe ihrer Geisterkräfte saugt sie ihren Feinden die Lebensenergie ab."
CREATURE_NAME_55,Seria
CREATURE_TITLE_55,Schatten des Abgrunds Seria
CREATURE_DESC_55,"Seria ist die 101. Erbin. der ShadowHilt, einer Familie von Jägern, die nichtmenschliche und übernatürliche Wesen erlegen.\nSie kam als Vampirjägerin nach Orvelia und wollte sich an ihrer Schwester rächen, die sich in einen Vampir verwandelt und ihre Kameraden ermordet hatte. Seria versucht außerdem, ihre kleine Schwester zu retten und sie von ihrem Leid zu erlösen."
CREATURE_NAME_56,Erze
CREATURE_TITLE_56,Endloser Durst Erze
CREATURE_DESC_56,"Sie war eine Vampirjägerin, genau wie ihre Schwester Seria.\nJedoch wurde sie von ihrer eigenen Macht verdorben, woraufhin sie ihre Kameraden tötete und beschloss, selbst ein Vampir zu werden.\nNachdem sie den Hochvampir, der sie verwandelt hatte, getötet und dessen Kräfte absorbiert hatte, entglitt sie Seria, ihrer älteren Schwester und einzigen Überlebenden, und zog zu Orvelia."
CREATURE_NAME_57,Lilia
CREATURE_TITLE_57,Die Tochter von Sturm und See Lilia
CREATURE_DESC_57,"Ein blaues Drachenmädchen, das gerade die Jungtierphase hinter sich hat und die Schwester von Laias, der Priesterin des Wassers. \nObwohl sie noch jung und unerfahren ist, zahlen diejenigen, die auf sie herabsehen, meist einen hohen Preis dafür. \nSie nutzt die unermüdliche Energie des Wassers, um ihre Feinde zu dezimieren."
CREATURE_NAME_58,Laudia
CREATURE_TITLE_58,Tänzerin der Oase Laudia
CREATURE_DESC_58,Eine Tänzerin aus einem Nomadenstamm in der Aegina-Wüste.\nIhr Tanz lässt die Herzen der Menschen schmelzen\nund ihre scharfen Klingen nehmen ihren Feinden das Leben.
CREATURE_NAME_59,Lucias
CREATURE_TITLE_59,Heiliger des Segens Lucias
CREATURE_DESC_59,"Der Hohepriester von Lua und Freys Vorgesetzter.\nDer Glaube von Lucias ist stark genug, um Luas Segen herbeizurufen.\nGegenstände, die von ihm gesegnet werden, erhalten die Macht des Lichts und werden zu effektiven Waffen im Kampf gegen Dämonen."
CREATURE_NAME_60,Chrisha
CREATURE_TITLE_60,Inquisitorin von Blut und Eisen Chrisha
CREATURE_DESC_60,"Die Kommandantin der Velchia, Magieritter des Kaiserreichs, die mit modernsten Technomagie-Waffen ausgestattet sind.\nDie Ritter, die allesamt Vernichtungsspezialisten sind, wurden unter ihrem Kommando noch nie besiegt.\nChrisha ist ein starker Ritter, der seine Feinde mit der Macht des Lichst überwältigt."
CREATURE_NAME_61,Neraxis
CREATURE_TITLE_61,Obsidian-Arroganz Neraxis
CREATURE_DESC_61,"Der Nachkomme eines Schwarzdrachen, der dunkle Blitze kontrollierte.\nEr kämpft dafür, die Welt von den Dämonen zu befreien, insbesondere den Draconics.\nDie Energie der dunklen Blitze, mit der sein Bunkerbrecher erfüllt ist, durchdringt die Verteidigung des Feindes."
CREATURE_NAME_62,Scarlet
CREATURE_TITLE_62,Hoffnungsschimmer Scarlet
CREATURE_DESC_62,"Die Prinzessin von Orvelia liebt ihre Untertanten sehr.\nIhr Schwert schwingt sie, um die Schwachen zu verteidigen und wie ein wahrer Ritter für Gerechtigkeit zu kämpfen.\Mit ihrem magischen Großschwert verhindert sie Magie und schneidet durch ihre Gegner."
CREATURE_NAME_63,Sonia
CREATURE_TITLE_63,Blauer Orkan Sonia
CREATURE_DESC_63,"Ein Genie, welches sogar dem Turm der Weisen bekannt ist, ohne Mitglied zu sein.\nIhr wurde der Titel 'die Blaue' verliehen, aber in Wahrheit ist sie ein von Menschen geschaffener Homunculus.\Ihre Blitzkugeln hinterlassen nicht mal so etwas wie Asche."
CREATURE_NAME_64,Artemia
CREATURE_TITLE_64,Herrscherin des Lichts Artemia
CREATURE_DESC_64,"Die Königin von Pentheonia, des Eisernen Königreiches, welches im Kampf gegen die Dämonen vor 1000 Jahren nicht einen Zentimeter zurückwich.\nDas strahlende Licht ihres Stabes verbrennt Gegner im Namen des Gesetzes zu Asche."
CREATURE_NAME_65,Mirianne
CREATURE_TITLE_65,Zofe der Blauen Mirianne
CREATURE_DESC_65,"Die Assistentin und Zofe der Erzmagierin ""Die Blaue"" Sonia. Sie fügt sich ganz Sonias Wünschen an, die ihre Auftraggeberin, Schwester und Freundin ist. Mit ihren scharfen Augen und ihrem noch schärferen Verstand wendet sie ihren Dolch geschickt an den Schwachpunkten des Feindes an."
CREATURE_NAME_66,Shea
CREATURE_TITLE_66,Arie der Fantasie Shea
CREATURE_DESC_66,Dieses geheimnisvolle Mädchen heilt Leute mithilfe ihrer bezaubernden Melodien.\nIhre wunderschöne Stimme und die lieblichen Klänge ihrer Zauberharfe haben heilende Wirkung.
CREATURE_NAME_67,Kara
CREATURE_TITLE_67,Der Inbegriff antiker Technomagie Kara
CREATURE_DESC_67,"Ein menschenähnlicher Maschinengolem, der von einer Technomagierin einer längst\nvergessenen Zivilisation erschaffen wurde.\nSein Körper ist eine Kombination aus uralter\nTechnologie und dem Inbegriff der Technomagie. Er ist eine mächtige Waffe,\ndie Feinde mittels Fokus-Feuer vernichten kann."
CREATURE_NAME_68,Nia
CREATURE_TITLE_68,Dunkelheit verschlingende Augen Nia
CREATURE_DESC_68,"Die junge Anführerin eines Barbarenstamms, der tief im südlichen Dschungel lebt.\nSie hat das dämonische Blut und die Dämonischen Augen der Versteinerung von ihren Vorfahren geerbt.\nSie macht ihre Gegner bewegungsunfähig und erledigt sie mit brutalen Schlägen."
CREATURE_NAME_69,Esker
CREATURE_TITLE_69,Der Illusionsspieler Esker
CREATURE_DESC_69,"Der gefährlichste Mann der geheimen Glücksspielwelt.\nEr hat die seltene Fähigkeit, die Gedanken anderer Leute zu lesen.\nSobald sich jemand von seinen Würfelkünsten ablenken lässt, ist das Spiel so gut wie verloren."
CREATURE_NAME_70,Cecilia
CREATURE_TITLE_70,Roter Wind der Gerechtigkeit Cecilia
CREATURE_DESC_70,"Ein Mädchen mit einem ausgeprägten Gerechtigkeitssinn. Sie möchte stets anderen Stärke einhauchen.\nSie bestraft Dämonen, die Leute schikanieren, mit ihren technomagischen Stiefeln, die mächtig genug sind, um ihre Feinde zu pulverisieren."
CREATURE_NAME_71,Kirze
CREATURE_TITLE_71,Kristallpurpure Katzenfrau Kirze
CREATURE_DESC_71,"Besonderer Dank an unserem Gewinner des Globalen Konzept Design Wettbewerbs [87CEFA]Mochi00 (JPN)[-]\nEine Tierhybrid-Frau, die über übernatürliche Kräfte verfügt.\nAls kleines Mädchen wurde sie von Dämonen entführt und ihr Körper durch Experimente in Kristallen verwandelt.\nDas Mädchen, das entkommen konnte, bekämpft nun ihre Feinde mithilfe der Rotpurpuren Kristallen."
CREATURE_NAME_73,Chase
CREATURE_TITLE_73,Typ. 0 Chase
CREATURE_DESC_73,"Ein Testsubjekt, das sich nicht an seine Vergangenheit erinnern kann. Er ist ein Berserker, der sich mit seiner unbändigen Macht in die Schlacht stürzt.\nEine mächtige Waffe, die alles vernichtet, was sich ihm in den Weg stellt."
CREATURE_NAME_75,Dakaris
CREATURE_TITLE_75,Weiser Mann vom See Dakaris
CREATURE_DESC_75,"Weiser der Eidechsenmenschen, die Ureinwohner des in der Nähe des vom Reich besetzten Eretana-Sees.\nEr schloss sich vor 8 Jahren der Widerstandsbewegung (Résistance) an, um seine Heimatstadt zurückzuerobern, die gewaltsam unterdrückt wird.\nEr wirft seine Feinde mit traditioneller Magie seines Stammes ins Chaos."
CREATURE_NAME_78,Bernheim
CREATURE_TITLE_78,Verwüsterschwert Bernheim
CREATURE_DESC_78,"Ritter des Schweigens, Dunkler Schwertmeister und Bergeversetzende Klinge.\nDiese Namen verdiente sich dieser legendäre Söldner im Kaiserreich.\nSein gewaltiges Schwert kann jede Macht absorbieren, um damit verheerende Verwüstungen anzurichten."
CREATURE_NAME_87,Glenwys
CREATURE_TITLE_87,Schild des Kaiserreichs Glenwys
CREATURE_DESC_87,"Eine Ritterin, die im Kaiserreich als Bürgerin zur Welt gekommen ist.\nDa sie ihre Position als stellvertretender Hauptmann der Wächterritter der Hauptstadt nur durch ihre Fähigkeiten erlangt hat, wird sie von zahllosen Bürgern verehrt.\nSie hat geschworen, als schützendes Schild für die Bürger des Kaiserreichs zu dienen. Niemand fühlt sich dem Kaiserreich so verpflichtet wie sie."
CREATURE_NAME_90,May
CREATURE_TITLE_90,"Das Mädchen, was von Reichtümern träumt May"
CREATURE_DESC_90,"Dieses schlaue Mädchen führt einen Gemischtwarenladen in der Hauptstadt von Orvelia. Es gibt niemanden, der sie nicht von ihrer Energie anstecken lässt. Im Kampf unterstützt sie ihre Freunde mit allererlei Sachen aus ihrem Korb."
CREATURE_NAME_91,Gladi
CREATURE_TITLE_91,Arenabiest Gladi
CREATURE_DESC_91,"Dieser Mann hat die Arena von Orvel gemeistert. \nAus Ehrfurcht vor seinen Kampffähigkeiten, begannen die Leute ihn Arenabiest zu nennen. \nSeine Kampftechniken machen seine Gegner innerhalb einer Milisekunde zu Staub."
CREATURE_NAME_92,Veronica
CREATURE_TITLE_92,Das Auge der Einsicht Veronica 
