KEY,"German"
Sub1_Theo_2_3_3,"Und dieser Verräter hat meine liebste Tochter genommen, die mein Meisterwerk war ..."
Sub1_Theo_2_3_4,"Es gibt keine Leichen mehr ... "
Sub1_Theo_2_3_5,"Die aus der Republik der Grauen wären ideal ..."
Sub1_Theo_2_3_6,"Wenn ich das gewusst hätte, hätte ich welche für meine Experimente eingefangen."
Sub1_Theo_2_4_1,"Du ... "
Sub1_Theo_2_4_2,"Du ... "
Sub1_Theo_2_4_3,"DU!!!"
Sub1_Theo_2_4_4,"W-was?!"
Sub1_Theo_2_5_1,"Aah!"
Sub1_Theo_2_5_2,"D-dieser rote Speer ...?!"
Sub1_Theo_2_5_3,"Dieses Symbol ... D-Du kannst nicht ...!"
Sub1_Theo_2_6_1,"Ich werde dich töten!!!"
Sub1_Theo_2_6_2,"U-Unmöglich!"
Sub1_Theo_2_6_3,"Malduk hat sich erinnert."
Sub1_Theo_2_6_4,"Der Mann, der nicht nachgegeben hat, selbst gegen die Offiziere."
Sub1_Theo_2_6_5,"Er hat diese Offiziere aus der Ferne unterstützt,"
Sub1_Theo_2_6_6,"also hat er sich an diese Szene erinnert."
Sub1_Theo_2_6_7,"Der schreckliche rote Blitz der hunderte Male vom Himmel gefahren ist."
Sub1_Theo_2_6_8,"Dass er wie ein Geist aussah, der seinen Speer gegen die Dämonen erhoben hat."
Sub1_Theo_2_6_9,"Warum?! Warum bist du hier!"
Sub1_Theo_2_6_10,"Du solltest seit hundert Jahren tot sein!"
Sub1_Theo_2_7_1,"Aaaah!!!"
Sub1_Theo_2_7_2,"D-Du bist immer noch ein Mensch!"
Sub1_Theo_2_7_3,"?! Die Wunde durch seinen Speer schließt sich nicht."
Sub1_Theo_2_7_4,"V-Verdammt! Sogar das Mana zerstreut sich?"
Sub1_Theo_2_8_1,"H-Halt!"
Sub1_Theo_2_8_2,"Ruhe!"
Sub1_Theo_2_8_3,"Aaaah!!!"
Sub1_Theo_2_8_4,"Ich werde dir nicht vergeben. Ich werde dir niemals vergeben."
Sub1_Theo_2_8_5,"Das Land ... Und die Leute ... Sie haben dir vertraut ..."
Sub1_Theo_2_8_6,"Und meine Liebe!"
Sub1_Theo_2_8_7,"Ich werde dich töten ... ja, ich werde dich töten."
Sub1_Theo_2_8_8,"Alle von euch, von jenem Tag!"
Sub1_Theo_2_8_9,"Ich werde euch finden und alle töten."
Sub1_Theo_2_8_10,"O-oh! "
Sub1_Theo_2_8_11,"Jane Gray ist am Leben!"
Sub1_Theo_2_8_12,"!?"
Sub1_Theo_2_8_13,"Was ...?"
Sub1_Theo_2_8_14,"Ja, sie lebt!"
Sub1_Theo_2_8_15,"Sie ..."
Sub1_Theo_2_8_16,"Sie ... lebt ...?"
Sub1_Theo_2_8_17,"Sie lebt ..."
Sub1_Theo_2_8_18,"Sie lebt."
Sub1_Theo_2_8_19,"Es ist nicht mehr länger ein unerfüllbarer Wunsch."
Sub1_Theo_2_8_20,"Ich muss nicht mehr länger ein bedeutungsloses Leben führen."
Sub1_Theo_2_8_21,"Ich muss diese gefährliche, leere Reise nicht fortsetzen."
Sub1_Theo_2_8_22,"Ja. Jane Gray hat neues Leben erhalten, dank seiner Kraft."
Sub1_Theo_2_8_23,"Wo ist sie ...?"
Sub1_Theo_2_8_24,"Ich weiß es auch nicht."
Sub1_Theo_2_8_25,"Antworte!"
Sub1_Theo_2_8_26,"E-Epis! Der Verräter und die Göre mit dem heiligen Schwert haben sie genommen."
Sub1_Theo_2_8_27,"..."
Sub1_Theo_2_8_28,"M-Mehr weiß ich nicht! "
Sub1_Theo_2_8_29,"Ist das so ...?"
Sub1_Theo_2_8_30,"Dann stirb."
Sub1_Theo_2_8_31,"W-Was?!"
Sub1_Theo_2_9_1,"!"
Sub1_Theo_2_9_2,"Bastard! Wenn nicht die Wunde durch das heilige Schwert wäre!"
Sub1_Theo_2_10_1,"Halt!"
Sub1_Theo_2_10_2,"!?"
Sub1_Theo_2_10_3,"Wer bist du?!"
Sub1_Theo_2_10_4,"Haha, wie fühlt es sich an, aus einem süßen Traum aufzuwachen? Prinz."
Sub1_Theo_2_10_5,"... Du bist Shamilla."
Sub1_Theo_2_10_6,"Haha, du hast mich in der ganzen Zeit nicht vergessen."
Sub1_Theo_2_10_7,"Schön, dich wiederzusehen. "
Sub1_Theo_2_10_8,"Es sieht aus, als wäre er von deinem Erscheinen sehr überrascht ... haha."
Sub1_Theo_2_10_9,"Ich bin nicht überrascht ... hahaha! Es ist gut, dass ich dich versteckt habe."
Sub1_Theo_2_10_10,"Wenn er dich gefunden hätte, wärst du für seine Experimente benutzt worden."
Sub1_Theo_2_10_11,"Weißt du, an deiner Ehrlichkeit hat sich die ganze Zeit über nichts geändert."
Sub1_Theo_2_10_12,"Im Ernst ... du bist ... hahaha! Ich freue mich so!"
Sub1_Theo_2_10_13,"... Warum hast du mich aufgehalten?"
Sub1_Theo_2_10_14,"Malduk, dieser Bastard! Er ist ein Verräter an der Republik."
Sub1_Theo_2_10_15,"Oh, wieso das gruselige Gesicht ...?"
Sub1_Theo_2_10_16,"Zu schade. Heh. Aber ich habe einen Nutzen für ihn."
Sub1_Theo_2_10_17,"Es ist auch von Interesse, wie er zu einem Dämon wurde, gerade, als das Tor aufging. "
Sub1_Theo_2_10_18,"Ich kann ihn jetzt nicht durch deine Hände sterben lassen."
Sub1_Theo_2_10_19,"Ich verrate dir allerdings etwas Schönes."
Sub1_Theo_3_1_1,"Der Winter ist vorüber und der Frühling ist da."
Sub1_Theo_3_1_2,"Ein weiterer Winter ging vorüber und mehr Frühlinge sind vergangen ..."
Sub1_Theo_3_1_3,"Aber ich kann den Frühling, in dem ich dich getroffen habe, noch immer nicht vergessen."
Sub1_Theo_3_2_1,"Der Schneesturm hat meine Sicht behindert."
Sub1_Theo_3_2_2,"Der starke, peitschende Wind"
Sub1_Theo_3_2_3,"ging an mir vorüber und ließ meinen müden Körper zurück."
Sub1_Theo_3_2_4,"Es ist über anderthalb Tage her, dass er losging, um den Gipfel des Berges zu erreichen. "
Sub1_Theo_3_2_5,"Auf halbem Weg schien es so, als würde der Berg selbst sich gegen die Menschen wehren"
Sub1_Theo_3_2_6,"und Theo von sich stoßen."
Sub1_Theo_3_2_7,"Der starke Wind war ihm ständig im Weg und hat im Gesicht geschmerzt,"
Sub1_Theo_3_2_8,"die schneebedeckte Erde hat seinen Schritten keine Gnade gewährt. "
Sub1_Theo_3_2_9,"Theos blasse Wangen waren rot von der Kälte"
Sub1_Theo_3_2_10,"und sein Haar war durcheinander vom aufgewirbelten Schnee."
Sub1_Theo_3_3_1,"Bei jedem von Theos Schritten ist der kalte, schneebedeckte Weg gesplittert. "
Sub1_Theo_3_3_2,"Der Schnee verbarg seine Spuren und hat es schwierig gemacht, zu sehen, wo er hergekommen ist. "
Sub1_Theo_3_3_3,"Wenn es einen Pfad gab, der zu tief war, um ihn zu nehmen, umging er ihn."
Sub1_Theo_3_3_4,"Theo setzte seinen Weg fort, trotz der Bemühungen des verschneiten Berges, ihn davon abzuhalten. "
Sub1_Theo_3_3_5,"Die Fährte des Meisters, nach dem du suchst, kommt vom Windland-Schneegebirge."
Sub1_Theo_3_3_6,"Ich hoffe, du wirst mich von dort unterhalten, haha."
Sub1_Theo_3_3_7,"Es fühlt sich an, als würde der Wind Shamillas Gelächter tragen. "
Sub1_Theo_3_4_1,"Die Decke der Höhle war hoch genug, dass unter ihr zwanzig Leute übereinander stehen konnten."
Sub1_Theo_3_4_2,"Sie war so breit, dass man stundenlang laufen konnte, ohne alles von ihr gesehen zu haben."
Sub1_Theo_3_4_3,"Es war kein Ort, den man Höhle nennen konnte."
Sub1_Theo_3_4_4,"Die Halle war von Eissäulen umgeben, die wie Kristalle schimmerten"
Sub1_Theo_3_4_5,"und mit ihrem natürlichen Frost trugen sie zur mysteriösen Atmosphäre bei. "
Sub1_Theo_3_5_1,"... Es ist wirklich hier. Sie hatte recht."
Sub1_Theo_3_5_2,"Was macht ein Mensch hier?"
Sub1_Theo_3_5_3,"!?"
Sub1_Theo_3_5_4,"Diese Stimme ... Eine frostige Stimme hat sich in der Höhle ausgebreitet."
Sub1_Theo_3_5_5,"Haare verdeckten seinen blassen Nacken wie ein silberner Wasserfall. "
Sub1_Theo_3_5_6,"Die zwei Hörner auf seiner Stirn passten zu seiner Unnahbarkeit"
Sub1_Theo_3_5_7,"und seine zweifelnden Augen ließen Theo an Ort und Stelle stillstehen."
Sub1_Theo_3_5_8,"Du bist ... ein Zauberer ... nein, du bist kein Mensch. Ein Dämon ...?"
Sub1_Theo_3_5_9,"Ich habe gefragt, warum du hier bist."
Sub1_Theo_3_5_10,"Ich suche ... ich möchte jemanden treffen ..."
Sub1_Theo_3_5_11,"Ich habe lange Zeit geschlafen und konnte sie nicht sehen."
Sub1_Theo_3_5_12,"Und warum suchst du hier nach ihr?"
Sub1_Theo_3_5_13,"Ich habe gehört, dass es hier eine Frau gäbe, die eingeschlafen ist."
Sub1_Theo_3_5_14,"..."
Sub1_Theo_3_5_15,"Ich weiß nicht, wer dir das gesagt hat, aber sie ist nicht die, nach der du suchst."
Sub1_Theo_3_5_16,"..."
Sub1_Theo_3_5_17,"Nur einmal ... "
Sub1_Theo_3_5_18,"Ich möchte sie nur einmal sehen. Bitte, lasst sie mich mit meinen eigenen Augen sehen."
Sub1_Theo_3_5_19,"Bitte."
Sub1_Theo_3_5_20,"Gibt es einen Grund, warum ich tun sollte, was du sagst?"
Sub1_Theo_3_5_21,"Verzeih, wenn meine Einstellung dich verärgert hat. Bitte. Lass sie mich nur einmal sehen. "
Sub1_Theo_3_5_22,"Ich habe mein Leben aufs Spiel gesetzt, um hierher zu kommen."
Sub1_Theo_3_5_23,"Ich sage es noch einmal. Sie ist nicht die, nach der du suchst."
Sub1_Theo_3_5_24,"..."
Sub1_Theo_3_5_25,"..."
Sub1_Theo_3_5_26,"... Wirst du mir wirklich widersprechen? Es ist so lange her ..."
Sub1_Theo_3_5_27,"Dass ich sie gesehen habe ... Es ist Jahre her."
Sub1_Theo_3_5_28,"Mich kümmern die Probleme der Menschen nicht, oder wie viel Zeit ihr verschwendet."
Sub1_Theo_3_5_29,"..."
Sub1_Theo_3_5_30,"Ich bin nicht so geduldig."
Sub1_Theo_3_5_31,"Jetzt vergiss, was du hier gesehen hast und kehre um."
Sub1_Theo_3_5_32,"Es gibt Dinge, die man erfahren kann, ohne Schwerter zu kreuzen. "
Sub1_Theo_3_5_33,"Der Junge ist stark."
Sub1_Theo_3_5_34,"Es war offensichtlich, dass der Junge viel stärker war als er."
Sub1_Theo_3_5_35,"Aber ..."
Sub1_Theo_3_5_36,"Du wirst sterben."
Sub1_Theo_3_5_37,"Ich ... bin bereits tot."
Sub1_Theo_3_5_38,"Tss."
Sub1_Theo_3_5_39,"Der Junge wusste, dass ein Mann, der"
Sub1_Theo_3_5_40,"überzeugt ist, sein Leben zu lassen, am gefährlichsten ist."
Sub1_Theo_3_5_41,"Und was von diesem Mann ausging war eine Emotion, die er schon vergessen hatte. "
Sub1_Theo_3_5_42,"Wahrscheinlich ... war es ... Sehnsucht. "
Sub1_Theo_3_5_43,"So wurde es zumindest vor einer langen Zeit genannt. "
Sub1_Theo_3_5_44,"Dann töte ich dich erneut."
Sub1_Theo_3_6_1,"Andarta! Andraste!"
Sub1_Theo_3_7_1,"Nein, das ist nicht genug ..."
Sub1_Theo_3_7_2,"Heule, Legios!"
Sub1_Theo_3_8_1,"!?"
Sub1_Theo_3_8_2,"Hmm ...?"
Sub1_Theo_3_8_3,"... Wie beschwerlich."
Sub1_Theo_3_8_4,"Wahrlich beschwerlich. "
Sub1_Theo_3_8_5,"Es war so beschwerlich,"
Sub1_Theo_3_8_6,"dass es ihn seine Unnahbarkeit vergessen ließ."
Sub1_Theo_3_8_7,"Zu denken, dass er gegen ihn kämpfen konnte ... "
Sub1_Theo_3_8_8,"Das war etwas, das niemand auf diesem Kontinent gewagt hatte. "
Sub1_Theo_3_8_9,"Sogar das Reich, das es auf ihn abgesehen hatte, konnte ihn zu nichts bringen."
Sub1_Theo_3_8_10,"Und dieser Mann tat all das nur für diese eine Frau? "
Sub1_Theo_3_8_11,"Ich verstehe nicht ..."
Sub1_Theo_3_8_12,"Nun, es ist nur einmal. Wenn du irgendetwas versuchst ..."
Sub1_Theo_3_8_13,"Ich friere dich einfach ein, dann kannst du nicht einmal sterben."
Sub1_Theo_3_9_1,"Bei meinem Erwachen sollte der neunzigste Winter angebrochen sein. \nHeute fühlt es sich eher so an wie der hundertste Winter."
Sub1_Theo_3_9_2,"In dieser Leere habe ich die kalte Kammer aus Stein und deinen leeren Platz entdeckt ..."
Sub1_Theo_3_9_3,"Es kümmert mich nicht, warum ich meine Augen wieder geöffnet habe."
Sub1_Theo_3_9_4,"... Ich muss dich finden, damit du mich begrüßen kannst, wie jeden Frühling, nachdem der Winter zu Ende ging."
Sub1_Theo_3_9_5,"..."
Sub1_Theo_3_9_6,"Die Frau, die ich zum ersten Mal in meinem Leben gesehen habe ... "
Sub1_Theo_3_9_7,"Ihre Augen waren unter dem Eis geschlossen, als ob sie schlafen würde. "
Sub1_Theo_3_9_8,"Ich sagte doch, sie ist es nicht."
Sub1_Theo_3_9_9,"Verstehe ..."
Sub1_Theo_3_9_10,"Ich wusste es irgendwie. Der Junge hatte wahrscheinlich recht. "
Sub1_Theo_3_9_11,"Ich wusste, dass er sicher war,"
Sub1_Theo_3_9_12,"aber ich wollte dieses bisschen Hoffnung nicht aufgeben."
Sub1_Theo_3_9_13,"Und wahrscheinlich habe ich wie ein verzweifeltes Kind gebettelt."
Sub1_Theo_3_9_14,"Danke, dass du mein stures Anliegen gewährt hast."
Sub1_Theo_3_9_15,"Hmpf."
Sub1_Theo_3_9_16,"Weißt du etwas über sie ...?"
Sub1_Theo_3_9_17,"... Kein Interesse."
Sub1_Theo_3_9_18,"Sie war diejenige, die vor hundert Jahren die Republik der Grauen angeführt hat."
Sub1_Theo_3_9_19,"Ich sagte: Kein Interesse."
Sub1_Theo_3_9_20,"Jane Gray, ein schlankes Mädchen, mit schneeweißen Haaren und roten Augen. "
Sub1_Theo_3_9_21,"Bitte ... nur ein kleiner Hinweis würde schon helfen."
Sub1_Theo_3_9_22,"Mein Geist und mein Körper sind müde. "
Sub1_Theo_3_9_23,"Es ist kein Ende in Sicht auf dieser langen Reise ..."
Sub1_Theo_3_9_24,"Es frisst mich auf, Stück für Stück."
Sub1_Theo_3_9_25,"Ich habe kein Interesse an der gefallenen Republik."
Sub1_Theo_3_9_26,"Und Menschen kümmern mich nicht."
Sub1_Theo_3_9_27,"... Nun, ich schätze ..."
Sub1_Theo_3_9_28,"Du bist ein ewiges Geschöpf ..."
Sub1_Theo_3_9_29,"Unsere Leben müssen dir wie Sandkörner erscheinen."
Sub1_Theo_3_9_30,"..."
Sub1_Theo_3_9_31,"Bitte vergib mir meine Unhöflichkeit, oh du Edler."
Sub1_Theo_3_9_32,"Hmpf. Höre ich da Sarkasmus?"
Sub1_Theo_3_9_33,"Und du redest, als wüsstest du, wer ich bin."
Sub1_Theo_3_9_34,"Ja, deine Erscheinung und deine überwältigende Kraft ... Wie könnte ich das nicht wissen."
Sub1_Theo_3_9_35,"Ich weiß auch, dass mein Leben in deinen Händen liegt."
Sub1_Theo_3_9_36,"... (Das wusstest du, und trotzdem hast du mit diesem Speer auf mich gedeutet ...)"
Sub1_Theo_3_9_37,"Ich frage dich nur eine Sache."
Sub1_Theo_3_9_38,"Bitte, sprich weiter."
Sub1_Theo_3_9_39,"Warum machst du solche Dinge durch, nur, um nach einer Frau zu suchen."
Sub1_Theo_3_9_40,"Ich habe es ihr versprochen."
Sub1_Theo_3_9_41,"Dass ich sie beschütze ..."
Sub1_Theo_3_9_42,"Aber ... mir war es noch nicht möglich, dieses Versprechen zu halten."
Sub1_Theo_3_9_43,"...."
Sub1_Theo_3_9_44,"...."
Sub1_Theo_3_9_45,"Du sagtest, du hättest viele Winter so verbracht, nicht wahr?"
Sub1_Theo_3_9_46,"Als ich aufgewacht bin, stand der neunzigste Winter an."
Sub1_Theo_3_9_47,"Und ..."
Sub1_Theo_3_9_48,"jetzt ist es der Hundertste."
Sub1_Theo_3_9_49,"Verstehe ..."
Sub1_Theo_3_9_50,"... Einhundert Winter ..."
Sub1_Theo_3_9_51,"Der Junge wiederholte das noch einige Male."
Sub1_Theo_3_9_52,"Einhundert Winter ... Einhundert Jahre des Wartens ..."
Sub1_Theo_3_9_53,"Das muss eine lange Zeit für einen Menschen sein ..."
Sub1_Theo_3_9_54,"Arlette ... Als ich dich zuletzt gesehen habe ..."
Sub1_Theo_3_9_55,"Ich ... Als du bis zum Schluss versucht hast, dieses Kind zu retten ..."
Sub1_Theo_3_9_56,"Suche nach Epis."
Sub1_Theo_3_9_57,"Epis ..."
Sub1_Theo_3_9_58,"Ein Dämon. Sie hat neulich ein Mädchen gebracht."
Sub1_Theo_3_9_59,"Ich habe es nicht angesehen, weil es mich nicht kümmert. "
Sub1_Theo_3_9_60,"Aber ich konnte etwas von dem erkennen, das du beschrieben hast. "
Sub1_Theo_3_9_61,"Aber ..."
Sub1_Theo_3_9_62,"Aber ...?"
Sub1_Theo_3_9_63,"... Nein."
Sub1_Theo_3_9_64,"(Theo versuchte etwas zu sagen, als er den Jungen zögern sah, hat sich dann aber doch still verbeugt.)"
Sub1_Theo_3_9_65,"Vielen Dank."
Sub1_Theo_3_9_66,"Danke, dass du die Unverschämtheit eines Menschen vergibst."
Sub1_Theo_3_9_67,"Ich bin dankbar für deine Gnade und Güte, die so schön wie der Schnee sind."
Sub1_Theo_3_9_68,"... Hmpf. Kein Grund, jetzt dampfzuplaudern ..."
Sub1_Theo_3_9_69,"Pavel."
Sub1_Theo_3_9_70,"??"
Sub1_Theo_3_9_71,"So heiße ich."
Sub1_Theo_3_9_72,"Es hat einhundert Winter gedauert."
Sub1_Theo_3_9_73,"Ich hoffe, dein Wunsch geht nach so langer Zeit in Erfüllung."
Sub1_Theo_3_9_74,"..."
Sub1_Theo_3_9_75,"Einhundert Winter ..."
Sub1_Theo_3_9_76,"Es gibt niemanden, der für einhundert Winter in einer Situation wie dieser war ... "
Sub1_Theo_3_9_77,"Ich bin Theo Phil Grayum, Ritter und Diener von Jane Gray der Republik der Grauen. "
Sub1_Theo_3_9_78,"Wenn es in Ordnung ist, würde ich gerne unsere Geschichte erzählen."
Sub1_Theo_4_1_1,"An diesem Tag ..."
Sub1_Theo_4_1_2,"Ich habe den Kurs der riesigen Waffe, die auf die Republik zugesteuert ist, geändert und bin gerannt gekommen."
Sub1_Theo_4_1_3,"Ich habe zahllose Stunden und Tage mit allem, was ich hatte, gekämpft."
Sub1_Theo_4_1_4,"Ich habe meinen Speer wieder und wieder geschwungen, bis das Blut an meinen Händen trocken wurde."
Sub1_Theo_4_1_5,"... Und trotzdem konnte ich sie nicht beschützen."
Sub1_Theo_4_1_6,"Ich wollte sie beschützen."
Sub1_Theo_4_1_7,"Ich hätte alles getan ..."
Sub1_Theo_4_1_8,"Ich wollte ..."
Sub1_Theo_4_1_9,"Ich wollte sie beschützen."
Sub1_Theo_4_2_1,"Halt!"
Sub1_Theo_4_2_2,"!?"
Sub1_Theo_4_3_1,"Tss. Schwächlinge."
Sub1_Theo_4_3_2,"!?"
Sub1_Theo_4_3_3,"Hm, was jetzt?"
Sub1_Theo_4_3_4,"Warum starrst du mich an? Möchtest du sterben?"
Sub1_Theo_4_3_5,"Dieser... Arm?!"
Sub1_Theo_4_3_6,"(Nie- ... Niemals. Das ist nicht er ...)"
Sub1_Theo_4_3_7,"Du wagst es, einfach so vor mir zu stehen?"
Sub1_Theo_4_3_8,"Du hast Mut!"
Sub1_Theo_4_4_1,"Du bist ziemlich gut!"
Sub1_Theo_4_4_2,"Na gut dann!"
Sub1_Theo_4_4_3,"Nimm das!"
Sub1_Theo_4_4_4,"Und das! "
Sub1_Theo_4_5_1,"(Kein Zweifel! Dieses Gefühl, diese Kraft!)"
Sub1_Theo_4_5_2,"(Ja, er gehört zu denen, die für den Zusammensturz der Republik der Grauen verantwortlich waren!)"
Sub1_Theo_4_5_3,"...Ha ... Ha ha ha! Ha ha ha ha!!!"
Sub1_Theo_4_5_4,"Stirb! Stirb! Stirb!"
Sub1_Theo_4_5_5,"Stromkraft!"
Sub1_Theo_4_5_6,"Haaa!"
Sub1_Theo_4_6_1,"*schnauf ... schnauf ...* Dieser Kerl ... ist stark ..."
Sub1_Theo_4_6_2,"*schnauf ... schnauf ...* Dieser Bastard ... er ist ziemlich stark ..."
Sub1_Theo_4_6_3,"Und was ist das für ein seltsamer Speer ...?"
Sub1_Theo_4_6_4,"Krrrr! Kwah!"
Sub1_Theo_4_6_5,"!?"
Sub1_Theo_4_6_6,"Verdammt! Aus dem Weg!"
Sub1_Theo_4_7_1,"Dein Arm ..."
Sub1_Theo_4_7_2,"Der hier? Was ist damit? Noch nie den Arm eines Dämon gesehen?"
Sub1_Theo_4_7_3,"Nimmst du es mir übel, neugierig zu sein?"
Sub1_Theo_4_7_4,"Ächz! Komm nicht gerade heraus wenn ... der Spaß beginnt."
Sub1_Theo_4_7_5,"??"
Sub1_Theo_4_7_6,"*schnauf ... schnauf ...* Vielen Dank."
Sub1_Theo_4_7_7,"Seine Macht war geschwächt, also konnte ich wieder herauskommen."
Sub1_Theo_4_7_8,"Hm ..."
Sub1_Theo_4_7_9,"Ha ha ... Es könnte schwer zu glauben sein."
Sub1_Theo_4_7_10,"Aber ich habe ein anderes Ego."
Sub1_Theo_4_7_11,"Dieser Kerl kommt heraus, wenn ich auf eine starke Macht anspreche,"
Sub1_Theo_4_7_12,"oder wenn die Macht des Dämon aktiviert wird."
Sub1_Theo_4_7_13,"Es sind also zwei von euch in einem Körper ..."
Sub1_Theo_4_7_14,"Ist das so?"
Sub1_Theo_4_7_15,"He he he!"
Sub1_Theo_4_7_16,"W-Wer ist es diesmal?"
Sub1_Theo_4_7_17,"(Er muss die Energie des Dämon gespürt haben ... seine Persönlichkeit hat sich wieder geändert.)"
Sub1_Theo_4_7_18,"Wartet, wartet. "
Sub1_Theo_4_7_19,"Ich bin nur gekommen, weil es mit euch Spaß macht. "
Sub1_Theo_4_7_20,"Ich gehe einem Kampf nicht aus dem Weg, wenn ihr ihn wollt."
Sub1_Theo_4_7_21,"Ich habe zahllose Dämonen gesehen."
Sub1_Theo_4_7_22,"Wenn du irgendetwas im Schilde führst, töte ich dich."
Sub1_Theo_4_7_23,"Oh? Ich mag das Geräusch, das du machst. "
Sub1_Theo_4_7_24,"... Und ich kann diese Frau an dir riechen."
Sub1_Theo_4_7_25,"Diese Dämonenfrau mit dem widerlichen Hobby."
Sub1_Theo_4_7_26,"Und das."
Sub1_Theo_4_7_27,"Das Legios?"
Sub1_Theo_4_7_28,"He ... es nennt sich Legios?"
Sub1_Theo_4_7_29,"Wusstest du, dass es wirklich übel wird, wenn man nicht damit umgehen kann? "
Sub1_Theo_4_7_30,"Es sieht aus, als ob du es hier kaum in Zaum halten konntest. Das Ding ist wirklich gefährlich."
Sub1_Theo_4_7_31,"Ich weiß."
Sub1_Theo_4_7_32,"Ich weiß ..."
Sub1_Theo_4_7_33,"Hm?!"
Sub1_Theo_4_7_34,"Oh?! Ist das eine Möglichkeit, in den Traum zu gehen?"
Sub1_Theo_4_7_35,"Hey. Du bist einen Sukkubus, oder? Versuch hier nichts, klar?!"
Sub1_Theo_4_7_36,"Ein Feind von zuvor ist nun also ein Verbündeter? Wie niedlich."
Sub1_Theo_4_7_37,"Was redest du da?"
Sub1_Theo_4_7_38,"Oh, du bist aus der Nähe ganz schön niedlich!"
Sub1_Theo_4_7_39,"Du hast es aber wohl übertrieben. Na ja, klar. "
Sub1_Theo_4_7_40,"Du hast dieses gefährliche Kind benutzt, natürlich bist du müde."
Sub1_Theo_4_7_41,"Ich bin nicht sicher, ob er im Speer gefangen wurde, oder mit Absicht bleibt."
Sub1_Theo_4_7_42,"Aber wenn er herauskommt, wird es furchtbar. Ernsthaft ..."
Sub1_Theo_4_7_43,"Was? Redest du mit mir? Also, was ist damit? "
Sub1_Theo_4_7_44,"Wenn er herauskommt, haue ich ihn einfach um. Genau wie bisher ..."
Sub1_Theo_4_7_45,"Oh? Der Arm?"
Sub1_Theo_4_7_46,"Du hast ihn vorhin schon gesehen. Was ist jetzt los?"
Sub1_Theo_4_7_47,"Warum? Sehe ich jetzt niedlicher aus?"
