KEY,Thai
CREATURE_STORY_1,ผู้ช่วยอัศวินแห่งราชอาณาจักร Orvelia เขามีความหลังฝังใจเพราะเห็นพ่อแม่ถูกปีศาจที่มารุกรานหมู่บ้านฆ่าต่อหน้า และภายหลังอาจารย์ดาบของเขายังถูกลอบสังหาร เขาจึงหวาดกลัวการสูญเสียคนรอบตัว เรื่องราวในอดีตผลักดันให้เขาออกตามหา Clause พี่น้องร่วมสาบานสมัยเด็กจากบ้านเด็กกำพร้า ผู้เข้าร่วมคณะเดินทางแล้วหายสาบสูญไป
CREATURE_STORY_2,นักบวชหญิงฝึกหัดผู้รับใช้เทพธิดา Lua ศาสนจักรหมายมั่นให้เธอเป็นนักบวชหญิงในอนาคต เธอมีศรัทธาแรงกล้าและมีพรสวรรค์ในการเป็นสื่อกลางพลังของ Lua ตั้งแต่เริ่มฝึกฝน จนแม้แต่เหล่านักบวชชั้นสูงก็ยังประหลาดใจ เธอคิดว่าโชคชะตากำหนดให้เธอเป็นนักบวช และความมุ่งมั่นนี้เองส่งผลให้เธอเป็นคนมีเมตตา แต่เธอไม่เคยปรานีเหล่าคนชั่ว
CREATURE_STORY_3,สิ่งแรกที่ Cleo จำได้คือหอคอยนักปราชญ์ ยอดนักปราชญ์ Dominiks อุปการะเธอที่เป็นเด็กกำพร้า และชุบเลี้ยงจนเธอโตขึ้นมาเป็นทั้งจอมเวทอัจฉริยะและจอมก่อเรื่อง เธอควบคุมพลังของตัวเองไม่ได้จนก่อปัญหาบ่อยครั้ง และเป็นเหตุให้หอคอยแดงที่เธออาศัยอยู่เสียหายบางส่วน แต่ยอดนักปราชญ์ก็ไม่เคยดุด่าเธอเลย ส่งผลให้เพื่อนๆ กีดกันเธอออกจากกลุ่ม แม้ว่าเรื่องนี้จะเปลี่ยนให้เธอกลายเป็นคนเห็นแก่ตัวและเย็นชา แต่ลึกๆ แล้ว เธอก็ยังคงเป็นเด็กสาวใจดีที่หวาดกลัวการถูกทอดทิ้ง
CREATURE_STORY_4,เขาเป็นคนคุ้มกัน Cleo ผู้คอยปกป้องเธอตามคำขอของ Dominiks เคยเป็นสมาชิกกลุ่มนักฆ่า แต่เสี่ยงชีวิตแยกตัวออกจากกลุ่มด้วยเหตุผลที่เป็นปริศนา เพราะใช้ชีวิตเป็นนักฆ่า เขาจึงไม่ค่อยใส่ใจผู้อื่น แต่ความยากลำบากก็หล่อหลอมให้เขากลายเป็นบุรุษผู้เจนจัดหลักแหลม และตอบแทนผู้ที่่ช่วยเหลือเขาอย่างสมน้ำสมเนื้อ
CREATURE_STORY_5,Gau คือนักรบผู้ทรงพลังจากอาณาจักร Barbarian ทุกแห่งหนที่เขากวัดแกว่งขวานคู่ล้วนเกิดการนองเลือด เขาคือสุดยอดนักรบผู้ดุดันที่ใครๆ ต่างก็หวาดผวา แต่เมื่อ 10 ปีก่อนเขาหายตัวไปอย่างไม่มีปี่มีขลุ่ย และเมื่อกลับมา เขาก็เปลี่ยนไปเป็นคนละคน เขาเลิกแสดงนิสัยก้าวร้าวดุจนักรบคลั่ง แม้ในยามที่ถูกผู้อื่นติฉินนินทา เขาก็ตอบโต้ด้วยรอยยิ้มและเสียงหัวเราะร่าเริง และยิ่งน่าประหลาดใจเมื่อได้เห็นสายตาเป็นมิตรยามที่เขามองเด็กและสัตว์
CREATURE_STORY_6,เขาคือราชาคนแคระผู้บึกบึนและองอาจ เขาต่อสู้กับกองทัพปีศาจเคียงข้างนักรบดาบศักดิ์สิทธิ์เมื่อ 100 ปีก่อน วีรกรรมของเขาในการพิชิต Dark Dragon Legion ที่เป็นทัพหลักของกองทัพปีศาจเป็นที่เลื่องลือไปทั่วแดน แต่ในความเป็นจริง เขาเพียงครองบัลลังก์ตามหน้าที่เท่านั้น แม้จะบ่นว่าภารกิจของราชสำนักน่าเบื่อหน่าย แต่เขาก็ยังปฏิบัติงานอย่างแข็งขัน
CREATURE_STORY_7,กอบลินเผือกจอมเพี้ยนตัวนี้ชอบสร้างอาวุธทำลายล้างเป็นที่สุด เขามีสีผิวแตกต่างจึงถูกกอบลินตัวอื่นระรานและขับไล่ออกจากฝูง ส่งผลให้เขาไม่มีความเห็นอกเห็นใจเพื่อนร่วมเผ่าพันธุ์ เขาพร้อมจะยิง ระเบิด หรือทุบเพื่อนกอบลินเพื่อทดสอบอาวุธด้วยความยินดี แต่เขาก็สำนึกในบุญคุณของผู้ที่ช่วยเหลือ จึงเป็นสาเหตุให้เขากลายมาเป็นเพื่อนของ Roi โชคร้ายที่เขาจำหน้าคนไม่ค่อยได้เลยพยายามยิง Roi เป็นประจำ แต่ท้ายที่สุดก็จำได้
CREATURE_STORY_8,ชาแมนออร์คผู้ยิ่งใหญ่คนนี้มีสายฟ้าเป็นอาวุธ เขาคือหัวหน้าเผ่า Skywind และผู้อาวุโสที่ Orc Alliance นับถือ ชาแมนออร์คหลายคนได้รับการฝึกฝนจากเขา และเห็นเขาเป็นผู้นำทางจิตวิญญาณ เขาคือหนึ่งในชาแมนเพียงไม่กี่คนที่ฝันเห็นนิมิต และรอบรู้พอจะตีความนิมิตเหล่านั้นได้อย่างถูกต้อง
CREATURE_STORY_9,ซัคคิวบัสทรงเสน่ห์แสนขี้เล่นตนนี้ทำทุกอย่างตามใจตัวเอง เธอเป็นพวกสุขนิยมที่มุ่งมั่นทำเฉพาะเรื่องที่คิดว่าน่าสนุกและน่าสนใจ สมกับที่มีสายเลือดของปีศาจ แม้แต่ในช่วงสงครามปีศาจ เธอก็เลือกเดินทางคนเดียวแทนที่จะเข้าร่วมการรุกราน เธอรู้สึกว่าการได้ต่อสู้เคียงข้าง Kyle น่าสนุกเสียจนเธอยอมทรยศเผ่าพันธุ์ของตัวเอง เมื่อพบ Kasel เธอก็เข้าร่วมกลุ่มของเขาอย่างเต็มใจ เพราะเธอรู้ดีว่าเจอนักผจญภัยน่าสนใจอีกคนแล้ว บางครั้งถ้าเธอพบชายรูปงาม เธออาจไปเยี่ยมเยียนเขาในความฝันด้วย
CREATURE_STORY_10,เจ้าหญิงเอลฟ์สูงศักดิ์ชื่นชมทั้งดาบศักดิ์สิทธิ์และนักรบผู้สืบทอดดาบ เธอมุ่งมั่นทำสิ่งที่ถูกต้องอย่างสุดความสามารถ และปรารถนาให้คนอื่นทำเช่นเดียวกัน ด้วยเหตุนี้เธอจึงวิพากษ์วิจารณ์ทุกคนที่ประพฤติผิดทำนองคลองธรรมอย่างจริงใจ ไม่เว้นแม้แต่นักรบดาบศักดิ์สิทธิ์เอง น่าเสียดายที่บางครั้งคนอื่นๆ ก็เข้าใจความมุ่งมั่นแรงกล้าของเธอผิด เธอมักแวะไปเยี่ยมและอยู่เป็นเพื่อน Dosarta น้องสาวของเธอที่หอคอยเป็นประจำ
CREATURE_STORY_11,แม้ในอดีตเธอเคยเป็น Holy Maiden of Lua แต่ภายหลังกลับถูกความชั่วร้ายครอบงำ ยามนี้แม่มดมารดาแห่งอีกาผู้ชิงชังโลกคอยสาปแช่งอดีตเทพธิดาของเธออยู่ในเงามืด ครั้งหนึ่งเธอเคยเป็นเพื่อนของ Kyle และเป็นวีรสตรีขวัญใจผู้คน แต่เมื่อ Kyle หายตัวไป เธอก็เร้นกายจากโลกเช่นกัน เธอปรากฏตัวอีกครั้งในฐานะแม่มดตกสวรรค์และแม่ทัพของกองทัพปีศาจที่หมายคุกคามมนุษยชาติ แต่ทุกวันนี้ดูเธอจะวางแผนบางอย่างอยู่ ไม่ใช่ในฐานะแม่ทัพปีศาจ แต่เป็นแผนของเธอเอง
CREATURE_STORY_12,เธอเคยท่องไปในท้องทะเลในฐานะราชินีโจรสลัดที่เหล่านักเดินเรือหวาดผวา วัตถุต้องสาปเปลี่ยนให้เธอกลายเป็นเด็ก ไม่ช้าพันธมิตรและลูกเรือผู้ซื่อสัตย์ต่างก็ตีจากเธอไปหมด แต่เธอไม่คิดยอมแพ้และเริ่มต้นใหม่จากศูนย์ โดยหวังจะกลับไปยิ่งใหญ่เหมือนในอดีต โชคร้ายที่คำสาปร่างเด็กส่งผลให้ความคิดของเธอกลายเป็นเด็กไปด้วย แต่ถึงอย่างนั้นเธอก็ยังไล่ตามความฝันต่อไป ปัจจุบันเธอเป็นหัวหน้ากลุ่มโจรสลัดมิรุรุที่สอง ซึ่งมีสมาชิกเป็นกอบลินและโนลล์
CREATURE_STORY_13,นักปราชญ์แห่ง Elidora ที่ยิ่งใหญ่คือดรูอิดผู้รอบรู้ที่สุด เธอเป็นหนึ่งในกลุ่มผู้กล้าที่ต่อสู้กับปีศาจผู้รุกรานเมื่อ 100 ปีก่อน ผู้คนมักขนานนามให้เธอเป็นบุคคลที่เฉลียวฉลาดที่สุดในทวีป Orbis เธอสอนและฝึกฝนเอลฟ์จำนวนมาก อีกทั้งยังมีสายตาเฉียบคมและพลังเวทมนตร์ที่สั่งสมมาตลอดชีวิต ว่ากันว่าแม้แต่ราชาแห่ง Elidora องค์ปัจจุบันและบุตรธิดาของเขาก็เคยเป็นลูกศิษย์ของเธอ หลังสัมผัสได้ถึงความไม่สงบผิดธรรมชาติในป่า Elidora เธอจึงจัดแจงหาเส้นทางให้ผู้ครอบครองดาบศักดิ์สิทธิ์
CREATURE_STORY_15,ชายผู้ซื่อตรงและมีคุณธรรมคนนี้เป็นหนึ่งในอัศวินที่ปกป้อง Orvel หลายคนเห็นว่าเขาเป็นผู้พิทักษ์แห่ง Orvel ที่พึ่งพาได้ แต่เพราะเขาไม่สนใจเงินทองและความสำเร็จ ตำแหน่งในภาคีอัศวินของเขาจึงไม่สูงนัก เขาโตมาในบ้านเด็กกำพร้าหลังเดียวกับ Kasel และ Frey และรักดินแดนแห่งนี้ เพราะที่นี่คือบ้านของบรรดาคนสำคัญของเขา เขาอาสาเข้าร่วมคณะเดินทางไปสำรววจที่ราบแห่งราชาเมื่อไม่นานมานี้
CREATURE_STORY_16,ผู้นำทางวิญญาณ Tamian ผู้บริสุทธิ์และโอบอ้อมอารีสามารถสื่อสารกับคนตายได้ ชาว Tamian ใช้ชีวิตเป็นหนึ่งเดียวกับธรรมชาติ พวกเขามีความสามารถในการอ่านกระแสธรรมชาติ และนำทางวิญญาณคนตาย Rephy เป็นผู้นำทางวิญญาณที่มีทักษะโดดเด่นที่สุดแม้กระทั่งในหมู่ชาว Tamian เขาใช้ความสามารถนี้เพื่อนำทางวิญญาณคนที่ตายในป่าให้ไปสู่สุคติ ซึ่งป้องกันไม่ให้พวกเขากลายเป็นวิญญาณร้าย ซึ่งในบรรดาชาว Tamian ทั้งหมด เขาคือผู้ที่เชี่ยวชาญมากที่สุดในการอ่านเส้นทางโคจรของดวงดาว การปลอบประโลมวิญญาณคนตาย และการนำทางพวกเขาไปสู่โลกหลังความตาย
CREATURE_STORY_17,เอลฟ์มืดเดียวดายผู้นี้สาบานจะแก้แค้นเผ่าพันธุ์ของตนหลังจากสูญเสียน้องสาว เขาถูกส่งไปรบที่ทะเลทราย Aegina และเกือบเอาชีวิตไม่รอด แต่เมื่อกลับถึงบ้านก็ได้รู้ข่าวเศร้าสลดว่าน้องสาวของเขาถูกฆ่าเพื่อบูชายัญ เขาตะโกนเรียกชื่อของเธอท่ามกลางความมืด ความบ้าคลั่งเริ่มกัดกินจิตใจเขา ท้ายที่สุดเขาก็สาบานด้วยความจงเกลียดจงชังว่าจะต้องล้างแค้นเพื่อนร่วมเผ่าพันธุ์ ผู้เป็นฆาตกรฆ่าน้องสาวของเขา
CREATURE_STORY_18,Reina von Stein เป็นลูกสาวของตระกูลขุนนางแห่งจักรวรรดิ นิสัยรักอิสระและบุคลิกกระฉับกระเฉงของเธอสร้างสีสันให้คนรอบข้าง เธอชอบชีวิตอิสระของทหารรับจ้างมากกว่าชีวิตขุนนางแสนอึดอัด หลังจากทำงานเป็นทหารรับจ้างมานาน กิริยาท่าทางของเธอก็ไม่หลงเหลือความเป็นกุลสตรีชั้นสูงอีกต่อไป เธอมีพรสวรรค์ด้านเชิงดาบตั้งแต่เด็ก เธอพัฒนาฝีมือกระบี่ตลอดช่วงหลายปีที่ผ่านมา โดยใช้กระบวนท่าที่เหมาะกับสรีระอ่อนช้อยของเธอ ไม่นานมานี้ เธอปฏิเสธไม่รับงานแปลกๆ งานหนึ่ง นับตั้งแต่นั้นเธอก็รู้สึกว่ามีใครบางคนคอยติดตามและจับตาดูเธอ
CREATURE_STORY_19,พ่อมดมนุษย์ผู้มีวิญญาณมังกรน้ำแข็งสิงสถิตในร่าง แม้เขาเคยต่อสู้เคียงบ่าเคียงไหล่กับ Kyle เมื่อ 100 ปีก่อน แต่พ่อมดน้ำแข็งโบราณผู้นี้ถือกำเนิดขึ้นก่อนหน้านั้นนานแล้ว วิญญาณมังกรมักจะหลับใหล นานๆ ครั้งจึงจะตื่นมาสนทนากับเขาด้วยน้ำเสียงคล้ายเป็นคนรัก จักรวรรดิถือว่าเขาเป็นบุคคลสำคัญ จึงส่ง Rodina มาเพื่อดูแลและปกป้องเขา แต่เขาแค่อยากใช้ชีวิตอย่างสงบสุขและหลีกหนีความวุ่นวายในโลก
CREATURE_STORY_20,Ziltrion Si Demia ผู้บัญชาการหน่วยอัศวินผู้พิทักษ์แห่ง Orvel เธอคืออัศวินผู้แข็งแกร่งและสง่าผ่าเผย ใช้หอกและโล่ยักษ์เป็นอาวุธ ว่ากันว่าไม่มีการโจมตีใดทะลุผ่านโล่ของเธอได้ เธอเป็นผู้บัญชาการอัศวินที่ใส่ใจผู้ใต้บังคับบัญชา และพร้อมปฏิบัติภารกิจทุกอย่างเพื่อรับใช้แผ่นดินของเธอ เธอรู้สึกว่าบรรยากาศของวังหลวงในระยะหลังเปลี่ยนแปลงไป เธอจึงหวังแต่งตั้งให้ Clause สืบทอดตำแหน่งผู้บัญชาการโดยเร็ว เพื่อจะได้ปกป้อง Scarlet จากการคุกคามของขุนนางคนอื่นๆ
CREATURE_STORY_21,นักรบผู้องอาจและมีเกียรติของเผ่าฮาร์ปี้ผู้ครอบครองพลังแห่งสายลม เธอเห็นว่าเกียรติยศในฐานะนักรบฮาร์ปี้สำคัญกว่าทุกสิ่งในโลกนี้ เธอใช้ความมุ่งมาดปรารถนาที่จะรักษาเกียรติของนักรบเป็นแรงผลักดันในการพิชิตศัตรู ทักษะของเธอสูงส่งเหนือใครในเผ่า และเธอยังเป็นแบบอย่างในอุดมคติของนักรบฮาร์ปี้รุ่นหลัง
