KEY,Portuguese
HERO_RACE_HUMAN,Humano
HERO_RACE_BABARIAN,Bárbaro
HERO_RACE_DWARF,Anão
HERO_RACE_GOBLIN,Goblin
HERO_RACE_ORC,Orc
HERO_RACE_DEMON,Demônio
HERO_RACE_ELF,Elfo
HERO_RACE_TAMIA,Tamia
HERO_RACE_DARKELF,Elfo Sombrio
HERO_RACE_HARPY,Harpia
HERO_RACE_DEMON_DRAGON,Demônio (Dragão Sombrio)
HERO_RACE_UNDEAD,Morto-vivo
HERO_RACE_NOUM,Gnomo
HERO_RACE_LUNA,Animal Híbrido (Coelho)
HERO_RACE_DRAGON,Dragão
HERO_RACE_ANGEL,Anjo
HERO_RACE_VAMP,Vampira
HERO_RACE_HALFELF,Meio-Elfo
HERO_RACE_HALFDEMON,Demônio (Meio-sangue)
HERO_RACE_REDPER,Colorado (ex-humano)
HERO_RACE_VISKA,Demônio (Humano possuído)
HERO_RACE_REQUINA,Animal Híbrido (Raposa)
HERO_RACE_HOMUN,Homúnculo
HERO_RACE_PAVEL,Humano (Com a alma de um dragão)
HERO_RACE_DRAGON_MAN,Dragão
ARCHIVE_RACE_26,Fada
HERO_RACE_GLADI,Animal Híbrido (Lince)
HERO_RACE_KARA,Golem tipo Humano
HERO_RACE_NIA,Humana (Portadora de Sangue Demoníaco)
HERO_RACE_GHOST,Fantasma
HERO_RACE_LIZARDMAN,Homem-lagarto
HERO_RACE_KIRZE,Antropomorfa (gato)
HERO_AGE_NO_INFO,???
HERO_AGE_MARIA,"125 (Fisicamente, sempre 25)"
HERO_AGE_DIMAEL,163 (Anos humanos: 16)
HERO_AGE_MIRURU,27 (Mentalmente: 12)
HERO_AGE_SONIA,16 (Sem crescimento desde sua criação)
HERO_AGE_PAVEL,243 (Dragão: ???)
HERO_AGE_MIRRIANE,12 (Idade física: 18)
HERO_AGE_TANYA,18 (Idade física: 18)
HERO_AGE_EZEKIEL,19 (Idade autoproclamada)
HERO_AGE_VISKA,14 (Demônio: ???)
CREATURE_STORY_1,"Um escudeiro do Reino de Orvelia. Devido ao trauma de ter presenciado a morte dos seus pais nas mãos dos Demônios que invadiam a vila, e depois o assassinato do seu professor de esgrima, ele teme demais a ideia da morte de alguém próximo. Seu passado o fez procurar seu irmão de consideração da época em que viveu no orfanato, Clause, o qual se juntou a uma expedição e nunca mais voltou."
CREATURE_STORY_2,"Uma sacerdotisa que serve à Deusa Lua, ela é alvo de grandes expectativas da igreja em relação ao seu futuro na instituição. Desde os seus primeiros anos de treinamento, ela impressionou até os sumos sacerdotes com sua fé intensa e talento natural para canalizar o poder de Lua. Ela mesma considera o sacerdócio como seu caminho predestinado, e seu coração bondoso reflete sua determinação. No entanto, ela não tem misericórdia por malfeitores."
CREATURE_STORY_3,"A primeira lembrança de Cleo começa na Torre dos Sábios. Criada por Dominiks, a Grande Sábia, como uma órfã, ela é tanto uma feiticeira genial quanto uma encrenqueira. Sua inabilidade de controlar seu próprio poder já causou muitos problemas, incluindo a destruição parcial da Torre Vermelha, onde morava. Apesar disso, sua aparente imunidade à ira da Grande Sábia a fez ser excluída pelos seus colegas. Embora isso a tenha transformado em alguém egoísta e insensível, no fundo ela ainda é uma garota gentil que teme ser abandonada."
CREATURE_STORY_4,"Ele acompanha Cleo a pedido de Dominiks. Um antigo membro de um grupo de assassinos, ele arriscou a vida e se rebelou por algum motivo desconhecido. Por ter vivido como um assassino, ele raramente demonstra muito respeito para com os outros, mas suas dificuldades fizeram dele um homem experiente e astuto que trata de forma justa aqueles que o ajudam."
CREATURE_STORY_5,"Gau é um poderoso guerreiro do Reino Bárbaro. Sempre que brande seus dois machados, ele provoca um banho de sangue. Como um guerreiro, ele é temido por sua ferocidade inigualável. No entanto, desapareceu repentinamente por 10 anos. Quando voltou, ele tinha se tornado uma pessoa totalmente diferente. Suas tendências Bárbaras de violência haviam desaparecido mesmo quando criticado pelos outros. Pelo contrário, ele agora os encara com sorrisos e uma risada alegre. O sorriso gentil e caloroso que ele exibe para as crianças e animais é especialmente surpreendente."
CREATURE_STORY_6,"Ele é o forte e rígido rei dos Anões. Há 100 anos, ele lutou ao lado do Guerreiro da Espada Sagrada contra o Exército Demoníaco. Seu heroísmo ao derrotar a Legião do Dragão das Trevas, a principal divisão do Exército Demoníaco, é conhecido em todo o território. Na verdade, ele só se senta no trono por um sentimento de obrigação. Mesmo quando reclama do tédio dos seus deveres reais, ele continua a trabalhar com diligência."
CREATURE_STORY_7,"Este excêntrico Goblin albino gosta de desenvolver armas poderosas mais do que qualquer coisa nesse mundo. Importunado e excluído pelos outros Goblins devido à cor da sua pele, ele não sente compaixão pelo seu povo. Ele atiraria, explodiria e esmagaria outro Goblin de bom grado para poder testar suas armas. No entanto, ele também expressa sua gratidão àqueles que o ajudam, e foi assim que se tornou amigo de Roi. Infelizmente, ele é um péssimo fisionomista, o que o faz tentar atirar em Roi frequentemente até se lembrar de quem ele é."
CREATURE_STORY_8,"Esta grande Orc xamã tem o poder do relâmpago. Chefe da Tribo de Vento Celeste, ele é um respeitado ancião da Aliança Orc. Inúmeros Orcs xamãs foram treinados por ele e o consideram seu líder espiritual. Além disso, ele é um dos poucos xamãs que têm sonhos clarividentes, e é sábio o suficiente para interpretá-los adequadamente."
CREATURE_STORY_9,"Esta brincalhona e sedutora súcubo age de acordo com os seus impulsos. Como é esperado da sua linhagem Demoníaca, ela é uma hedonista impulsionada pelo que acha divertido e agradável. Mesmo durante a Guerra Demoníaca, ela optou por viajar sozinha em vez de se juntar à invasão. A seu ver, lutar junto a Kyle era interessante o suficiente para que ela traísse seu próprio povo. Mais tarde, quando conheceu Kasel, ela se juntou ao seu grupo de bom grado, sabendo que havia encontrado outra aventura divertida. Às vezes, quando encontra homens atraentes, ela os visita em seus sonhos."
CREATURE_STORY_10,"Esta nobre princesa Élfica admira a Espada Sagrada e seu guerreiro escolhido. Ela almeja fazer o certo tanto quanto pode, e deseja que os outros façam o mesmo. É por isso que ela faz críticas construtivas a todos que se desviam do caminho da integridade, mesmo que seja o Guerreiro da Espada Sagrada. Infelizmente, sua forte determinação às vezes é mal compreendida pelos outros. Ela sempre visita sua irmã mais nova, Dosarta, para fazer-lhe companhia."
CREATURE_STORY_11,"Embora tenha sido a Dama Sagrada de Luz no passado, ela por fim entregou-se à corrupção. Agora na escuridão, esta bruxa cínica com domínio sobre os corvos amaldiçoa sua antiga Deusa. Houve um tempo em que ela era amiga de Kyle e uma heroína do povo. No entanto, quando Kyle desapareceu, ela se escondeu do mundo também. Por fim, ressurgiu como uma bruxa decaída, ameaçando a raça humana na liderança do Exército Demoníaco. Hoje em dia, ela parece estar tramando algo sozinha, e não como uma comandante Demoníaca."
CREATURE_STORY_12,"Antigamente, ela viajava pelos mares como uma imperadora pirata, inspirando medo aos corações dos marinheiros. No entanto, um item amaldiçoado a transformou numa criança, e todos os seus leais aliados e os membros da tripulação logo a deixaram. Por ser persistente, ela começou de novo, do nada, e agora sonha recuperar sua antiga glória. Infelizmente, a maldição da infância instalou imaturidade também no seu jeito de pensar. Mesmo assim, ela continua indo atrás do seu sonho. Atualmente, ela comanda os segundos Piratas de Miruru formados por Goblins e Gnolls."
CREATURE_STORY_13,"A Grande Sábia de Elidora é a mais versada dos Druidas. Como um dos heróis que lutou contra os invasores Demônios 100 anos atrás, ela é geralmente considerada a pessoa mais sábia de todo o Continente Orbis. Ela ensinou e treinou inúmeros Elfos e possui um entendimento apurado e poderes místicos que fazem jus à sua idade. Dizem que até mesmo o rei atual de Elidora e os seus filhos foram alunos seus. Por recentemente ter percebido um estranho tumulto na Floresta de Elidora, ela está preparando o caminho para o portador da Espada Sagrada."
CREATURE_STORY_15,"Este homem rígido e íntegro protege Orvel no papel de um dos seus cavaleiros. Muitos o consideram um confiável defensor de Orvel, mas devido à sua falta de interesse em riqueza e sucesso, sua posição na ordem nunca foi muito alta. Ele cresceu junto a Kasel e Frey no mesmo orfanato, e ama sua terra por ser o lar daqueles que quer bem. Recentemente, ele ofereceu juntar-se à expedição de investigação das Planícies do Rei."
CREATURE_STORY_16,"Este puro e bondoso guia de almas Tamiano é capaz de se comunicar com os mortos. A raça Tamiana vive em harmonia com a natureza, conseguindo ler seu fluxo e guiar as almas dos mortos. A habilidade de Rephy de guiar almas é excepcional, até mesmo para um Tamiano. Ela a usa para guiar as almas daqueles que pereceram na floresta e ajudá-los a seguir em frente, impedindo que se tornem malignos. Ele é o mais capaz entre os Tamianos no que diz respeito a perceber os caminhos das estrelas, pacificar as almas dos mortos e adequadamente guiá-las para o além."
CREATURE_STORY_17,"Este solitário Elfo Sombrio jurou vingança contra sua própria raça pela morte de sua irmã. Mal sobrevivendo à sua missão no Deserto de Aegina, a única coisa que o esperava ao voltar para casa era a terrível notícia de que sua irmã havia sido morta como parte de um sacrifício Élfico. Enquanto gritava seu nome no escuro, ele começou a sucumbir à loucura. Por fim, ele fez um juramento de ódio e vingança contra seu próprio povo, os assassinos de sua irmã."
CREATURE_STORY_18,"Reina von Stein nasceu de uma nobre família do império. Seu espírito livre e personalidade enérgica parecem alegrar até mesmo os que a rodeiam. Ela prefere uma vida de liberdade como mercenária à vida sufocante dos aristocratas. Depois de trabalhar como mercenária por um bom tempo, seu comportamento já perdeu todos os vestígios da sua criação nobre. Mesmo quando criança, ela já demonstrava um talento natural com espadas. Com o passar dos anos, ela aprofundou suas habilidades com um florete, usando um estilo mais adequado ao seu físico ágil. Recentemente, ela recusou um estranho contrato. Desde então, ela vem sentindo como se alguém a estivesse seguindo e observando."
CREATURE_STORY_19,"Um curioso caso de um feiticeiro humano possuído pela alma de um dragão de gelo. Tendo lutado junto a Kyle 100 anos atrás, a existência deste feiticeiro do gelo ancião data de muito tempo antes disso. A alma do dragão geralmente fica adormecida, mas desperta ocasionalmente para falar com ele na voz de uma amante. O império o considera uma figura central, e enviou Rodina para monitorá-lo e protegê-lo. Ele mesmo, no entanto, deseja apenas viver na paz e tranquilidade, longe das preocupações do mundo."
CREATURE_STORY_20,"Ziltrion Si Demia. A comandante dos Cavaleiros Guardiões de Orvel. Ela é uma grandiosa e digna cavaleira que brande uma lança e um escudo gigante. Dizem que penetrar seu escudo é quase impossível. Como uma comandante cavaleira, ela aprecia seus subordinados e está preparada para realizar qualquer tarefa a serviço da sua terra. Sentindo a recente mudança no clima do palácio real, ela espera designar rapidamente Clause como o próximo comandante para que possa proteger Scarlet da agressão dos nobres."
CREATURE_STORY_21,"Uma rígida e honrosa guerreira das Harpias, as portadoras do poder do vento. Sua dignidade como guerreira da Harpia é mais importante para ela do que qualquer outra coisa no mundo. Ela utiliza sua força de vontade e seu desejo de defender sua honra de guerreira para derrotar qualquer inimigo. Suas habilidades são excepcionais, mesmo entre seus colegas, e ela é um exemplo para os jovens guerreiros da Harpia."
CREATURE_STORY_22,"A melhor franco-atiradora do exército e uma aficionada por ursos. Ela gosta tanto deles que sempre usa acessórios que se assemelham a orelhas de urso em seu chapéu. Então, ela às vezes caça tigres, mas nunca irá atirar num urso. Embora suas habilidades de tiro sejam mais adequadas para assassinatos, ela jurou nunca usá-las injustamente. Em vez disso, ela as usa para proteger. Atualmente, ela mora com Pavel na Montanha Gélida da Terra dos Ventos, servindo como sua guarda pessoal delegada pelo império."
CREATURE_STORY_23,"Antiga comandante dos Cavaleiros do Dragão Sombrio, ela é a cavaleira demônio mais galante do Exército Demoníaco. Atualmente, por algum motivo desconhecido, ela está seguindo a bruxa Maria, auxiliando-a em seu trabalho. Muitos acham estranho o fato de que a antiga campeã do Exército Demoníaco – que massacrava inúmeros inimigos e até mesmo devorava dragões – agora trabalhe como serva de uma mera bruxa. No entanto, ela continua a servir fielmente sua mestre."
CREATURE_STORY_24,"Na qualidade do sacerdote mais improvável da Igreja de Lua, Baudouin é, numa só palavra, um rebelde. Desde a infância, ele sempre foi uma ovelha negra na Igreja de Lua, que enfatiza a devoção. Ele entrou para a igreja com a ajuda do Sumo Sacerdote Berman, mas a vida religiosa era terrivelmente inadequada para ele. Um dia, no entanto, ele repentinamente decidiu abandonar seus modos não convencionais e começou a seguir o caminho do sumo sacerdócio."
CREATURE_STORY_25,"Antigamente, ela era a princesa da arruinada República de Gray. A República de Gray, erradicada pelos Demônio invasores durante a Guerra Demoníaca, guardava vários segredos, inclusive as ruínas e tecnologias de uma civilização antiga. Jane foi uma das pessoas que perderam suas vidas para proteger esses segredos. Mais tarde, Malduk, um oficial de alta patente e um estrategista do Exército Demoníaco, trouxe Jane de volta ao mundo como uma morta-viva. Ela recebeu uma nova mente por meio de uma estranha magia negra. Agora, almeja embarcar em uma jornada para encontrar seu antigo eu e suas lembranças perdidas."
CREATURE_STORY_26,"Ela é filha de uma família nobre de Orvel. Como uma das feiticeiras mais talentosas da Torre dos Sábios, ela obteve o título de 'Violeta' em reconhecimento à sua habilidade mágica. A pedido dos seus pais, ela foi criada na Torre dos Sábios, mas ainda mantém sua honra de aristocrata. Quando criança, ela nunca compreendeu por que seus pais a mandaram para longe, sozinha, mas agora entende seus motivos. Agora ela voltou para casa, e é sempre servida por suas criadas, que são como membros da família para ela."
CREATURE_STORY_27,"No palácio real de Orvel, existe uma biblioteca onde dizem haver um espaço infinito. Leo é um Gnomo que protege essa biblioteca há muito tempo. Ele memorizou todos os livros ali presentes, e é a pessoa de maior conhecimento de todo o palácio, e muitos visitam o local em busca da sua sabedoria. No entanto, ele ainda parece ter dificuldade em interagir com os outros."
CREATURE_STORY_28,"Como filho do comandante dos Cavaleiros Imperiais, ele recebeu um treinamento rigoroso desde a infância para se tornar um bom espadachim. Ninguém pode questionar seu título como o espadachim mais ágil do palácio imperial. A quantidade de cavaleiros inimigos que ele derrubou nos campos de batalha é uma prova das suas habilidades. Ele rapidamente alcançou a patente de vice-capitão da Guarda Imperial, sendo admirado por todos. Embora tenha ciência da sua bela aparência, ele detesta que se aproximem dele por sua beleza exterior. Ele considera a beleza interior mais importante do que o que é visível. No entanto, ele é um pouco hipócrita, e às vezes se deixa levar pela própria beleza."
CREATURE_STORY_29,"Lulus, que raramente são vistos e são geralmente considerados seres míticos, constituem uma raça de animais híbridos. Um dia, uma criança Lulu nasceu com a personalidade oposta àquela que é típica da sua raça. Essa criança era Luna. Ela não tinha nada contra os modos do seu povo, e nem tinha um grande propósito para vivenciar o mundo lá fora. Ela estava simplesmente colhendo flores, um passo de cada vez. Outro passo para pegar alguns galhos congelados para o seu estilingue. E mais um passo para seguir o cheiro de uma doce fruta vermelha. Quando deu por si, estava lá fora, se afastando da montanha e correndo na direção de uma plantação de cenouras."
CREATURE_STORY_30,"Esta bela e gentil sacerdotisa da água é, na verdade, um dragão azul transformado. Num passado remoto, ela era venerada por certas tribos do deserto. No entanto, por algum motivo desconhecido, ela está adormecida há eras. Ela é capaz de dominar a água para tornar uma terra fértil e sempre usou seus poderes para ajudar seu povo. Os humanos, em retribuição, construíram sob o lago no oásis o Santuário Dourado do Fluxo em sua homenagem. Um fluxo de energia maligna no deserto a despertou e ela, mais uma vez, começou a usar seus poderes para ajudar os que a rodeiam."
CREATURE_STORY_31,"Um Anjo guerreiro que desceu dos Céus para punir os Demônios e deter a disseminação do caos na Terra. As tarefas que recebeu incluem observar, realizar missões de reconhecimento e executar qualquer Demônio encontrado na Terra. Ele tem um forte senso de responsabilidade, e é rápido e determinado em face de qualquer injustiça. Ele realmente ama a raça humana e todas as formas de vida que habitam a Terra. É por isso que ele almeja impedir que os Demônios profanem este mundo."
CREATURE_STORY_32,"Uma princesa Vampira que se juntou a Kyle em sua guerra contra os Demônios 100 anos atrás. Ela é uma Vampira puro-sangue que está viva há 500 anos. Ela é imortal, e geralmente considerada Rainha dos Vampiros. O gasto massivo do seu poder durante a guerra contra os Demônios teve seu preço, e a princesa imortal agora possui uma forma infantil. Depois da guerra, ela se misturou à sociedade humana e assistiu às mudanças do mundo pelos próximos 100 anos enquanto lentamente recuperava seu poder. Quando os demônios reapareceram e a Espada Sagrada despertou, Lewisia percebeu mudanças repentinas de energia. Logo depois, ela partiu em uma jornada para encontrar e observar o guerreiro recém-escolhido."
CREATURE_STORY_33,"Um misterioso feiticeiro que atravessa dimensões que possui uma distinta heterocromia. O sorriso eterno em seu rosto parece vir da sabedoria de alguém que vê o universo inteiro. Ele mostra grande interesse em pessoas com habilidades especiais, e gosta de testá-las. Sua habilidade de teletransporte parece ir além do reino mortal, possibilitando que ele viaje entre dimensões. Não se sabe ao certo qual é a sua motivação, mas parece que suas intenções são sempre de ajudar os outros."
CREATURE_STORY_34,"Uma tecnomaga genial do Reino de Orvelia. Ela é altamente otimista e o fracasso nunca parece incomodá-la. Ela sonha em um dia inventar um dispositivo que permita o uso de magia por qualquer pessoa. Após anos de pesquisa, ela usou magia para criar seu assistente. Depois da chegada dos Demônios, ela mudou o foco da sua pesquisa para o desenvolvimento de armas que permitissem que qualquer um pudesse lutar contra os invasores."
CREATURE_STORY_35,"Conhecido por alguns como a Canção da Loucura Prateada, ele faz tudo com uma incrível falta de sinceridade. Não demonstra qualquer senso de responsabilidade em relação aos que o rodeiam. Quando entra em combate, porém, se transforma em um lobo prateado intocável que sai num rompante pelo campo de batalha. Nada se sabe sobre o seu passado. Uma coisa é certa: ele não vê diferença entre aliados e inimigos quando a loucura da batalha toma conta da sua mente. Ficar perto dele quando ele está nesse estado pode ser muito mais perigoso do que segurar uma bomba-relógio."
CREATURE_STORY_36,"Um herói que salvou inúmeras vidas das ameaças Demoníacas, além de ser o atual comandante dos Cavaleiros Sagrados da Igreja de Lua. Este corajoso e experiente cavaleiro caça Demônios por toda Orvelia desde a juventude. Ele é também o diretor do orfanato onde Kasel, Frey e Clause cresceram. Treinou inúmeros guerreiros em Orvelia que o consideram um líder espiritual. Está se preparando para renunciar à sua posição devido à sua idade, mas sua força atemporal sempre levou seus pedidos de aposentadoria a serem negados."
CREATURE_STORY_37,"Uma assassina da Máscara Sorridente e colega de Roi. Embora seja uma meio-elfa e, por isso, tenha uma vantagem física em relação a Roi, ela não tem sua sabedoria sobre o mundo nem sua habilidade de formar conexões com os outros, atributos que o fazem ser essencial em grandes operações. Isso fez com que ela adquirisse certo complexo de inferioridade. Como a encarregada da 'limpeza' no grupo, sua tarefa é eliminar qualquer traidor. Quando Roi deixou a organização, ela partiu para descobrir seus motivos, deixando todos os seus outros afazeres para trás. Seus planos para quando encontrá-lo ainda são desconhecidos."
