KEY,Portuguese
E_C19_Mar_Kaulah01_14,"Você conhece algum espírito aventureiro por aí? Alguém que possa querer viajar para outro mundo, talvez?"
E_C19_Mar_Kaulah01_15,Claro! Há vários! Você quer que eu os chame?
E_C19_Mar_Kaulah01_16,"Então, você poderia pedir a seus amigos para ver o que há do outro lado desse buraco?"
E_C19_Mar_Kaulah01_17,"Isso é fácil! Espíritos, ajudem-me!"
E_C19_Mar_Kaulah01_18,"Rephy, isso não é um pouco perigoso?"
E_C19_Mar_Kaulah01_19,"Não tem problema, é só deixar de fora os espíritos de pessoas que estiverem cochilando!"
E_C19_Mar_Kaulah01_20,Hã? Não! Nãoooo! O que eu fiz? Um espírito que estava dormindo acabou de entrar lá!
E_C19_Mar_Kaulah01_21,O quê?
E_C19_Mar_Kaulah01_22,Hum... Onde estou?
E_C19_Mar_Kaulah01_23,"Bom dia, professor!"
E_C19_Mar_Kaulah01_24,"Ei, é o reitor! Corra!"
E_C19_Mar_Kaulah01_25,Onde diabos eu estou?
E_C19_Mar_Kaulah01_26,"Sr. Kaulah, o que há de errado?"
E_C19_Mar_Kaulah01_27,"Hoje é o dia em que nosso novo semestre... Hum, seu espírito parece diferente hoje."
E_C19_Mar_Kaulah01_28,Onde eu...? Eu só estava tirando um cochilo naquela ilha...
E_C19_Mar_Kaulah01_29,"Hahaha. Acorda, Sr. Kaulah!"
E_C19_Mar_Kaulah01_30,"Você não sabe? Você está... no Colégio de Orvelia, lembra?"
E_C19_Mar_Kaulah01_31,É sério?
E_C19_Mar_Kaulah01_32,Mas que sonho absurdo... Que presente de aniversário mais exagerado.
E_C19_Mar_Kaulah01_33,Talvez... seja algum tipo de premonição?
E_C19_Mar_Artemia01_01,"Seja bem-vinda, Vossa Majestade! Há quanto tempo!"
E_C19_Mar_Artemia01_02,"É bom te ver, Juno. Ouvi dizer que alguém gostaria de me ver hoje."
E_C19_Mar_Artemia01_03,"Sim, alguém muito importante está à sua espera, Vossa Majestade. Por aqui, por favor."
E_C19_Mar_Artemia01_04,"Saudações, Vossa Majestade, a Imperatriz da Luz."
E_C19_Mar_Artemia01_05,Saudações para ti. Acredito que a última vez que nos falamos foi naquele chá.
E_C19_Mar_Artemia01_06,"Como tem passado, Princesa de Prata?"
E_C19_Mar_Artemia01_07,"...Pft! Ha, hahahaha!"
E_C19_Mar_Artemia01_08,"Nós concordamos em conversar sem todas essas formalidades, não é?"
E_C19_Mar_Artemia01_09,"E aqui estamos, todas rígidas e solenes."
E_C19_Mar_Artemia01_10,"Vamos com calma, Scarlet."
E_C19_Mar_Artemia01_11,"Como queira, Artemia."
E_C19_Mar_Artemia01_12,Você está bem aqui sem os seus guardas?
E_C19_Mar_Artemia01_13,É melhor assim. Rastrear atividades demoníacas ficará muito mais difícil se minha identidade for revelada.
E_C19_Mar_Artemia01_14,"Falando nisso, o que a traz aqui hoje? O exército do Senhor das Trevas começou a fazer algo?"
E_C19_Mar_Artemia01_15,"Não, mas o motivo pelo qual estou aqui não é menos importante."
E_C19_Mar_Artemia01_16,O que é?
E_C19_Mar_Artemia01_17,"Juno, por favor, traga-o aqui!"
E_C19_Mar_Artemia01_18,"Sim, Vossa Alteza. Aqui está!"
E_C19_Mar_Artemia01_19,"Apresento-vos o Especial da Juno, o Bolo Plaanificado Real!"
E_C19_Mar_Artemia01_20,Valha-me céus! Este é o bolo da família real Penteoniana!
E_C19_Mar_Artemia01_21,"Hahaha. Feliz aniversário, Artemia!"
E_C19_Mar_Artemia01_22,Você gostou?
E_C19_Mar_Artemia01_23,"Adorei! Obrigada, Scarlet..."
E_C19_Mar_Artemia01_24,Nunca imaginei que pudesse comer esse bolo em Orvel. Eu costumava comê-lo em meus aniversários quando era mais jovem...
E_C19_Mar_Artemia01_25,"Oh, o sabor é exatamente o mesmo! Como você fez isso?"
E_C19_Mar_Artemia01_26,"O tempero de Plaan é um ingrediente indispensável, mas a planta só cresce em Penteonia."
E_C19_Mar_Artemia01_27,"Oh, acontece que uma amiga minha é uma excelente alquimista."
E_C19_Mar_Artemia01_28,"Oh, por favor, me apresente a ela. Adoraria comprar um pouco desse tempero também."
E_C19_Mar_Artemia01_29,Hahaha. Eu vou perguntar se ainda sobrou.
E_C19_Mar_Artemia01_30,"Por favor, sirva-se."
E_C19_Mar_Artemia01_31,"Muitíssimo obrigada! Aqui, coma um pouco comigo, Scarlet."
E_C19_Mar_Artemia01_32,"Oh, não é preciso. É meu presente de aniversário para você, então..."
E_C19_Mar_Artemia01_33,"Oh não, bolos de aniversário foram feitos para serem compartilhados! Por favor, aqui está!"
E_C19_Mar_Artemia01_34,"Oh, t-tudo bem, então..."
E_C19_Mar_Artemia01_35,Quarto da Juno dentro do Hotel
E_C19_Mar_Artemia01_36,Pobre Princesa Scarlet...
E_C19_Mar_Artemia01_37,"Requina, você poderia fazer um pouco mais daquele tempero de Plaan?"
E_C19_Mar_Artemia01_38,"Hum, preciso picar isso em pedacinhos e depois desidratá-lo."
E_C19_Mar_Artemia01_39,Sua Alteza já me ajudou muito. Será impossível fazer isso sozinha.
E_C19_Mar_Artemia01_40,Isso deve ser cortado em mais 100 pedações e depois processado para neutralizar a toxina.
E_C19_Mar_Artemia01_41,Eu realmente não entendo o paladar estranho das famílias reais...
E_C19_Mar_Artemia01_42,"Por favor, fique bem, Vossa Alteza."
E_C19_Mar_Leo01_01,"A Princesa Scarlet saiu para subjugar alguns demônios hoje,"
E_C19_Mar_Leo01_02,então o castelo deve estar praticamente vazio agora.
E_C19_Mar_Leo01_03,................................................................
E_C19_Mar_Leo01_04,..................................................
E_C19_Mar_Leo01_05,Eu quero... devolver esse livro...
E_C19_Mar_Leo01_06,"Oh, perdoe-me. Estava viajando em meus pensamentos."
E_C19_Mar_Leo01_07,"Hum, Crônicas de Sangue Vol. 4. Seu nome é... Seria?"
E_C19_Mar_Leo01_08,... *Acena com a cabeça*
E_C19_Mar_Leo01_09,Uau! Você já terminou de ler esse livro enorme?
E_C19_Mar_Leo01_10,"Deve haver várias terminologias antigas bem difíceis nele, já que é sobre Vampiros anciões..."
E_C19_Mar_Leo01_11,...Posso alugar o próximo volume?
E_C19_Mar_Leo01_12,O Vol. 5 deve conter os registros sobre casos bem-sucedidos de desvampirização...
E_C19_Mar_Leo01_13,"Hum... é um livro raro, então não é costume poder levá-lo daqui."
E_C19_Mar_Leo01_14,"Bem, abrirei uma exceção para você, só hoje..."
E_C19_Mar_Leo01_15,Obrigada. Fique bem.
E_C19_Mar_Leo01_16,...Já que é meu aniversário.
E_C19_Mar_Leo01_17,...É como qualquer outro dia do ano. Eu não deveria me sentir tão...
E_C19_Mar_Leo01_18,Leo!
E_C19_Mar_Leo01_19,"Hum? Annette! E Kara, também!"
E_C19_Mar_Leo01_20,Vocês não saíram para lutar contra demônios?
E_C19_Mar_Leo01_21,Uhum! Eu já coletei dados de batalha suficientes para a Kara.
E_C19_Mar_Leo01_22,E como eu poderia ir para outro lugar nesse dia tão especial?
E_C19_Mar_Leo01_23,*Palpitando* O que tem de tão especial hoje?
E_C19_Mar_Leo01_24,É o dia em que vou te dar essa tinta especial!
E_C19_Mar_Leo01_25,V-você se lembrou?
E_C19_Mar_Leo01_26,"Claro! Hoje é o dia em que tenho que devolver o livro raro, ‘Impressão Digital de Lua!’"
E_C19_Mar_Leo01_27,.......................................................................
E_C19_Mar_Leo01_28,"*Suspiro* Você está atrasada, Annette. Outra vez!"
E_C19_Mar_Leo01_29,"Você está 3 semanas atrasada, então faça as contas."
E_C19_Mar_Leo01_30,Vai te custar bem mais do que 10 garrafas dessa tinta especial.
E_C19_Mar_Leo01_31,"Argh! Por favor, Leo! Eu estou quebrada esse mês outra vez!"
E_C19_Mar_Leo01_32,"Eu deveria é te colocar na lista negra e não deixar você alugar mais livro nenhum, então."
E_C19_Mar_Leo01_33,"Buu! Isso não é justo! Você está sendo malvado, Leo!"
E_C19_Mar_Leo01_34,*Suspiro* Sério? Eu sendo malvado? ...Hã? Kara? Por que você não está indo com a Annette?
E_C19_Mar_Leo01_35,Minha prioridade máxima no momento é praticar a humanidade.
E_C19_Mar_Leo01_36,Uma notificação do Banco de Dados dos Funcionários Reais:
E_C19_Mar_Leo01_37,Hoje é o 000º aniversário de Leo.
E_C19_Mar_Leo01_38,"Feliz aniversário, Leo."
E_C19_Mar_Leo01_39,"Ah, o-obrigado, Kara."
E_C19_Mar_Leo01_40,"Agora, vou dançar para celebrar a ocasião."
E_C19_Mar_Leo01_41,D-dançar? Uau! Obrigado!
E_C19_Mar_Leo01_42,Algumas horas depois
E_C19_Mar_Leo01_43,"H-hum... Kara... Eu agradeço pela dança, mas, por favor, pare..."
E_C19_Mar_Cassandra01_01,O convite diz que é aqui... É um bar?
E_C19_Mar_Cassandra01_02,"‘Darei a informação que precisa, então, por favor, aceite este convite!’..."
E_C19_Mar_Cassandra01_03,Talvez eu possa descobrir onde Esker está...
E_C19_Mar_Cassandra01_04,"Isso parece muito suspeito, mas eu deveria conferir... Argh, sinto muito."
E_C19_Mar_Cassandra01_05,"Ei! Olha para onde anda, seu tolo... Ow!"
E_C19_Mar_Cassandra01_06,...O que é esse cartão?
E_C19_Mar_Cassandra01_07,"Ah, eu o recebi esta manhã. Havia apenas um local e hora escritos nele."
E_C19_Mar_Cassandra01_08,Hã? É igualzinho ao que recebemos hoje.
E_C19_Mar_Cassandra01_09,"Eu trouxe o velhote junto para o caso de ser algo grandioso,"
E_C19_Mar_Cassandra01_10,mas esse magrelo nerd também foi convidado?
E_C19_Mar_Cassandra01_11,Tudo se esclarecerá quando entrarmos. Estou indo.
E_C19_Mar_Cassandra01_12,...Está escuro aqui dentro. Hum?
E_C19_Mar_Cassandra01_13,Estão todos aqui! Obrigada por aceitarem o meu convite!
E_C19_Mar_Cassandra01_14,"Hã? Cassandra? Ei, dessa vez você encontrou um trabalho para mim que pague decentemente?"
E_C19_Mar_Cassandra01_15,...Hum? Você e o velhote se conhecem?
E_C19_Mar_Cassandra01_16,...Qual é o trabalho?
E_C19_Mar_Cassandra01_17,"Ora! Não há motivo para apressar as coisas, há?"
E_C19_Mar_Cassandra01_18,Tudo o que vocês têm que fazer é aproveitar o jantar que eu preparei para comemorar meu aniversário!
E_C19_Mar_Cassandra01_19,...O quê?
E_C19_Mar_Cassandra01_20,..........................
E_C19_Mar_Cassandra01_21,"Oh, Lua, perdoe-me por perder esse tempo tão precioso."
E_C19_Mar_Cassandra01_22,"Qual é, não seja tão careta. É só um jantar."
E_C19_Mar_Cassandra01_23,...A porta está trancada.
E_C19_Mar_Cassandra01_24,*Risos* Nem perca o seu tempo. Eu ergui uma barreira ao redor daqui.
E_C19_Mar_Cassandra01_25,"Vocês todos parecem se conhecer, mas eu não conheço você."
E_C19_Mar_Cassandra01_26,Por qual razão você me quer aqui?
E_C19_Mar_Cassandra01_27,Eu já disse. É um jantar.
E_C19_Mar_Cassandra01_28,Eu só queria poder me divertir no meu aniversário...
E_C19_Mar_Cassandra01_29,rodeada pelo meu tipo favorito de homens bonitões~!
E_C19_Mar_Cassandra01_30,"Cassandra, tudo bem você ter me convidado, mas sério? O velhote e o magrelo?"
E_C19_Mar_Cassandra01_31,Olha só para eles! Eles estão prontos para brigar com você!
E_C19_Mar_Cassandra01_32,*Risos* Eu duvido que eles consigam resistir ao meu charme.
E_C19_Mar_Cassandra01_33,...Esse cheiro... é gás de nervo?
E_C19_Mar_Cassandra01_34,Ah... Minha cabeça está...
E_C19_Mar_Cassandra01_35,"Não se preocupem, não vai deixar nenhuma sequela."
E_C19_Mar_Cassandra01_36,"Está vendo, eu sei uma coisinha ou outra sobre essas coisas."
E_C19_Mar_Cassandra01_37,Ele só vai fazer com que sejam mais honestos com vocês mesmos.
E_C19_Mar_Cassandra01_38,"Irmão, é a primeira vez que te vejo, mas você é bem bonitão!"
E_C19_Mar_Cassandra01_39,Como você consegue manusear tão facilmente essa arma tão grande?
E_C19_Mar_Cassandra01_40,"Digo o mesmo para você, meu amigo. Admiro a sua coragem. Quer dizer, você veio para essa vizinhança perigosa com nada além de uma bandeira."
E_C19_Mar_Cassandra01_41,Isso me diz que você é bem corajoso.
E_C19_Mar_Cassandra01_42,"Hã? Fale algo legal sobre mim também, velhote!"
E_C19_Mar_Cassandra01_43,"*Risos* Relaxar de vez em quando não vai matar ninguém, não é?"
E_C19_Mar_Cassandra01_44,"Além disso, nada me agrada mais do que ver belos homens sorrindo!"
E_C19_Mar_Cassandra01_45,"Esse é o melhor presente de aniversário de todos, pessoal!"
E_C19_Mar_Anniver01_01,Senhoras e senhores que estão aqui presentes para o Dia da Água desse ano.
E_C19_Mar_Anniver01_02,"Eu, Laias, Sacerdotisa do Santuário Dourado, gostaria de agradecer a cada um de vocês."
E_C19_Mar_Anniver01_03,"Água é a fonte de toda a vida,"
E_C19_Mar_Anniver01_04,e aquilo que flui além de nós para nossos descendentes.
E_C19_Mar_Anniver01_05,Sacerdotisa! Você está tão linda hoje!
E_C19_Mar_Anniver01_06,"Cale a boca, cabeção!"
E_C19_Mar_Anniver01_07,Hahaha. Não vou entediar vocês com discursos longos.
E_C19_Mar_Anniver01_08,"Então, deixe-me começar o ritual de purificação do oásis, o tesouro desse deserto."
E_C19_Mar_Anniver01_09,Ráááááááááááá!
E_C19_Mar_Anniver01_10,"Primeiro, eu extingo a energia maligna que rodeia o oásis sagrado."
E_C19_Mar_Anniver01_11,Que o poder do fluxo esteja com você.
E_C19_Mar_Anniver01_12,A tempestade de areia dourada varre tudo aquilo que é negativo.
E_C19_Mar_Anniver01_13,Que as bênçãos do Rei Deus estejam com você.
E_C19_Mar_Anniver01_14,Por fim!
E_C19_Mar_Anniver01_15,Que a água pura flua sobre as terras!
E_C19_Mar_Anniver01_16,O ritual de purificação terminou.
E_C19_Mar_Anniver01_17,Devemos começar o verdadeiro ritual agora?
E_C19_Mar_Anniver01_18,"Aaaa! Estávamos esperando por isso, Sacerdotisa!"
E_C19_Mar_Anniver01_19,Laias! Foi um ritual de purificação perfeito!
E_C19_Mar_Anniver01_20,Não foi cansativo?
E_C19_Mar_Anniver01_21,Hahaha. De forma alguma.
E_C19_Mar_Anniver01_22,Como eu poderia ficar cansado quando todas essas pessoas estão aqui reunidas por nós?
E_C19_Mar_Anniver01_23,"Urr... L-L-Laias, você estava tão l-l-lin..."
E_C19_Mar_Anniver01_24,lindamente incrível elevando aquele pilar de água naquela hora!
E_C19_Mar_Anniver01_25,"Obrigada, Neraxis."
E_C19_Mar_Anniver01_26,O ritual terminou bem. É tudo graças a você e à Lilia.
E_C19_Mar_Anniver01_27,Hahaha! E não é que foi? Quem poderia fazer isso melhor do que um Dragão Negro?
E_C19_Mar_Anniver01_28,"Não seja tão convencido, seu tolo!"
E_C19_Mar_Anniver01_29,"Humpf, você só está com inveja, sua pirralha!"
E_C19_Mar_Anniver01_30,"Vai sonhando, seu cabeção!"
E_C19_Mar_Anniver01_31,"Ei, vocês dois! Parem..."
E_C19_Mar_Anniver01_32,"Você ainda está tão ocupada cuidando dessas crianças, meu amor!"
E_C19_Mar_Anniver01_33,O-o quê!? Seu idiota!
E_C19_Mar_Yuria01_01,"Há quanto tempo, Yuria."
E_C19_Mar_Yuria01_02,Como foi a sua viagem dessa vez?
E_C19_Mar_Yuria01_03,"Hm-hm, foi muito boa, vossa alteza."
E_C19_Mar_Yuria01_04,Fui para Orvel e fiz um vestido para uma dama.
E_C19_Mar_Yuria01_05,"Era um vestido tão lindo, caiu feito uma luva nela."
E_C19_Mar_Yuria01_06,Roxo realmente fica muito bem nela. Hm-hm-hm...
E_C19_Mar_Yuria01_07,...Roxo?
E_C19_Mar_Yuria01_08,"Seria ela, por acaso, da família Daphnel?"
E_C19_Mar_Yuria01_09,"Uhum, fui muito óbvia?"
E_C19_Mar_Yuria01_10,Ela era tão adorável e amável.
E_C19_Mar_Yuria01_11,"Bom, um destino árduo a aguarda..."
E_C19_Mar_Yuria01_12,"Se ela puder encontrar ajuda com aqueles ao seu redor,"
E_C19_Mar_Yuria01_13,encontrará forças para superar as dificuldades que a aguardam.
E_C19_Mar_Yuria01_14,"É bom ouvir isso, hahaha..."
E_C19_Mar_Yuria01_15,Por quanto tempo você vai ficar aqui dessa vez?
E_C19_Mar_Yuria01_16,"Hum, gostaria de outro vestido agora, vossa alteza?"
E_C19_Mar_Yuria01_17,"Seu aniversário está chegando, não está?"
E_C19_Mar_Yuria01_18,Que tipo de vestido eu deveria fazer?
E_C19_Mar_Yuria01_19,Já estamos nessa época do ano?
E_C19_Mar_Yuria01_20,"Hm-hm-hm, não tenha vergonha, por favor, vossa alteza."
E_C19_Mar_Yuria01_21,O último vestido era muito incomum?
E_C19_Mar_Yuria01_22,Vou tentar outro modelo esse ano...
E_C19_Mar_Yuria01_23,*Pigarreando* Nós podemos falar sobre meu vestido depois.
E_C19_Mar_Yuria01_24,"Afinal, devo lhe dar tempo para se acomodar, já que faz tanto tempo que não vem para casa."
E_C19_Mar_Yuria01_25,"Bom, tem algo que eu queria lhe dar."
E_C19_Mar_Yuria01_26,"Oh, isso é..."
E_C19_Mar_Yuria01_27,"Feliz aniversário, Yuria!"
E_C19_Mar_Yuria01_28,"Já que você sempre me dá vestidos todo ano,"
E_C19_Mar_Yuria01_29,Eu preparei algumas caixas de licor para você.
E_C19_Mar_Yuria01_30,Farei com que os saldados as entreguem em sua casa.
E_C19_Mar_Yuria01_31,"Oh, hoje é o meu aniversário?"
E_C19_Mar_Yuria01_32,Eu mesma nem sabia disso. Hm-hm-hm...
E_C19_Mar_Yuria01_33,Perdi a noção do tempo enquanto viajava.
E_C19_Mar_Yuria01_34,"Muitíssimo obrigada, vossa alteza."
E_C19_Mar_Yuria01_35,"O prazer é meu, Yuria."
E_C19_Mar_Yuria01_36,Não posso simplesmente aceitar esses presentes tão preciosos sem dar nada em troca.
E_C19_Mar_Yuria01_37,Vou começar a preparar um vestido para o aniversário de vossa alteza!
E_C19_Mar_Yuria01_38,...Hã?
E_C19_Mar_Yuria01_39,"Deixe-me ficar aqui por um tempo, vossa alteza!"
E_C19_Mar_Yuria01_40,Já faz tanto tempo desde que estive no palácio.
E_C19_Mar_Yuria01_41,"Hm-hm-hm, vai ser divertido!"
E_C19_Mar_Yuria01_42,"Ahaha, ahahaha..."
E_C19_Mar_Yuria01_43,"Voltou, outra vez..."
