KEY,Thai
Sub1_Theo_2_2_4,ไม่มีร่องรอยของสาธารณรัฐเกรย์ที่ยิ่งใหญ่หลงเหลืออยู่เลย
Sub1_Theo_2_2_5,...!?
Sub1_Theo_2_3_1,แม้กระทั่งพลังแห่งดาบศักดิ์สิทธิ์...
Sub1_Theo_2_3_2,ไม่อยากจะเชื่อว่าข้าจะแพ้เด็กเหลือขอแบบนี้...
Sub1_Theo_2_3_3,และเจ้าคนทรยศนั่นได้ช่วงชิงลูกสาวสุดที่รัก ผู้เป็นผลงานชิ้นเอกของข้าไป...
Sub1_Theo_2_3_4,ไม่เหลือแม้กระทั่งศพ... 
Sub1_Theo_2_3_5,พวกที่มาจากสาธารณรัฐเกรย์น่าจะดีที่สุด...
Sub1_Theo_2_3_6,หากข้ารู้ก่อนหน้านี้ ข้าคงจับพวกมันมาเพื่อทดลองแล้ว
Sub1_Theo_2_4_1,เจ้า... 
Sub1_Theo_2_4_2,เจ้า... 
Sub1_Theo_2_4_3,เจ้า!!!
Sub1_Theo_2_4_4,อ-อะไร!?
Sub1_Theo_2_5_1,เอ้ย!
Sub1_Theo_2_5_2,ห-หอกสีแดงนั่น...!?
Sub1_Theo_2_5_3,สัญลักษณ์นั่น... จ-เจ้าเป็นไปไม่ได้หน่า!
Sub1_Theo_2_6_1,ข้าจะฆ่าเจ้า!!!
Sub1_Theo_2_6_2,ม-ไม่มีทาง!
Sub1_Theo_2_6_3,Malduk จำได้แล้ว
Sub1_Theo_2_6_4,ชายผู้ไม่หวั่นเกรง แม้แต่กับพวกนายทหาร
Sub1_Theo_2_6_5,เขาให้การสนับสนุนนายทหารเหล่านั้นจากระยะไกล
Sub1_Theo_2_6_6,เขาจึงจำฉากนั้นได้
Sub1_Theo_2_6_7,สายฟ้าสีแดงที่น่าสะพรึงกลัวผ่าลงมาเป็นร้อยๆ ครั้งจากท้องฟ้า
Sub1_Theo_2_6_8,ท่าทางที่เขาดูเหมือนกับวิญญาณที่กวัดแกว่งหอกสู้กับพวกปีศาจ
Sub1_Theo_2_6_9,ทำไม!? เจ้ามาที่นี่ทำไม!
Sub1_Theo_2_6_10,เจ้าควรจะตายไปเมื่อร้อยปีที่แล้วนี่!
Sub1_Theo_2_7_1,อ๊ากกก!!!
Sub1_Theo_2_7_2,จ-เจ้ายังเป็นเพียงแค่มนุษย์นะ!
Sub1_Theo_2_7_3,!? บาดแผลจากหอกของเขาไม่ได้ปิดเข้าหากัน
Sub1_Theo_2_7_4,ห-ให้ตายสิ! แม้กระทั่งมานายังจะกระจายหายไปเลยรึ!?
Sub1_Theo_2_8_1,ห-หยุดนะ!
Sub1_Theo_2_8_2,หุปปาก!
Sub1_Theo_2_8_3,อ๊ากกก!!!
Sub1_Theo_2_8_4,ข้าจะไม่ให้อภัยเจ้า ข้าจะไม่มีวันให้อภัยเจ้าเด็ดขาด
Sub1_Theo_2_8_5,ประเทศนี้... และเหล่าประชากร... พวกเขาเชื่อใจเจ้า...
Sub1_Theo_2_8_6,และสุดที่รักของข้า!
Sub1_Theo_2_8_7,ข้าจะฆ่าเจ้า... ใช่แล้ว ข้าจะฆ่าเจ้าซะ
Sub1_Theo_2_8_8,พวกเจ้าทุกคนในวันนั้น!
Sub1_Theo_2_8_9,ข้าจะตามหาพวกเจ้าและฆ่าพวกเจ้าทิ้งให้หมด
Sub1_Theo_2_8_10,อ-โอ้! 
Sub1_Theo_2_8_11,Jane Gray ยังไม่ตาย!
Sub1_Theo_2_8_12,!?
Sub1_Theo_2_8_13,ว่าไงนะ...
Sub1_Theo_2_8_14,ใช่ นางยังมีชีวิตอยู่!
Sub1_Theo_2_8_15,นาง...
Sub1_Theo_2_8_16,ยัง... มีชีวิตอยู่...?
Sub1_Theo_2_8_17,นางยังมีชีวิตอยู่...
Sub1_Theo_2_8_18,นางยังมีชีวิตอยู่
Sub1_Theo_2_8_19,ความปรารถนาของข้าไม่เกินเอื้อมอีกต่อไปแล้ว
Sub1_Theo_2_8_20,ข้าไม่ต้องใช้ชีวิตอย่างไร้ความหมายอีกต่อไป
Sub1_Theo_2_8_21,ข้าไม่ต้องเดินบนเส้นทางที่จมอยู่ในความว่างเปล่าและอันตรายแบบนี้อีก
Sub1_Theo_2_8_22,ใช่แล้ว Jane Gray ได้รับชีวิตใหม่ ต้องขอบคุณพลังของเขา
Sub1_Theo_2_8_23,นางอยู่ที่ไหน...
Sub1_Theo_2_8_24,ข้าไม่รู้เหมือนกัน
Sub1_Theo_2_8_25,ตอบข้าสิ!
Sub1_Theo_2_8_26,E-Epis! เจ้าคนทรยศและเด็กเหลือขอที่มีดาบศักดิ์สิทธิ์พาตัวนางไป
Sub1_Theo_2_8_27,...
Sub1_Theo_2_8_28,ข-ข้ารู้แค่นี้แหละ! 
Sub1_Theo_2_8_29,งั้นเหรอ...
Sub1_Theo_2_8_30,ถ้าอย่างนั้นก็ตายซะ
Sub1_Theo_2_8_31,อ-อะไร!?
Sub1_Theo_2_9_1,!!
Sub1_Theo_2_9_2,เจ้าชั่ว! ถ้าไม่ใช่เพราะบาดแผลจากดาบศักดิ์สิทธิ์นี้นะ!
Sub1_Theo_2_10_1,หยุดนะ!
Sub1_Theo_2_10_2,!?
Sub1_Theo_2_10_3,เจ้าเป็นใคร!
Sub1_Theo_2_10_4,ฮ่า ฮ่า รู้สึกอย่างไรบ้างที่ได้ตื่นจากฝันหวาน เจ้าชาย
Sub1_Theo_2_10_5,...เจ้าคือ Shamilla
Sub1_Theo_2_10_6,ฮ่า ฮ่า ตลอดเวลาที่ผ่านมานี้เจ้ายังไม่ลืมข้า
Sub1_Theo_2_10_7,ยินดีที่ได้พบเจ้าอีกครั้งนะ  
Sub1_Theo_2_10_8,ดูเหมือนว่าเขาค่อนข้างจะตกใจที่ได้เห็นเจ้านะ... ฮ่า ฮ่า
Sub1_Theo_2_10_9,ข้าไม่แปลกใจหรอก... ฮ่า ฮ่า ฮ่า! ดีที่ข้าซ่อนเจ้าไว้
Sub1_Theo_2_10_10,หากเขามาเจอเจ้า เขาคงจับเจ้าไปทดลอง
Sub1_Theo_2_10_11,เจ้ารู้มั้ย ความจริงจังของเจ้าเนี่ยไม่เปลี่ยนเลยตลอดเวลาที่ผ่านมานี้
Sub1_Theo_2_10_12,จริงๆ นะ... เจ้าไม่เปลี่ยนจริงๆ... ฮ่า ฮ่า ฮ่า! ข้าตื่นเต้นมากเลย!
Sub1_Theo_2_10_13,...เจ้าห้ามข้าไว้ทำไม
Sub1_Theo_2_10_14,Malduk เจ้าชั่วนั่น! เขาเป็นคนขายชาติที่ทรยศต่อสาธารณรัฐ
Sub1_Theo_2_10_15,อ้ะ ทำไมทำหน้าน่ากลัวแบบนั้น...
Sub1_Theo_2_10_16,น่าเสียดาย ฮี่ แต่ข้าจำเป็นต้องใช้เขา
Sub1_Theo_2_10_17,และมันยังเป็นเรื่องน่าสนใจที่ว่าเขากลายเป็นปีศาจทันทีเมื่อประตูเปิดออก 
Sub1_Theo_2_10_18,ข้ายอมให้เขาตายด้วยน้ำมือของเจ้าในตอนนี้ไม่ได้
Sub1_Theo_2_10_19,ยังไงก็ตาม ข้ามีข่าวดีจะมาบอก
Sub1_Theo_3_1_1,ฤดูหนาวผ่านพ้นไปและฤดูใบไม้ผลิเข้ามาแทนที่
Sub1_Theo_3_1_2,ฤดูหนาวอีกหนผ่านพ้นไปและอีกหลายฤดูใบไม้ผลิเข้ามา...
Sub1_Theo_3_1_3,แต่ข้าก็ยังไม่ลืมวันนั้นในฤดูใบไม้ผลิที่ข้าได้พบเจ้า
Sub1_Theo_3_2_1,พายุหิมะปกคลุมวิสัยทัศน์ของข้า
Sub1_Theo_3_2_2,สายลมที่ดุดันและรุนแรง
Sub1_Theo_3_2_3,พัดผ่านข้า ปล่อยให้ร่างกายที่เหนื่อยล้าของข้าอยู่ในเศษผ้าอีกครั้ง
Sub1_Theo_3_2_4,เป็นเวลามากกว่าหนึ่งวันครึ่งแล้วตั้งแต่ที่เขาออกเดินทางเพื่อที่จะขึ้นไปให้ถึงยอดเขา 
Sub1_Theo_3_2_5,ผ่านไปครึ่งทาง แต่ดูเหมือนว่ายอดเขาจะไม่ยอมให้เขาเข้าใกล้ได้เลย
Sub1_Theo_3_2_6,และยอดเขาก็เริ่มผลักไส Theo
Sub1_Theo_3_2_7,สายลมที่ดุดันพัดกระหน่ำมาทางเขาอย่างต่อเนื่องซึ่งทำให้แก้มของเขาเจ็บปวดรวดร้าว
Sub1_Theo_3_2_8,และพื้นดินที่ปกคลุมไปด้วยหิมะก็ไม่แสดงความปรานีต่อเขาเลยสักนิด 
Sub1_Theo_3_2_9,แก้มซีดๆ ของ Theo เปลี่ยนเป็นสีแดงจากความหนาวเหน็บ
Sub1_Theo_3_2_10,และหิมะที่รุนแรงก็ทำให้ผมของเขากระเซิงยุ่งเหยิง
Sub1_Theo_3_3_1,ทุกก้าวที่ Theo ก้าวไปทำให้เส้นทางหนาวเหน็บที่ปกคลุมด้วยหิมะยุบลง 
Sub1_Theo_3_3_2,หิมะตกลงมากลบรอยเท้าของเขา ทำให้ดูไม่ออกเลยว่าเขามาจากทางไหน 
Sub1_Theo_3_3_3,หากเส้นทางใดลึกเกินกว่าที่จะเดินทางผ่านได้ เขาก็จะอ้อมมันไป
Sub1_Theo_3_3_4,Theo มุ่งมั่นที่จะเดินต่อไป ถึงแม้ภูเขาหิมะพยายามที่จะผลักไสเขาไป 
Sub1_Theo_3_3_5,กลิ่นอายของหัวหน้าที่เจ้ากำลังตามหามาจากภูเขาหิมะใน Windland
Sub1_Theo_3_3_6,หวังว่าเจ้าจะทำให้ข้าบันเทิงนะ ฮ่า ฮ่า
Sub1_Theo_3_3_7,รู้สึกราวกับว่าสายลมได้หอบเสียงหัวเราะของ Shamilla มาด้วย 
Sub1_Theo_3_4_1,เพดานของถ้ำสูงพอสำหรับคน 20 คนซึ่งยืนต่อตัวกันขึ้นไป
Sub1_Theo_3_4_2,มันกว้างมากถึงขนาดที่ว่าให้วิ่งเป็นชั่วโมงก็ครอบคลุมพื้นที่ได้ไม่หมด
Sub1_Theo_3_4_3,ใหญ่จนไม่น่าจะเรียกว่าถ้ำได้
Sub1_Theo_3_4_4,ห้องโถงล้อมรอบไปด้วยเสาน้ำแข็งที่ส่องสว่างเหมือนคริสตัล
Sub1_Theo_3_4_5,และเสาค้ำน้ำแข็งตามธรรมชาติได้เสริมสร้างบรรยากาศที่ลึกลับ 
Sub1_Theo_3_5_1,...มันอยู่ที่นี่จริงๆ นางพูดถูก
Sub1_Theo_3_5_2,มนุษย์มาทำอะไรที่นี่กันแน่
Sub1_Theo_3_5_3,!?
Sub1_Theo_3_5_4,เสียงนั่น... เสียงที่เย็นยะเยือกแพร่กระจายไปทั่วถ้ำ
Sub1_Theo_3_5_5,ผมที่ดูเหมือนน้ำตกสีเงินยาวลงมาปิดต้นคอที่ขาวซีดของเขา 
Sub1_Theo_3_5_6,เขาสองข้างบนหัวเข้าคู่กับความรู้สึกโดดเดี่ยวของเขา
Sub1_Theo_3_5_7,และสายตาที่เย็นชาของเขาทำให้ Theo ชะงักอยู่กับที่
Sub1_Theo_3_5_8,เจ้าคือ... จอมเวท... ไม่ เจ้าไม่ใช่มนุษย์ เจ้าเป็นปีศาจ... ?
Sub1_Theo_3_5_9,ข้าถามว่าเจ้ามาทำอะไรที่นี่
Sub1_Theo_3_5_10,ข้ากำลังตามหา... ข้าอยากพบกับใครบางคน...
Sub1_Theo_3_5_11,ข้าหลับใหลมาเป็นเวลานาน และข้าไม่สามารถพบเจอนางได้
Sub1_Theo_3_5_12,แล้วเจ้ามาตามหานางที่นี่ทำไมกัน
Sub1_Theo_3_5_13,ข้าได้ยินมาว่ามีผู้หญิงที่หลับใหลอยู่ที่นี่
Sub1_Theo_3_5_14,...
Sub1_Theo_3_5_15,ข้าไม่แน่ใจว่าเจ้าไปได้ยินมาจากใคร แต่นางไม่ใช่คนที่เจ้ากำลังตามหา
Sub1_Theo_3_5_16,...
Sub1_Theo_3_5_17,แค่ครั้งเดียว... 
Sub1_Theo_3_5_18,ข้าแค่อยากเจอนางอีกสักครั้ง โปรดให้ข้าเห็นนางด้วยตาของข้าเองเถอะ
Sub1_Theo_3_5_19,ได้โปรด
Sub1_Theo_3_5_20,ทำไมข้าถึงต้องทำตามที่เจ้าขอด้วยล่ะ
Sub1_Theo_3_5_21,ข้าขออภัยที่การวางตัวของข้าทำให้เจ้าไม่พอใจ ได้โปรดเถอะ ให้ข้าเจอนางอีกสักครั้ง 
Sub1_Theo_3_5_22,ข้าเอาชีวิตเป็นเดิมพันเพื่อเดินทางมาบนยอดเขานี้
Sub1_Theo_3_5_23,ข้าจะพูดอีกครั้ง นางไม่ใช่คนที่เจ้ากำลังตามหา
Sub1_Theo_3_5_24,...
Sub1_Theo_3_5_25,...
Sub1_Theo_3_5_26,...เจ้าจะปฏิเสธข้าจริงๆ เหรอ มันเป็นเวลานานมากแล้ว...
Sub1_Theo_3_5_27,ตั้งแต่ที่ข้าได้เห็นหน้านาง... เป็นเวลานานหลายปี
Sub1_Theo_3_5_28,ข้าไม่สนใจเรื่องของชายหน้าไหนหรือเวลาที่เจ้าเสียไปหรอกนะ
Sub1_Theo_3_5_29,...
Sub1_Theo_3_5_30,ข้าไม่ใช่คนอดทนขนาดนั้น
Sub1_Theo_3_5_31,เอาละ ลืมสิ่งที่เจ้าเห็นที่นี่แล้วกลับไปซะ
Sub1_Theo_3_5_32,มีบางสิ่งบางอย่างที่สามารถรู้ได้โดยไม่ต้องปะทะดาบกัน 
Sub1_Theo_3_5_33,เด็กคนนี้แข็งแกร่งมาก
Sub1_Theo_3_5_34,มันชัดเจนว่าเด็กคนนี้แข็งแกร่งกว่าเขาอยู่มาก
Sub1_Theo_3_5_35,แต่...
Sub1_Theo_3_5_36,เจ้าจะตาย
Sub1_Theo_3_5_37,ข้า... ตายทั้งเป็นอยู่แล้ว
Sub1_Theo_3_5_38,ชิ
Sub1_Theo_3_5_39,เด็กชายรู้ว่าชายที่
Sub1_Theo_3_5_40,พร้อมที่จะสละชีวิตเป็นบุคคลที่อันตรายที่สุด
Sub1_Theo_3_5_41,และสิ่งที่เขารู้สึกจากชายคนนั้นคืออารมณ์ที่เขาเคยลืมไปแล้ว 
Sub1_Theo_3_5_42,สิ่งนั้น... อาจจะเป็น... ความโหยหา... 
Sub1_Theo_3_5_43,อย่างน้อย นี่ก็คือชื่อที่เขาเรียกมันเมื่อนานมาแล้ว 
Sub1_Theo_3_5_44,งั้น ข้าจะฆ่าเจ้าอีกครั้ง
Sub1_Theo_3_6_1,Andarta! Andraste!
Sub1_Theo_3_7_1,ไม่ นี่มันไม่พอ...
Sub1_Theo_3_7_2,คร่ำครวญซะ Legios!
Sub1_Theo_3_8_1,!?
Sub1_Theo_3_8_2,หา...
Sub1_Theo_3_8_3,...น่ารำคาญอะไรอย่างนี้
Sub1_Theo_3_8_4,ช่างน่ารำคาญจริงๆ 
Sub1_Theo_3_8_5,น่ารำคาญเหลือเกิน
Sub1_Theo_3_8_6,แต่มันก็เพียงพอที่จะทำให้เขาลืมความโดดเดี่ยวของเขา
Sub1_Theo_3_8_7,เมื่อมาคิดว่าชายผู้นี้สามารถต่อสู้กับเขาได้... 
Sub1_Theo_3_8_8,มันเป็นสิ่งที่ไม่มีใครในทวีปนี้กล้าทำเลย 
Sub1_Theo_3_8_9,แม้กระทั่งอาณาจักรที่คอยจับตามองเขายังไม่สามารถสั่งให้เขาทำอะไรได้
Sub1_Theo_3_8_10,แต่ชายคนนี้ยอมทำสิ่งนี้ เพื่อเพียงแค่ผู้หญิงคนนั้นคนเดียวเนี่ยนะ 
Sub1_Theo_3_8_11,ข้าไม่เข้าใจเลย...
Sub1_Theo_3_8_12,ก็ได้ แค่ครั้งเดียวเท่านั้นนะ หากเจ้าคิดไม่ซื่อละก็...
Sub1_Theo_3_8_13,ข้าจะแช่แข็งเจ้าไว้ จนแม้แต่จะตายเจ้าก็ทำไม่ได้
Sub1_Theo_3_9_1,ในตอนที่ข้าตื่นขึ้นมา มันคงจะเป็นฤดูหนาวที่ 90\nและวันนี้อาจจะเป็นฤดูหนาวที่ 100
Sub1_Theo_3_9_2,สิ่งที่ข้าค้นพบในความว่างเปล่านั้นคือห้องหินเย็นยะเยือกและพื้นที่ว่างเปล่าของเจ้า...
Sub1_Theo_3_9_3,ข้าไม่สนว่าข้าลืมตาตื่นขึ้นมาอีกครั้งได้อย่างไร
Sub1_Theo_3_9_4,...ข้าจะต้องหาเจ้าให้เจอ เพื่อที่เจ้าจะได้มาทักทายข้าเหมือนกับที่เจ้าเคยทำในทุกฤดูใบไม้ผลิ เมื่อฤดูหนาวผ่านพ้นไป
Sub1_Theo_3_9_5,...
Sub1_Theo_3_9_6,ผู้หญิงที่ข้าพบเห็นเป็นครั้งแรกในชีวิตของข้า... 
Sub1_Theo_3_9_7,มีดวงตาที่ปิดสนิทอยู่ภายในน้ำแข็ง ราวกับว่านางกำลังหลับอยู่ 
Sub1_Theo_3_9_8,ข้าบอกเจ้าแล้วว่านั่นไม่ใช่นาง
Sub1_Theo_3_9_9,ข้าเข้าใจแล้ว...
Sub1_Theo_3_9_10,ข้าเหมือนจะรู้อยู่แล้ว ว่าเด็กนั่นคงพูดถูก 
Sub1_Theo_3_9_11,ข้าบอกได้ว่าเขามั่นใจ
Sub1_Theo_3_9_12,แต่ข้าก็ไม่อยากละทิ้งความหวังที่น้อยนิดนั้น
Sub1_Theo_3_9_13,และข้าคงร้องขอเหมือนเด็กที่สิ้นหวัง
Sub1_Theo_3_9_14,ขอบคุณที่รับฟังคำขอที่ดื้อด้านของข้า
Sub1_Theo_3_9_15,ฮืม
Sub1_Theo_3_9_16,เจ้าพอจะรู้อะไรเกี่ยวกับนางบ้างมั้ย...
Sub1_Theo_3_9_17,... ข้าไม่ได้ใส่ใจ
Sub1_Theo_3_9_18,นางเป็นผู้หญิงที่ปกครองสาธารณรัฐเกรย์เมื่อร้อยปีที่แล้ว
Sub1_Theo_3_9_19,ข้าบอกเจ้าแล้วไงว่าข้าไม่สน
Sub1_Theo_3_9_20,Jane Gray นางเป็นหญิงสาวผอมบางที่มีผมสีขาวราวกับหิมะและมีนัยน์ตาสีแดง 
Sub1_Theo_3_9_21,ได้โปรด... ขอแค่เงื่อนงำเพียงเล็กน้อย
Sub1_Theo_3_9_22,ข้าเหนื่อยทั้งกายและใจ 
Sub1_Theo_3_9_23,การเดินทางแสนยาวนานนี้ไม่มีที่สิ้นสุด...
Sub1_Theo_3_9_24,มันกัดกินข้าทีละนิด
Sub1_Theo_3_9_25,ข้าไม่สนใจสาธารณรัฐที่ล่มสลาย
Sub1_Theo_3_9_26,และแค่มนุษย์คนหนึ่งก็ไม่ทำให้ข้าสนใจเช่นกัน
Sub1_Theo_3_9_27,... งั้น ข้าเดาว่า...
Sub1_Theo_3_9_28,เจ้าคงเป็นสิ่งมีชีวิตนิรันดร์...
Sub1_Theo_3_9_29,ชีวิตของพวกเราคงเหมือนเม็ดทรายสำหรับเจ้า
Sub1_Theo_3_9_30,...
Sub1_Theo_3_9_31,ผู้สูงศักดิ์ โปรดให้อภัยความหยาบคายของข้าก่อนหน้านี้ด้วย
Sub1_Theo_3_9_32,ฮืม เหมือนเจ้าจะประชดนะ
Sub1_Theo_3_9_33,และเจ้าพูดเหมือนว่าเจ้ารู้ว่าข้าเป็นใคร
Sub1_Theo_3_9_34,ใช่ รูปลักษณ์ของเจ้าและพลังที่ทรงอานุภาพ... ไม่มีทางเลยที่ข้าจะไม่รู้
Sub1_Theo_3_9_35,และข้าก็ยังรู้ด้วยว่าชีวิตข้าอยู่ในกำมือของเจ้า
Sub1_Theo_3_9_36,... (เจ้ารู้แต่เจ้าก็ยังหันปลายหอกมาที่ข้า...)
Sub1_Theo_3_9_37,ข้าจะถามเจ้าหนึ่งอย่าง
Sub1_Theo_3_9_38,โปรดถามได้เลย
Sub1_Theo_3_9_39,ทำไมเจ้าถึงลงทุนลงแรงขนาดนี้เพื่อตามหาผู้หญิงคนนั้นล่ะ
Sub1_Theo_3_9_40,ข้าสัญญากับนางไว้
Sub1_Theo_3_9_41,ว่าข้าจะปกป้องนาง...
Sub1_Theo_3_9_42,แต่... ข้ายังรักษาคำสัญญานั้นไว้ไม่ได้
Sub1_Theo_3_9_43,....
Sub1_Theo_3_9_44,....
Sub1_Theo_3_9_45,เจ้าบอกว่าเจ้าใช้เวลาในหลายฤดูหนาวเช่นนี้ ใช่ไหม
Sub1_Theo_3_9_46,ในตอนที่ข้าตื่นขึ้น มันกำลังเป็นฤดูหนาวที่ 90
Sub1_Theo_3_9_47,และ...
Sub1_Theo_3_9_48,วันนี้เป็นฤดูหนาวที่ 100
Sub1_Theo_3_9_49,ข้าเข้าใจแล้ว...
Sub1_Theo_3_9_50,...ร้อยฤดูหนาว...
Sub1_Theo_3_9_51,เด็กชายพูดวลีนั่นซ้ำไปซ้ำสองสามรอบ
Sub1_Theo_3_9_52,ร้อยฤดูหนาว... ร้อยปีแห่งการรอคอย...
Sub1_Theo_3_9_53,นั่นต้องเป็นเวลาที่ยาวนานสำหรับมนุษย์แน่ๆ...
Sub1_Theo_3_9_54,Arlette... ครั้งสุดท้ายที่ข้าได้เห็นเจ้า...
Sub1_Theo_3_9_55,ข้า... ตอนที่เจ้าพยายามที่จะช่วยชีวิตเด็กคนนั้นจนกระทั่งวาระสุดท้าย...
Sub1_Theo_3_9_56,ตามหา Epis
Sub1_Theo_3_9_57,Epis...
Sub1_Theo_3_9_58,ปีศาจตนหนึ่ง นางนำตัวเด็กสาวมาเมื่อเร็วๆ นี้
Sub1_Theo_3_9_59,ข้าไม่ได้ดูหน้านางเพราะว่าข้าไม่ได้สนใจ 
Sub1_Theo_3_9_60,แต่ข้าเหมือนจะเห็นสิ่งที่เจ้าอธิบาย 
Sub1_Theo_3_9_61,แต่...
Sub1_Theo_3_9_62,แต่อะไร...
Sub1_Theo_3_9_63,...ไม่สิ
Sub1_Theo_3_9_64,(Theo พยายามที่จะพูดขึ้นหลังจากที่เห็นเด็กชายลังเล แต่เขาก็ยอมให้อย่างเงียบๆ ในที่สุด)
Sub1_Theo_3_9_65,ขอบคุณ
Sub1_Theo_3_9_66,ที่ให้อภัยในความโอหังของมนุษย์
Sub1_Theo_3_9_67,ข้ารู้สึกขอบคุณสำหรับความเมตตาและความสง่างามซึ่งงดงามราวกับหิมะของเจ้า
Sub1_Theo_3_9_68,.. ฮืม ไม่มีประโยชน์ที่จะมาพูดดีกับข้าตอนนี้หรอก...
Sub1_Theo_3_9_69,Pavel
Sub1_Theo_3_9_70,??
Sub1_Theo_3_9_71,คือชื่อของข้า
Sub1_Theo_3_9_72,เจ้าใช้เวลามาแล้วหนึ่งร้อยฤดูหนาว
Sub1_Theo_3_9_73,ตลอดเวลาที่ผ่านมานี้ ข้าหวังว่าเจ้าจะสมหวัง
Sub1_Theo_3_9_74,...
Sub1_Theo_3_9_75,ร้อยฤดูหนาว...
Sub1_Theo_3_9_76,ยังไม่มีใครที่สามารถทนต่อสถานการณ์เช่นนี้ได้เป็นเวลานับร้อยปี... 
Sub1_Theo_3_9_77,ข้าคือ Theo Phil Grayum อัศวินและผู้รับใช้ของ Jane Gray แห่งสาธารณรัฐเกรย์ 
Sub1_Theo_3_9_78,หากเจ้าไม่ว่าอะไร ข้าอยากจะบอกเล่าเรื่องราวของเราให้เจ้าฟัง
Sub1_Theo_4_1_1,ในวันนั้น...
Sub1_Theo_4_1_2,ข้าเปลี่ยนเส้นทางของอาวุธยักษ์ที่มุ่งหน้าไปยังสาธารณรัฐและหนีออกมา
Sub1_Theo_4_1_3,ข้าต่อสู้เป็นเวลาหลายชั่วโมงและหลายวันด้วยทุกสิ่งที่ข้ามี
Sub1_Theo_4_1_4,ข้ากวัดแกว่งหอกของข้าซ้ำแล้วซ้ำเล่าจนเลือดจากบาดแผลของข้าแห้งกรัง
