KEY,ChineseSimplified
MONTHLYHERO_LEWISIA_BIRTHDAY_DESC,满月当空的夜晚，在幽静的湖边，一场规模虽小但意义重大的会面拉开了序幕。
MONTHLYHERO_SONIA_BIRTHDAY_DESC,从早晨起就不见踪影的米芮安，还有追踪她的索妮亚！揭开米芮安的阴谋吧！
MONTHLYHERO_VERONICA_BIRTHDAY_DESC,劳模翁薇若妮卡在生日当天也一如既往地忙碌，对这样的薇若妮卡伸出援手的人是？
MONTHLYHERO_KAULAH_BIRTHDAY_DESC,在温暖的南面岛上过生日的卡尔洛，在这和平的假期里发生了什么事？
MONTHLYHERO_YURIA_BIRTHDAY_DESC,尤莉娅在长期旅行后回到祖国，但是在她的房间里…
MONTHLYHERO_ARTEMIA_BIRTHDAY_DESC,阿蒂蜜雅在生日当天被邀请到了英雄旅馆，秘密等待着她的人是？
MONTHLYHERO_LEO_BIRTHDAY_DESC,王室家族缺席了里欧的生日，对想到要独自庆生而感到忧郁的里欧，\n此时找上门来的客人是？
MONTHLYHERO_CASSANDRA_BIRTHDAY_DESC,卡珊卓是帝国最大的酒吧「黄金酒吧」的主人，神秘的她过生日的方法是？
MONTHLYHERO_ROI_BIRTHDAY_DESC,罗伊在每次生日都会被卷入一些奇怪的事件，今年生日他真的能平静地度过吗？
MONTHLYHERO_MEDIANA_BIRTHDAY_DESC,每天都持续进行实验的梅蒂安娜，在她生日那天出现的新机会是…？！
MONTHLYHERO_MORRAH_BIRTHDAY_DESC,莫拉回顾著自己的过去与现在，这之间产生的极大变化…
MONTHLYHERO_THEO_BIRTHDAY_DESC,偶然间被问到生日是什么时候时，希欧回答说是今天…
MONTHLYHERO_ANNETTE_BIRTHDAY_DESC,生日的早晨，安妮特刚从睡梦中醒来。这时找上门来的熟悉的身影是谁？
MONTHLYHERO_JANE_BIRTHDAY_DESC,在很久很久以前…
MONTHLYHERO_GLENWYS_BIRTHDAY_DESC,格兰薇丝去到她向来独自去的饭店。在那里等待她的是…
MONTHLYHERO_LAKRAK_BIRTHDAY_DESC,为了庆祝拉克拉克的生日，罗伊为他准备了惊喜，\n但是拉克拉克却责骂他随意使用火药亵渎了神灵…
MONTHLYHERO_LUCIAS_BIRTHDAY_DESC,大家都劝生日快到的鲁西亚司该休息一下了，但是他有无法休息的理由…
MONTHLYHERO_LORRAINE_BIRTHDAY_DESC,为贤者罗兰准备的生日宴会，瑟琳和林精、树人们聚集在一起为她祝贺生日，\n但是前来祝贺的可不是只有他们…
MONTHLYHERO_LAVRIL_BIRTHDAY_DESC,拉薇儿知道了生日的存在。但是拉薇儿的生日是…
MONTHLYHERO_KARA_BIRTHDAY_DESC,机器人卡菈正在学习人类情感。为迎接卡菈的生日，安妮特准备的特级计画是？
MONTHLYHERO_MIRURU_BIRTHDAY_DESC,盼望已久的队长的生日！米露露海盗团的团员们递上了准备好的生日礼物…
MONTHLYHERO_SHAMILLA_BIRTHDAY_DESC,在黑暗中伺机而动的诅咒恶魔。她竟向一个意料之外的人求助…
MONTHLYHERO_EZEKIEL_BIRTHDAY_DESC,要在沙漠做法式燉蛋吃？真的吗？
MONTHLYHERO_FLUSS_BIRTHDAY_DESC,有一天凌晨，帝国有实力的人因为一个可疑的委托而纷纷聚集在风地雪山…主办人正是弗鲁斯？
MONTHLYHERO_DIMAEL_BIRTHDAY_DESC,被派到沙漠的那个时期，梦到部下们的迪麦。唤醒迪麦的爱碧嘉夜担心他做了什么梦…
MONTHLYHERO_SHEA_BIRTHDAY_DESC,因为非常害羞，希娅经常逃避在很多人聚集的地方演出。在16岁生日到来之际，她决心要在广场做街头表演…
MONTHLYHERO_NICKY_BIRTHDAY_DESC,深夜，竞技场地下发生了什么事？？？
MONTHLYHERO_YANNE_BIRTHDAY_DESC,在生日之际展现才华的雅妮。她带来了用平时狩猎时得到的美食材料做成的料理…
MONTHLYHERO_SERIA_BIRTHDAY_TITLE,～噩梦～
MONTHLYHERO_ERZE_BIRTHDAY_TITLE,～鲜血蛋糕～
MONTHLYHERO_OPHELIA_BIRTHDAY_TITLE,～森林里的宝物～
MONTHLYHERO_CROW_BIRTHDAY_TITLE,～地狱厨房～
MONTHLYHERO_LAIAS_BIRTHDAY_TITLE,~第2次流动神殿战争~
MONTHLYHERO_SELENE_BIRTHDAY_TITLE,～短暂的休息～
MONTHLYHERO_MARIA_BIRTHDAY_TITLE,～双倍的祝贺～
MONTHLYHERO_ZAFIR_BIRTHDAY_TITLE,～霍菲斯的礼物～
MONTHLYHERO_SERIA_BIRTHDAY_DESC,沉浸在回忆中的赛莉亚，她的眼前出现了前来庆祝生日的妹妹。
MONTHLYHERO_ERZE_BIRTHDAY_DESC,收到甜蜜之血作为礼物的爱儿琪，绝不会就此满足。
MONTHLYHERO_OPHELIA_BIRTHDAY_DESC,欧菲莉亚跟着艾斯克前往神秘森林内部，\n脸上挂着难以捉摸的微笑的艾斯克会带着她去…
MONTHLYHERO_CROW_BIRTHDAY_DESC,在克洛的生日之际，米特拉和潘希洛奈准备做蛋糕送他。\n两人真的能顺利做好蛋糕吗…？
MONTHLYHERO_LAIAS_BIRTHDAY_DESC,在莱雅丝的生日之际，黎莉雅和奈洛希思结成了同盟。\n继去年之后展开的第2场比赛会有什么走向呢？
MONTHLYHERO_SELENE_BIRTHDAY_DESC,森林家族为了庆祝公主的生日而聚集在一起，在那里出现了意想不到的客人…
MONTHLYHERO_MARIA_BIRTHDAY_DESC,莫拉为玛莉亚准备了一份小小的生日礼物。\n但玛莉亚收到礼物后却对莫拉很生气…！？
MONTHLYHERO_ZAFIR_BIRTHDAY_DESC,为了在抵达首都奥勒贝尔的那天迎来生日的查毕勒，霍菲斯准备了某个礼物！
MONTHLYHERO_CLEO_BIRTHDAY_TITLE,~我们现在聚在一起就是最大的礼物~
MONTHLYHERO_PHILLOP_BIRTHDAY_TITLE,~奇妙的一天~
MONTHLYHERO_LUNA_BIRTHDAY_TITLE,~雪原传说~
MONTHLYHERO_EPIS_BIRTHDAY_TITLE,~我想报答你们~
MONTHLYHERO_CECILIA_BIRTHDAY_TITLE,~恶棍是全年无休的~
MONTHLYHERO_RICARDO_BIRTHDAY_TITLE,~退休离我而去~
MONTHLYHERO_DOSARTA_BIRTHDAY_TITLE,~无论是谁都欢迎~
MONTHLYHERO_GLADI_BIRTHDAY_TITLE,~欢迎来到竞技场商店！~
MONTHLYHERO_CLEO_BIRTHDAY_DESC,克丽欧期待着凯瑟一行人正在准备给她的生日派对。\n在她识相地外出一趟回来之后，迎接她的是…
MONTHLYHERO_PHILLOP_BIRTHDAY_DESC,为了庆祝菲洛普生日，特别准备酒局的雅妮和高尔。\n但随着时间的过去，他的状态越来越奇怪…
MONTHLYHERO_LUNA_BIRTHDAY_DESC,瞒着露娜去寻找生日礼物的雅妮、朱诺与梅伊。\n但寻找传说胡萝卜的路却很艰辛…
MONTHLYHERO_EPIS_BIRTHDAY_DESC,为了享受生日而跑出去玩的爱比丝。\n送她出门后，珍则准备去某个地方…
MONTHLYHERO_CECILIA_BIRTHDAY_DESC,虽然是生日，但还是依旧巡逻着小区的塞西莉亚…
MONTHLYHERO_RICARDO_BIRTHDAY_DESC,纪念71岁生日交出退休申请书的瑞卡德。\n等着他的却是…
MONTHLYHERO_DOSARTA_BIRTHDAY_DESC,孤单地等着瑟琳的朵莎尔妲。\n朵莎尔妲为了意外上门的客人努力地制作神器…
MONTHLYHERO_GLADI_BIRTHDAY_DESC,以为今天的竞技场商店也如同往日般平静…\n那就错了！试炼找上了安逸的格拉帝！
MONTHLYHERO_ARCH_BIRTHDAY_TITLE,～欢迎您～
MONTHLYHERO_SCARLET_BIRTHDAY_TITLE,～沉入湖底的心意～
MONTHLYHERO_ARCH_BIRTHDAY_DESC,关于不在意生日的亚克与第一个庆祝他生日的少年的温馨记忆。
MONTHLYHERO_SCARLET_BIRTHDAY_DESC,即将迈入成年的史嘉蕾。为了整日无精打采的公主，伽司和克劳斯准备了惊人的礼物…
MONTHLYHERO_GAU_BIRTHDAY_TITLE,～被庆祝的资格～
MONTHLYHERO_GAU_BIRTHDAY_DESC,在生日的这天始终郁郁寡欢的高尔。同伴们为他准备了惊喜派对…
MONTHLYHERO_CHRISHA_BIRTHDAY_TITLE,～今天是休息日吗？！～
MONTHLYHERO_CHRISHA_BIRTHDAY_DESC,为了庆祝克莉莎的生日而找上门来的格兰薇丝和弗鲁斯。\n但是克莉莎还在工作…
MONTHLYHERO_BAUDOUIN_BIRTHDAY_TITLE,～永不忘记的故事～
MONTHLYHERO_BAUDOUIN_BIRTHDAY_DESC,在露亚教团里最痞的牧师巴杜因。\n这样的他在一个愉快的夜晚竟然禁酒还前往人烟罕至的地方。
MONTHLYHERO_LILIA_BIRTHDAY_TITLE,～为了水之子献上美好的一天～
MONTHLYHERO_LILIA_BIRTHDAY_DESC,期待已久的生日终于到来的黎莉雅。比起平常更为兴奋的黎莉雅收到了意外的礼物…
MONTHLYHERO_NYX_BIRTHDAY_TITLE,～时间很充足！～
MONTHLYHERO_NYX_BIRTHDAY_DESC,乐皮和欧迪为了不在意生日的尼克斯做了特别的准备。
MONTHLYHERO_ASELICA_BIRTHDAY_TITLE,～天使苏醒的日子～
MONTHLYHERO_ASELICA_BIRTHDAY_DESC,生日当天也专注于训练的艾希莉卡，在休息时听到了熟悉的音乐，\n这让她想起了昔日的回忆。
MONTHLYHERO_CLAUSE_BIRTHDAY_TITLE,～还是你们最好～
MONTHLYHERO_CLAUSE_BIRTHDAY_DESC,今天是克劳斯的生日，凯瑟与芙莱儿想跟他说声生日快乐，但是来见克劳斯的人太多没办法遇见他。另一方面，克劳斯看着小时候他们给的礼物陷入了沉思…
MONTHLYHERO_KASEL_BIRTHDAY_TITLE,～最美好的生日～
MONTHLYHERO_KASEL_BIRTHDAY_DESC,在旅程的尽头，凯瑟与芙莱儿回想凯瑟的生日。芙莱儿为了承担圣剑勇者重任的凯瑟，与伙伴商量。这时候罗伊提出了一个建议…
MONTHLYHERO_MIRIANNE_BIRTHDAY_TITLE,～回想和礼物以及治愈～
MONTHLYHERO_MIRIANNE_BIRTHDAY_DESC,和索妮亚一同旅行时迎接生日的米芮安，\n她的回想和礼物…
MONTHLYHERO_LAUDIA_BIRTHDAY_TITLE,～沙漠的古代传说故事～
MONTHLYHERO_LAUDIA_BIRTHDAY_DESC,今年也想安安静静地过生日的劳蒂亚。在过了许久以后前往充满回忆的场所之时，遇到了意外的客人。
MONTHLYHERO_NERAXIS_BIRTHDAY_TITLE,～对黑色闪电来说是美好的一天～
MONTHLYHERO_NERAXIS_BIRTHDAY_DESC,虽然是生日当天早上，但看起来奈洛希思心情不太好。为了他带着特别的礼物的某人用异想天开的方法来庆祝他的生日。
MONTHLYHERO_REPHY_BIRTHDAY_TITLE,～和大家一起度过生日～
MONTHLYHERO_REPHY_BIRTHDAY_DESC,乐皮在引渡克卢雅平原里的被黑暗污染的灵魂之时累倒了。但是在意识模糊的状态下，眼前突然出现了乐皮亲爱的家人－灵鹿族酋长，酋长鼓励了他…
MONTHLYHERO_ODDY_BIRTHDAY_TITLE,～最好的礼物就是友情～
MONTHLYHERO_ODDY_BIRTHDAY_DESC,生日当天从那些烦人的家伙身边逃走的欧迪。他看着优美的风景，再次意识到朋友们的珍贵。
