KEY,"ChineseTraditional"
E_C19_May_Lucias_41,"（直到他們感到平安，直到我…完成我的使命。）"
E_C19_May_Lucias_42,"對不起，您還特意提出建議。"
E_C19_May_Lucias_43,"哈哈哈，有什麼好道歉的！"
E_C19_May_Lucias_44,"既然你那樣想，我也不能強迫你啊。"
E_C19_May_Lucias_45,"雖然信上沒說什麼…但是我可以從這封信裡感覺到…"
E_C19_May_Lucias_46,"對方希望你至少休息一天的心意，所以我才提出來的。"
E_C19_May_Lucias_47,"要我休息好像有點困難呢，哈哈。"
E_C19_May_Lucias_48,"哈哈哈，我就不再嘮叨了，就算只有今天一天，也一定要休息喔。"
E_C19_May_Lucias_49,"…我會努力的。願女神的祝福與您同在。"
E_C19_May_Lucias_50,"唉…"
E_C19_May_Lucias_51,"嗯？這是…？"
E_C19_May_Lucias_52,"我就知道會這樣，好好過生日吧。"
E_C19_May_Lucias_53,"哈哈哈，你還是一樣…"
E_C19_May_Lavril_01,"……"
E_C19_May_Lavril_02,"哇！蛋糕好大啊！真好！生日快樂！"
E_C19_May_Lavril_03,"生日快樂！這是禮物！這是我很珍惜的東西，送給你，因為是你生日！"
E_C19_May_Lavril_04,"謝謝！我們來吃蛋糕吧！你們看！媽媽做了我最喜歡的東西！"
E_C19_May_Lavril_05,"等一下！怎麼可以馬上吃！生日歌呢？煙火呢？！"
E_C19_May_Lavril_06,"快點唱歌然後吃蛋糕吧！"
E_C19_May_Lavril_07,"祝你生日快樂～祝你生日快樂～"
E_C19_May_Lavril_08,"生日……？"
E_C19_May_Lavril_09,"嗯？拉薇兒，歡迎光臨。"
E_C19_May_Lavril_10,"妳怎麼了？"
E_C19_May_Lavril_11,"妳…妳好。那個，我有件事很好奇。"
E_C19_May_Lavril_12,"就、就是…今天村莊裡舉辦的是什麼慶典啊？"
E_C19_May_Lavril_13,"慶典？"
E_C19_May_Lavril_14,"對啊，好多人聚在一起聊「生日」的事…"
E_C19_May_Lavril_15,"大、大家看起來都好開心…"
E_C19_May_Lavril_16,"有很大的蛋糕、禮物…大家還一起唱歌…"
E_C19_May_Lavril_17,"不、不過既然歐菲莉亞不清楚的話…代表那個不是慶典囉？"
E_C19_May_Lavril_18,"啊啊，妳是在說生日派對嗎？"
E_C19_May_Lavril_19,"生日…派對…？"
E_C19_May_Lavril_20,"是啊！我們會在生日那天跟親朋好友聚在一起慶祝。"
E_C19_May_Lavril_21,"也會收到大家送的禮物，還會在蛋糕上點蠟燭然後許願…"
E_C19_May_Lavril_22,"啊！還會盡情地享用自己喜歡的食物。"
E_C19_May_Lavril_23,"原來如此…所以歐菲莉亞也有生日嗎？"
E_C19_May_Lavril_24,"嘿嘿，我的生日在夏天，就快到了。"
E_C19_May_Lavril_25,"我們…沒有生日。因為我們是我們…"
E_C19_May_Lavril_26,"我們也想…舉辦派對…"
E_C19_May_Lavril_27,"很多朋友聚在一起…看起來很開心…"
E_C19_May_Lavril_28,"嗯…那個，生日也不一定得是出生的那一天。"
E_C19_May_Lavril_29,"是、是嗎？"
E_C19_May_Lavril_30,"不知道生日的人也會把其他紀念日…"
E_C19_May_Lavril_31,"或是發生好事情的日子當作生日來慶祝。"
E_C19_May_Lavril_32,"所以說，就把今天當作拉薇兒的生日如何？"
E_C19_May_Lavril_33,"今天嗎…？"
E_C19_May_Lavril_34,"是啊，因為今天是妳了解生日的日子，怎麼樣？"
E_C19_May_Lavril_35,"好、好啊…！"
E_C19_May_Lavril_36,"那我們要舉辦派對才行！妳想邀請哪些朋友來？"
E_C19_May_Lavril_37,"朋友…歐菲莉亞、樂皮、希婭…還有…也可以邀請魯西亞司嗎…？"
E_C19_May_Lavril_38,"邀請他的話，他應該就會來了吧？"
E_C19_May_Lavril_39,"我知道他很忙，但來一下應該沒關係。"
E_C19_May_Lavril_40,"…嘿嘿，太好了…"
E_C19_May_Lavril_41,"那我們一起來寫邀請函！"
E_C19_May_Lavril_42,"…好！"
E_C19_May_Kara01_01,"嗨，卡菈～～～！早安！！！"
E_C19_May_Kara01_02,"主人，您昨晚睡得還好嗎？"
E_C19_May_Kara01_03,"現在發生的事叫做「太陽打從西邊出來」。"
E_C19_May_Kara01_04,"這是主人有史以來第一次，早上沒有我的鬧鐘就自動起床。"
E_C19_May_Kara01_05,"呵呵呵！今天是卡菈的生日！！重要的日子我當然要早起～"
E_C19_May_Kara01_06,"怎麼樣？嚇到了嗎？嚇到了吧！"
E_C19_May_Kara01_07,"昨晚主人的心跳速率顯示，您從傍晚開始進入睡眠狀態。"
E_C19_May_Kara01_08,"雖然機率很低，但是您今天的早起是可預測的。"
E_C19_May_Kara01_09,"…嗯…這個驚喜有這麼弱嗎…"
E_C19_May_Kara01_10,"等一下！！！妳每天檢查我的心跳次數？"
E_C19_May_Kara01_11,"這是為了主人的安全著想。"
E_C19_May_Kara01_12,"…原來我沒有所謂的隱私啊…哈哈…"
E_C19_May_Kara01_13,"（喃喃自語）雖然這次失敗了，但是第二次一定會成功的！！！"
E_C19_May_Kara01_14,"走吧！！卡菈！帶妳去一個地方。"
E_C19_May_Kara01_15,"主人現在是上班時間。"
E_C19_May_Kara01_16,"今天這麼重要的日子還上什麼班！我年假多得很！快走吧～"
E_C19_May_Kara01_17,"是的，主人。"
E_C19_May_Kara01_18,"時間到了，那些小傢伙…來了！"
E_C19_May_Kara01_19,"進入戰鬥預備狀態。"
E_C19_May_Kara01_20,"喵喵喵喵喵！！"
E_C19_May_Kara01_21,"喵？喵嗚～～"
E_C19_May_Kara01_22,"咪嗚～～咪咪～咪咪咪咪咪～"
E_C19_May_Kara01_23,"1號、2號、3號！！衝向卡菈！"
E_C19_May_Kara01_24,"鏘鏘！！！怎麼樣！卡菈！我那喵咪炸彈軍團的威力！"
E_C19_May_Kara01_25,"妳的心…不對，妳的引擎有沒有一種「砰！」的激動感覺？嚇到了吧？？"
E_C19_May_Kara01_26,"發現主人絕不運動卻不忘散步的異常行為。"
E_C19_May_Kara01_27,"早在5個月前我就已經暗中追查，掌握了主人的餵貓活動。"
E_C19_May_Kara01_28,"我跟1號、2號、3號的好感度已達到MAX。"
E_C19_May_Kara01_29,"…暗中追查…卡菈…我現在有點害怕了。"
E_C19_May_Kara01_30,"呼！！但是最後這個一定會成功的！"
E_C19_May_Kara01_31,"走吧！去替妳的生日畫下完美的句點吧！"
E_C19_May_Kara01_32,"是的，主人。"
E_C19_May_Kara01_33,"主人，這裡是哪裡？地圖資料中沒有這個座標。"
E_C19_May_Kara01_34,"呵呵呵呵～這裡是我為了今天嚴密藏起來的地方！"
E_C19_May_Kara01_35,"只要再等一下～哇～～！升起來了！卡菈妳看那邊！"
E_C19_May_Kara01_36,"這是意料之外的事，月亮看起來非常大。"
E_C19_May_Kara01_37,"這是視覺產生錯誤的現象，實際上月亮沒這麼大…"
E_C19_May_Kara01_38,"噓～卡菈，妳不覺得這是難得一見的美景嗎？"
E_C19_May_Kara01_39,"是的，主人。"
E_C19_May_Kara01_40,"現在心情怎麼樣？"
E_C19_May_Kara01_41,"引擎轉動次數增加，神經迴路循環活躍。"
E_C19_May_Kara01_42,"手指、腳尖感覺到麻麻的輕微電流經過。"
E_C19_May_Kara01_43,"這種感覺就是驚訝嗎？"
E_C19_May_Kara01_44,"雖然妳看起來不是很驚訝，不過妳還是學到新的情緒了呢，呵呵。"
E_C19_May_Kara01_45,"好！最後一個禮物～！生日快樂，卡菈！"
E_C19_May_Kara01_46,"謝謝，主人。"
E_C19_May_Kara01_47,"不過這煙火的費用是哪來的呢？"
E_C19_May_Kara01_48,"嗯？當然是從這個月的生活費…"
E_C19_May_Kara01_49,"我明白了，主人。這個月的零用錢會扣除煙火的費用。"
E_C19_May_Kara01_50,"呃啊～～～太過分了！卡菈～～～～"
E_C19_May_Miruru_01,"發射禮炮！"
E_C19_May_Miruru_02,"恭賀大海盜米露露大人生日快樂！"
E_C19_May_Miruru_03,"隊長，生日快樂！"
E_C19_May_Miruru_04,"嗯，謝謝！好啦，你們可以拿出來了！"
E_C19_May_Miruru_05,"嗯？您在說什麼？"
E_C19_May_Miruru_06,"還用得著問嗎！說到生日當然少不了那個！那個啊！"
E_C19_May_Miruru_07,"沒錯，笨蛋！生日一定要有這個啊！隊長，請收下！"
E_C19_May_Miruru_08,"........."
E_C19_May_Miruru_09,"不是這個！"
E_C19_May_Miruru_10,"咦？生日的時候蛋糕不是必備的嗎？"
E_C19_May_Miruru_11,"哈哈哈！你才是笨蛋！"
E_C19_May_Miruru_12,"啊，雖然蛋糕也不錯，"
E_C19_May_Miruru_13,"但是生、日、這、天！當然要有禮物啊！"
E_C19_May_Miruru_14,"沒錯！"
E_C19_May_Miruru_15,"好了，快拿出來吧。"
E_C19_May_Miruru_16,"在這裡！"
E_C19_May_Miruru_17,"…這是什麼？"
E_C19_May_Miruru_18,"這不是寶物啊？"
E_C19_May_Miruru_19,"這是我從隊長的朋友，拉克拉克那裡拿回來的特製火藥！"
E_C19_May_Miruru_20,"他還有話要我轉達給您！"
E_C19_May_Miruru_21,"生日？我忙著做研究！但是我就跟她說聲生日快樂吧！"
E_C19_May_Miruru_22,"啊，這東西也特別送給她！"
E_C19_May_Miruru_23,"呃…哼！雖然這不是寶物，不過既然是特製火藥，我就破～例收下吧！"
E_C19_May_Miruru_24,"因為我是對朋友講義氣的海盜！"
E_C19_May_Miruru_25,"好，我大海盜米露露，"
E_C19_May_Miruru_26,"今天就爽快地發射一炮來紀念我的生日！"
E_C19_May_Miruru_27,"嗯…"
E_C19_May_Miruru_28,"怎麼了？"
E_C19_May_Miruru_29,"我好像忘了什麼。"
E_C19_May_Miruru_30,"有一件很重要的事…"
E_C19_May_Miruru_31,"啊！"
E_C19_May_Miruru_32,"拉克拉克大人還說…"
E_C19_May_Miruru_33,"不過這火藥我還沒有測試過，"
E_C19_May_Miruru_34,"所以你跟她說要小心使用，"
E_C19_May_Miruru_35,"用完記得要告訴我結果如何。"
E_C19_May_Miruru_36,"......"
E_C19_May_Miruru_37,"......"
E_C19_May_Miruru_38,"不如我們先溜吧？"
E_C19_May_Miruru_39,"好。"
E_C19_May_Lakrak_1,"嗯…"
E_C19_May_Lakrak_1_1,"引線長度這樣應該就夠了吧？"
E_C19_May_Lakrak_2,"雖然在尋求製作方法時吃了點苦頭，但成果好像還不錯。"
E_C19_May_Lakrak_3,"現在只要那傢伙過來…"
E_C19_May_Lakrak_4,"大半夜把我叫出來的人，就是你嗎？"
E_C19_May_Lakrak_5,"我為了研究武器，已經熬夜三天了！"
E_C19_May_Lakrak_6,"我很睏！不是什麼大事的話，我可會生氣！"
E_C19_May_Lakrak_7,"哎，又來了…"
E_C19_May_Lakrak_8,"喂，拉克拉克，你忘記今天是什麼日子了嗎？"
E_C19_May_Lakrak_9,"今天？不知道，我只知道今天是我熬夜的第3天。"
E_C19_May_Lakrak_10,"話說回來，你是誰啊？先回答這個！"
E_C19_May_Lakrak_11,"無論是以前還是現在，你這傢伙都讓人很無言！"
E_C19_May_Lakrak_12,"你看仔細，如今你也該熟悉我的長相了吧？"
E_C19_May_Lakrak_13,"你手上拿著的那個武器，究竟是託誰的福才得以完成…"
E_C19_May_Lakrak_14,"你該不會說你忘了吧？"
E_C19_May_Lakrak_15,"我只要想起你說要尋找什麼特製火藥，然後大肆使喚我的那些日子…"
E_C19_May_Lakrak_16,"特製火藥…對了，我想起來了！好久不見，羅伊！"
E_C19_May_Lakrak_17,"我竟然把這種傢伙當做朋友…"
E_C19_May_Lakrak_18,"你真的不記得今天是什麼日子嗎？"
E_C19_May_Lakrak_19,"你至少要記得自己的生日啊。"
E_C19_May_Lakrak_20,"啊？今天是我的生日？"
E_C19_May_Lakrak_21,"但是那不重要啦！"
E_C19_May_Lakrak_22,"更重要的是打造出強大的武器！"
E_C19_May_Lakrak_23,"看到你這個樣子，我現在都不會感到驚訝了。"
E_C19_May_Lakrak_24,"總之，我特地為你準備了這個。"
E_C19_May_Lakrak_25,"哦～效果很好嘛？"
E_C19_May_Lakrak_26,"克麗歐只用頂級材料果然是有原因的。"
E_C19_May_Lakrak_27,"這…這是什麼？"
E_C19_May_Lakrak_28,"如你所見，這是煙火。因為是你的生日，所以我下定決心做好帶了過來。"
E_C19_May_Lakrak_29,"怎麼樣？超美的吧？"
E_C19_May_Lakrak_30,"這、這是…這個是…！"
E_C19_May_Lakrak_31,"哈哈，這麼快就感動了嗎？看到我準備的禮物你會更…"
E_C19_May_Lakrak_32,"你到底在想什麼！"
E_C19_May_Lakrak_33,"竟然把黃金般的火藥浪費在這種沒用的地方上！"
E_C19_May_Lakrak_34,"你還是人嗎！"
E_C19_May_Lakrak_35,"你…你說什麼？"
E_C19_May_Lakrak_36,"火藥是全世界最崇高的東西！"
E_C19_May_Lakrak_37,"你這是褻瀆神聖！你再也不是我的兄弟了！"
E_C19_May_Lakrak_38,"......"
E_C19_May_Lakrak_39,"你…這話，是真心的嗎？"
E_C19_May_Lakrak_40,"沒用的地方？你知道我為了準備這個有多辛苦嗎？"
E_C19_May_Lakrak_41,"那有什麼關係！重點是你濫用火藥！"
E_C19_May_Lakrak_42,"不可原諒！火藥是非常珍貴的！"
E_C19_May_Lakrak_43,"嗯哼…是這樣啊？"
E_C19_May_Lakrak_44,"虧我為了你的生日，還野心勃勃地準備了禮物…"
E_C19_May_Lakrak_45,"你說這是什麼來著？"
E_C19_May_Lakrak_46,"這次新發明的什麼超強力特殊火藥嗎？"
E_C19_May_Lakrak_47,"在帝國也被視為上等物品的東西，我好不容易從黑市弄來…"
E_C19_May_Lakrak_48,"既然你說不需要，那我有什麼辦法？"
E_C19_May_Lakrak_49,"好吧…這東西該怎麼處理呢？"
E_C19_May_Lakrak_50,"高額轉賣應該可以倒賺一大筆吧，看來我暫時不用擔心生活費囉。"
E_C19_May_Lakrak_51,"或者重新包裝，送給克麗歐當生日禮物也行。"
E_C19_May_Lakrak_52,"哈哈，我彷彿已經看到她開心的樣子了。"
E_C19_May_Lakrak_53,"等一下！我們需要談談！"
E_C19_May_Lakrak_54,"什麼？你跟我這種褻瀆神聖的人有什麼好談的嗎？"
E_C19_May_Lakrak_55,"這、這…！"
E_C19_May_Lakrak_56,"沒事的話就走開，我要回去想想該怎麼處理這個東西…"
E_C19_May_Lakrak_57,"對、對、對…"
E_C19_May_Lakrak_58,"對不起！是我說得太過分了！"
E_C19_May_Lakrak_59,"我想收到你的禮物！超強力特製火藥，我真的很想擁有！"
E_C19_May_Lakrak_60,"呼…你是認真的吧？總是讓人心累的傢伙。"
E_C19_May_Lakrak_61,"哇啊！哇啊啊！哇啊啊啊！"
E_C19_May_Lakrak_62,"喂，拉克拉克，我知道你很開心，但你要記得休息啊。"
E_C19_May_Lakrak_63,"你在說什麼呀！這火藥比任何東西都還神聖！"
E_C19_May_Lakrak_64,"我要馬上投入研究！我要把我的武器打造成世界第一！"
E_C19_May_Lakrak_65,"哎…真拿你沒轍。"
E_C19_May_Lakrak_66,"總之，我要走了，你別太逞強。"
E_C19_May_Lakrak_67,"知道啦！路上小心！"
E_C19_May_Lakrak_68,"嘻嘻嘻！果然替我著想的人就只有羅伊！這傢伙最好了！"
E_C19_May_Lakrak_69,"呃…可是我怎麼不記得他的長相。這樣不行！我必須記住啊！"
E_C19_May_Lakrak_70,"......"
E_C19_May_Lakrak_71,"實在是想不起來。"
E_C19_May_Lakrak_72,"不管啦，我要回去拆禮物了。"
E_C19_May_Glenwys01_01,"…嗯嗯…"
E_C19_May_Glenwys01_02,"呵呵。"
E_C19_May_Glenwys01_03,"…皇室直屬護衛騎士怎麼會來到這種地方…"
E_C19_May_Glenwys01_04,"當然是為了見妳啊。"
E_C19_May_Glenwys01_05,"弗魯斯大人不是很忙嗎？"
E_C19_May_Glenwys01_06,"怎麼會把時間花在我這種平民出身的騎士身上…"
E_C19_May_Glenwys01_07,"哈哈，因為那個平民出身的騎士的實力和人品都很優秀，"
E_C19_May_Glenwys01_08,"我實在無法不產生興趣。"
E_C19_May_Glenwys01_09,"擂台賽連續3年優勝可不常見啊。"
E_C19_May_Glenwys01_10,"最後一個對手不就是您嗎？"
E_C19_May_Glenwys01_11,"要是戰到最後，結果肯定是我輸。"
E_C19_May_Glenwys01_12,"那樣的話，連續3年的優勝就…"
E_C19_May_Glenwys01_13,"哈哈哈，妳在說什麼啊？"
E_C19_May_Glenwys01_14,"妳是指那個跟妳有過精彩對決的雙手劍男子嗎？"
E_C19_May_Glenwys01_15,"我也很想跟他切磋較量，但我實～在是查不到他是誰、住在哪。"
E_C19_May_Glenwys01_16,"…"
E_C19_May_Glenwys01_17,"比起那個，我今天是來跟妳介紹新朋友的。"
E_C19_May_Glenwys01_18,"幸會，我是維爾吉亞魔法騎士團的團長克莉莎。"
E_C19_May_Glenwys01_19,"目前擔任皇帝陛下的監察官。"
E_C19_May_Glenwys01_20,"啊，克莉莎大人？！"
E_C19_May_Glenwys01_21,"您怎麼會到這裡來…"
E_C19_May_Glenwys01_22,"（嗯，雖然我很好奇弗魯斯大人留意的騎士是誰…"
E_C19_May_Glenwys01_23,"如果是傳說中被稱為帝國的盾牌的她…那確實是…）"
E_C19_May_Glenwys01_24,"…???"
E_C19_May_Glenwys01_25,"啊，失禮了。"
E_C19_May_Glenwys01_26,"我今天來到這裡的目的很簡單。"
E_C19_May_Glenwys01_27,"祝妳生日快樂，格蘭薇絲。"
E_C19_May_Glenwys01_28,"這是我和弗魯斯大人準備的禮物，請妳收下。"
E_C19_May_Glenwys01_29,"…啊！謝、謝謝。"
E_C19_May_Glenwys01_30,"不過，您怎麼知道今天是我生日…？"
E_C19_May_Glenwys01_31,"當然是透過長期往來的信…咳！沒事、沒什麼。"
E_C19_May_Glenwys01_32,"我只是從首都騎士團的團長那裡得知，"
E_C19_May_Glenwys01_33,"妳去年也是自己過生日。"
E_C19_May_Glenwys01_34,"啊…"
E_C19_May_Glenwys01_35,"…謝謝。"
E_C19_May_Glenwys01_36,"但是，這讓我覺得…有點受寵若驚。"
E_C19_May_Glenwys01_37,"對我這麼好的原因是…"
E_C19_May_Glenwys01_38,"哈哈，就當作是我對優秀人才的投資吧。"
E_C19_May_Glenwys01_39,"如果妳真的覺得不好意思，那就請我們吃頓飯吧。"
E_C19_May_Glenwys01_40,"我正好肚子餓了。"
E_C19_May_Glenwys01_41,"嗯，好主意。"
E_C19_May_Glenwys01_42,"不過這裡有好多我從未看過的食物，所以菜單就交給妳選。"
E_C19_May_Glenwys01_43,"…哈哈哈哈。"
E_C19_May_Glenwys01_44,"嗯？"
E_C19_May_Glenwys01_45,"沒、沒什麼，我只是很開心，兩位比想像中還要來得好相處。"
E_C19_May_Glenwys01_46,"雖然是便宜的平民小吃…但希望合您們的胃口。"
E_C19_May_Glenwys01_47,"…"
E_C19_May_Lorraine01_01,"森林大賢者，偉大的存在，祝您生日快樂！"
E_C19_May_Lorraine01_02,"為精靈德魯伊羅蘭獻上祝福與和平！"
E_C19_May_Lorraine01_03,"你們每年都這樣過分盛情地款待我，真讓我感激不已。"
E_C19_May_Lorraine01_04,"哪裡過分了，羅蘭大人是我們精靈引以為傲的大賢者。"
E_C19_May_Lorraine01_05,"我無法想像沒有羅蘭大人的艾莉朵拉森林會變得怎樣。"
E_C19_May_Lorraine01_06,"哈哈，別太恭維我了，真不好意思。"
E_C19_May_Lorraine01_07,"糟糕，我來遲了嗎？"
E_C19_May_Lorraine01_08,"天啊，您是…！"
E_C19_May_Lorraine01_09,"哈哈哈，真是對不住。"
E_C19_May_Lorraine01_10,"沒想到我居然會在大賢者德魯伊的生日派對上遲到。"
E_C19_May_Lorraine01_11,"您太客氣了，獸人族的族長竟然來給我祝賀，我非常感激。"
E_C19_May_Lorraine01_12,"因為我的緣故，害得鷹身人族的戰士也迷路了…對不起，奈拉。"
E_C19_May_Lorraine01_13,"只是剛好目的地相同才一起走的，您不用道歉。"
E_C19_May_Lorraine01_14,"精靈的大賢者大人，作為鷹身人族的代表，奈拉向您表示祝賀和敬意。"
E_C19_May_Lorraine01_15,"謝謝妳，奈拉。"
E_C19_May_Lorraine01_16,"天啊…今天的生日派對會比平常更加熱鬧吧。"
E_C19_May_Lorraine01_17,"呃啊啊啊！"
E_C19_May_Lorraine01_18,"!?"
E_C19_May_Lorraine01_19,"哎唷喂！"
E_C19_May_Lorraine01_20,"咦？歐迪…！你怎麼會在這裡？"
E_C19_May_Lorraine01_21,"哎唷喂，頭好暈啊…啊，羅蘭？"
E_C19_May_Lorraine01_22,"嗯，我這次好像來對了！"
E_C19_May_Lorraine01_23,"真是的，尼克斯說什麼會讓我準時抵達！"
E_C19_May_Lorraine01_24,"結果給了我奇怪的東西，害我還跑到守燈者之村～！！"
E_C19_May_Lorraine01_25,"雖然我因此拿到了靈鹿族的禮物…啊、啊，那不是重點！"
E_C19_May_Lorraine01_26,"咳嗯、嗯！生日快樂，羅蘭！"
E_C19_May_Lorraine01_27,"給妳！這是靈鹿族和我的禮物！"
E_C19_May_Lorraine01_28,"本以為是可疑的傢伙，差點就要收拾掉他…沒想到是賢者的朋友。"
E_C19_May_Lorraine01_29,"哈哈哈，在這種日子也毫不鬆懈，不愧是鷹身人族的勇者。"
E_C19_May_Lorraine01_30,"話說回來，客人都到齊了嗎？"
E_C19_May_Lorraine01_31,"嗯…應該吧？"
E_C19_May_Lorraine01_32,"森林第一次這麼熱鬧，雖然有點不自在…"
E_C19_May_Lorraine01_33,"不過今天的確是該熱鬧熱鬧的日子，呵呵呵。"
E_C19_May_Lorraine01_34,"好了，羅蘭大人，現在是主角的時間。"
E_C19_May_Lorraine01_35,"大賢者生日快樂！！"
E_C19_May_Lorraine01_36,"大家…"
E_C19_May_Lorraine01_37,"太感謝你們了，今天大家帶給我的感動，我會永遠珍藏。"
E_C19_May_Lorraine01_38,"（希望現在的和平能永遠延續下去…）"
