KEY,"German"
CONVERSATION_274,"Kasel!"
CONVERSATION_286,"Das ist doch nicht wahr..."
CONVERSATION_287,"Ich werde meinen Bruder retten!"
CONVERSATION_290,"Au..."
CONVERSATION_291,"Verdammt! Kasel!"
CONVERSATION_292,"Lass mich los, Dämon!"
CONVERSATION_293,"Das hättest du wohl gern, wie?"
CONVERSATION_294,"Kämpfe fair!"
CONVERSATION_295,"Ha ha ha."
CONVERSATION_306,"Bist du bereit zu sterben?"
CONVERSATION_307,"Verflucht, ist das das Ende?"
CONVERSATION_308,"Ich konnte nicht einmal meinen Bruder retten."
CONVERSATION_309,"Frey,"
CONVERSATION_310,"Fräulein Cleo,"
CONVERSATION_311,"Roi..."
CONVERSATION_312,"Werden wir hier alle sterben?"
CONVERSATION_313,"Ich hätte vorsichtiger sein sollen."
CONVERSATION_314,"Aber...ich bin so weit gekommen"
CONVERSATION_315,"dank der Hilfe aller..."
CONVERSATION_316,"Ich kann nicht einfach so aufgeben."
CONVERSATION_317,"Frey,"
CONVERSATION_318,"Clause,"
CONVERSATION_319,"Fräulein Cleo,"
CONVERSATION_320,"Roi...ich kann sie nicht im Stich lassen."
CONVERSATION_321,"Ich werde meinen Bruder nicht beschämen!"
CONVERSATION_322,"So kann ich nicht sterben. Ich muss meinen Bruder und Frey retten!"
CONVERSATION_323,"ARRRRRRRGH!"
CONVERSATION_324,"Aktiviert Skill Nr. 3"
CONVERSATION_325,"Das ist...!"
CONVERSATION_326,"I werde sie beschützen."
CONVERSATION_327,"Clause, Frey,"
CONVERSATION_328,"Cleo, Roi!"
CONVERSATION_329,"Ich werde sie beschützen!"
CONVERSATION_330,"Nimm das, Hexe!"
CONVERSATION_343,"Aber warte bloß ab. Eines Tages werde ich dir das Schwert abnehmen."
CONVERSATION_346,"Was?"
CONVERSATION_348,"Grr...warte!"
CONVERSATION_349,"Wie weiß dieses Dämon über meine Mutter Bescheid...?"
CONVERSATION_1453,"Igitt, irgendwas stinkt verfault."
CONVERSATION_1454,"Das ist schlimmer als alles, was ich kenne..."
CONVERSATION_1455,"Das kann selbst ich riechen.. das ist keine Magie."
CONVERSATION_1456,"Nein, das ist verfaulende Magie."
CONVERSATION_1457,"Naja, und es stinkt auch so."
CONVERSATION_1458,"In dieser Region existierte mal ein Fürstentum."
CONVERSATION_1459,"Dann wurde es zum Schlachtfeld gegen den Dunklen Lord."
CONVERSATION_1460,"Der Sieg dieser Schlacht war für die Menschheit ein wichtiger Wendepunkt im Krieg."
CONVERSATION_1461,"Aber die gesamte Region wurde dabei zerstört."
CONVERSATION_1462,"Hier findet man immer noch zahlreiche Untote."
CONVERSATION_1463,"Was bedeutet, dass wir hier viel Zeit verlieren könnten."
CONVERSATION_1464,"Du kannst sie nicht töten - sie stehen immer wieder auf."
CONVERSATION_1465,"Wir sollten hier so schnell wie möglich durchbrechen."
CONVERSATION_1466,"Keine Sorge, ich bin nicht blöd!"
CONVERSATION_1467,"Lasst uns schnell Phillop finden und diesen Ort schnellstmöglich verlassen."
CONVERSATION_1468,"Das muss die schwarze Pest sein."
CONVERSATION_1469,"Ich kann nur vom Anblick seinen Schmerz fühlen."
CONVERSATION_1470,"Während Menschen immun sind, ist es tödlich für Tiere."
CONVERSATION_1471,"Der Schmerz macht sie wahnsinnig, und sie greifen alles und jeden an."
CONVERSATION_1472,"Gibt's keine Möglichkeit, diese Tiere zu heilen?"
CONVERSATION_1473,"Bisher haben wir noch nichts gefunden."
CONVERSATION_1474,"Wir arbeiten daran, aber wir haben noch keine Behandlungsmethode gefunden."
CONVERSATION_1475,"Da kann man wohl nichts machen. Machen wir's kurz und schmerzlos!"
CONVERSATION_1476,"Puh, das war hart."
CONVERSATION_1477,"Es konnte seine eigene Kraft nicht kontrollieren und hat sich selbst verletzt..."
CONVERSATION_1478,"Armes Ding."
CONVERSATION_1479,"Laut unseren Studien können wir nicht viel tun, um ihre Schmerzen zu mindern."
CONVERSATION_1480,"Es wäre ein Gnadenakt, ihre Pein zu beenden."
CONVERSATION_1481,"Jap...eine Gnade."
CONVERSATION_1482,"Aber es ist so traurig anzusehen."
CONVERSATION_1483,"Hey, schaut mal. Die Untoten."
CONVERSATION_1484,"Sie waren einst stolze Krieger."
CONVERSATION_1485,"Nun verbleibt nichts als ihr Wille zu kämpfen übrig."
CONVERSATION_1486,"Bis vor kurzem schickte die Ritterschaft Unterstützung, um sie unter Kontrolle zu halten."
CONVERSATION_1487,"Scheinbar ist das nicht mehr der Fall."
CONVERSATION_1488,"Scheint so."
CONVERSATION_1489,"Der Weltenbaum wird angegriffen, und die Ritter werden damit zu beschäftigt sein."
CONVERSATION_1490,"Ein schöner Anblick ist das nicht."
CONVERSATION_1491,"Ich habe nur darüber gelesen. Das sehe ich zum ersten mal."
CONVERSATION_1492,"OK, dann lasst uns losgehen."
CONVERSATION_1493,"Sei vorsichtig, Clause."
CONVERSATION_1494,"Du auch. Es wird nicht einfach werden."
CONVERSATION_1495,"Puh, das war knapp."
CONVERSATION_1496,"Sie waren zäher, als ich dachte."
CONVERSATION_1497,"Dieser Ort scheint von dunklen Mächten überwältigt worden zu sein."
CONVERSATION_1498,"Vielleicht sollten wir hier nach dem Keim der Dunkelheit suchen."
CONVERSATION_1499,"Wir wissen nicht, ob der Keim hier ist. Es gefällt mir nicht,"
CONVERSATION_1500,"aber lass uns erst Phillop finden."
CONVERSATION_1501,"Wir sollte hier nicht zuviel Zeit verlieren."
CONVERSATION_1502,"Kasel, das kann nicht dein Ernst sein."
CONVERSATION_1503,"Wir sind die einzigen, die den Keim der Dunkelheit zerstören können."
CONVERSATION_1504,"Es ist unsere Pflicht als Ritter!"
CONVERSATION_1505,"Wir können es uns nicht leisten, noch mehr Zeit zu verlieren."
CONVERSATION_1506,"Naila und Kaulah zu helfen war genug."
CONVERSATION_1507,"Wir sollten keine Zeit für etwas verschwenden, worüber wir uns nicht sicher sind!"
CONVERSATION_1508,"Hört auf, ihr zwei."
CONVERSATION_1509,"Wir können ein Auge nach dem Keim offenhalten, während wir nach Phillop suchen."
CONVERSATION_1510,"Es gibt keinen Grund, darüber zu streiten, wenn wir beides tun können."
CONVERSATION_1511,"Richtig. Wir können uns um den Keim kümmern, wenn wir uns sicher sind, dass er hier ist."
CONVERSATION_1512,"Hmm...einverstanden."
CONVERSATION_1513,"Kasel hat womöglich Recht."
CONVERSATION_1514,"Dann mal los!"
CONVERSATION_1515,"Ich hoffe, dass alles glattläuft."
CONVERSATION_1516,"Igitt, dieser Gestank!"
CONVERSATION_1517,"Das ist ohne Zweifel der Gestank faulender Magie vom Keim der Dunkelheit!"
CONVERSATION_1518,"Es was also doch der Keim der Dunkelheit!"
CONVERSATION_1519,"Lass uns ihn schnell zerstören and weiterziehen."
CONVERSATION_1520,"Augenblick - es könnte eine Falle sein."
CONVERSATION_1521,"Aber wir können hier nicht einfach rumsitzen und warten!"
CONVERSATION_1522,"Und läuft die Zeit davon."
CONVERSATION_1523,"Wir müssen etwas tun!"
CONVERSATION_1524,"Nein, Kasel!"
CONVERSATION_1525,"Verdammt, Cleo! Schließ deine Augen!"
CONVERSATION_1526,"Es ist schon gut, solange es nicht voller Dunkelheit ist!"
CONVERSATION_1527,"Frey! Kasel! Clause!"
CONVERSATION_1528,"Ich bin hier!"
CONVERSATION_1529,"Kasel!"
CONVERSATION_1530,"Mir geht's auch gut. Bleibt zusammen!"
CONVERSATION_1531,"Haha, du fühlst dich wie ein starker Mann mit dem heiligen Schwert, wie?"
CONVERSATION_1532,"Du bist weggerannt, als Dämonen deine Schwester entführten."
CONVERSATION_1533,"Es ist witzig, dein Heldengetue mit dem heiligen Schwert anzuschauen."
CONVERSATION_1534,"Wirklich unterhaltsam."
CONVERSATION_1535,"Verflixt...wer ist da?"
CONVERSATION_1536,"Fühlst du dich jetzt wie ein Held, nachdem du ein paar Leben gerettet hast?"
CONVERSATION_1537,"Ich bezweifle es. Du stinkst nach Schuldgefühlen."
CONVERSATION_1538,"Du warst der einzige Überlebende."
CONVERSATION_1539,"Du bist weggelaufen, um zu überleben. Wie wagst du es, jetzt den Helden zu spielen."
CONVERSATION_1540,"Erbärmlich. Beschämend."
CONVERSATION_1541,"Genug! Zeig' dich! Komm' raus uns stelle dich!"
CONVERSATION_1542,"Ruhig, Kasel!"
CONVERSATION_1543,"Es ist das Flüstern der Dunkelheit, höre nicht hin!"
CONVERSATION_1544,"Ahh...geliebter Clause."
CONVERSATION_1545,"Wenn das nicht das Gewissen der Königsgarde Orvelias ist."
CONVERSATION_1546,"Der Clause, der trotz all der korrupten Ritter lieber schwieg."
CONVERSATION_1547,"Was für ein Vorbild!"
CONVERSATION_1548,"Grr...warte!"
CONVERSATION_1549,"Das ist der stolze, gerechte Ritter, der die Dunkelheit erleuchten soll?"
CONVERSATION_1550,"Du hast vor der Dunkelheit und Ungerechtigkeit deinen Kopf abgewandt!"
CONVERSATION_1551,"Und dennoch gibst du überall mit deiner Ritterschaft an."
CONVERSATION_1552,"Oh, du bist soo nobel."
CONVERSATION_1553,"Konzentriert euch!"
CONVERSATION_1554,"Das ist ein Trick."
CONVERSATION_1555,"Fallt nicht darauf herein!"
CONVERSATION_1556,"Cleo!"
CONVERSATION_1557,"Die Magierin vom Turm der Weisen, die Flammenmeisterin!"
CONVERSATION_1558,"Deine Mutter wollte dich nicht,"
CONVERSATION_1559,"deine Kollegen hassten dich."
CONVERSATION_1560,"Du hast deinen einizigen Freund von dir gestoßen, weil du Angst hattest!"
CONVERSATION_1561,"Das ist nicht wahr, Dummkopf!"
CONVERSATION_1562,"Wirklich?"
CONVERSATION_1563,"Ist es nicht wahr, dass du immer noch davon träumst, wie dich deine Mutter verlässt?"
CONVERSATION_1564,"Zittern deine Beine nicht bereits beim Anblick von dunklen Orten?"
CONVERSATION_1565,"Streitest das etwa ab?"
CONVERSATION_1566,"Verdeck deine Ohren, Cleo!"
CONVERSATION_1567,"Hör' nicht hin!"
CONVERSATION_1568,"Da bist du, Roi."
CONVERSATION_1569,"Roi der Flinke...so nennen dich die Leute, nicht wahr?"
CONVERSATION_1570,"Ich dachte, du tötest jeden für das richtige Kleingeld."
CONVERSATION_1571,"Ich wusste nicht, dass Roi der Flinke etwas für Heldentum übrig hatte."
CONVERSATION_1572,"Bist du jetzt ein besserer Mensch?"
CONVERSATION_1573,"Glaubst du etwa, dass würde deine blutigen Hände reinwaschen?"
CONVERSATION_1574,"Wem willst du denn etwas vormachen, Roi?"
CONVERSATION_1575,"Du bist ein Auftragsmörder - Töten liegt dir im Blut!"
CONVERSATION_1576,"Kommt alle wieder zu euch!"
CONVERSATION_1577,"Frey, ich sehe solch eine Dunkelheit in dir."
CONVERSATION_1578,"Es ist amüsant, so etwas in einer Priesterin zu sehen."
CONVERSATION_1579,"Bist du sicher, dass du der Göttin Lua dienst?"
CONVERSATION_1580,"Vielleicht solltest du lieber Lea, der Göttin der Finsternis dienen!"
CONVERSATION_1581,"Schweig, Dämon!"
CONVERSATION_1582,"Gehe mir aus den Augen!"
CONVERSATION_1583,"Hah! Hat jemand nach einem Dämonen gerufen?"
CONVERSATION_1584,"Was!"
CONVERSATION_1585,"Wie...wie ist das möglich?"
CONVERSATION_1586,"Ich habe diesen Ort aus ihrem Unterbewusstsein erschaffen."
CONVERSATION_1587,"Du kannst nicht hier sein!"
CONVERSATION_1588,"Pöh. Ich bin ein Sukkubus, und die Welt der Träume ist meine Domäne."
CONVERSATION_1589,"Sind Dämonen dermaßen verzweifelt, dass sie sich von DIR führen lassen?"
CONVERSATION_1590,"Aber lustig ist das ja schon."
CONVERSATION_1591,"Lass uns spielen!"
CONVERSATION_1592,"Puh~"
CONVERSATION_1593,"Das war ziemlich gutes Training!"
CONVERSATION_1594,"Hat uns gerade ein Dämon geholfen? Was ist hier los?"
CONVERSATION_1595,"Was willst du?"
CONVERSATION_1596,"Hmm? Warum ich euch helfe?"
CONVERSATION_1597,"Naja, es sah lustig aus!"
CONVERSATION_1598,"Lustig?"
CONVERSATION_1599,"Ja, unterhaltsam!"
CONVERSATION_1600,"Wir Dämonen leben so lang,"
CONVERSATION_1601,"dass ab einem bestimmten Zeitpunkt nichts mehr Spaß macht."
CONVERSATION_1602,"Deshalb bin ich ständig auf der Suche nach neuer Unterhaltung."
CONVERSATION_1603,"Und hier konnte ich etwas spaßiges riechen, also kam ich zurück!"
CONVERSATION_1604,"Sie muss Epis sein, das 'Dämon der Unterhaltung'."
CONVERSATION_1605,"Du meinst Epis vom alten Krieg?"
CONVERSATION_1606,"Huch? Ihr wisst über mich Bescheid?"
CONVERSATION_1607,"Hee hee. Das ist ja interessant."
CONVERSATION_1608,"Das war 100 Jahre her."
CONVERSATION_1609,"Für euch Menschlinge mag es eine Ewigkeit sein."
CONVERSATION_1610,"Es mag 100 Jahre her sein, aber wir haben euch nicht vergessen."
CONVERSATION_1611,"Es ist mir eine Ehre. Mein Name ist Kasel."
CONVERSATION_1612,"Aha, du wurdest also dieses mal vom Schwert auserwählt."
CONVERSATION_1613,"Ja, ich bin der Träger des Schwertes."
CONVERSATION_1614,"Du siehst sehr interessant aus."
CONVERSATION_1615,"Nunja, viel Glück!"
CONVERSATION_1616,"Muss los. Ich rieche Spaß in der Nähe."
CONVERSATION_1617,"Machts gut!"
CONVERSATION_1618,"Warte bitte!"
CONVERSATION_1619,"Sind alle Dämonen so?"
CONVERSATION_1620,"Keine Ahnung."
CONVERSATION_1621,"Sie schien nett zu sein."
CONVERSATION_1622,"Still, Untote vor us."
CONVERSATION_1623,"Hmm? Ich höre eine Stimme."
CONVERSATION_1624,"Uaaaaahh!"
CONVERSATION_1625,"Da ist wer!"
CONVERSATION_1626,"Wir müssen helfen!"
CONVERSATION_1627,"Hilfe war nicht nötig, aber danke!"
CONVERSATION_1628,"Es ist unsere Pflicht als Ritter."
CONVERSATION_1629,"Ich bin Clause, ein Ritter Orvelias."
CONVERSATION_1630,"Ich auch! Ich bin Kasel."
CONVERSATION_1631,"Du bist aus Orvelia hierhin gereist?"
CONVERSATION_1632,"Das kann nicht einfach gewesen sein."
CONVERSATION_1633,"Nenn mich Phillop."
CONVERSATION_1634,"Du bist Phillop!"
CONVERSATION_1635,"Weißt du irgendetwas über den Drachen Hallinkeh?"
CONVERSATION_1636,"Eine junge Dame mit Feuer!"
CONVERSATION_1637,"Ich bin zwar ein Drachenjäger, aber ich weiß leider nichts von einem Hallinkeh."
CONVERSATION_1638,"Hallinkeh wurde erlegt, lange bevor ich geworen war."
CONVERSATION_1639,"Oh, verstehe..."
CONVERSATION_1640,"Aber das ist eine urlate Geschichte. Woher kommt das Interesse?"
CONVERSATION_1641,"Ah, wie unhöflich von mir. Ich bin Cleo. Ich bin die Feuer-Magierin vom Turm der Weisen."
CONVERSATION_1642,"Ich bin auf der Suche nach neuem Wissen bezüglich Flammenmagie..."
CONVERSATION_1643,"Achso, verstehe."
CONVERSATION_1644,"Hallinkeh den Drachen kenne ich nicht,"
CONVERSATION_1645,"aber ich kenne Hallinkeh, die Hexe."
CONVERSATION_1646,"Du kennst die Hexe?"
CONVERSATION_1647,"Ich schulde ihr immer noch einen Gefallen."
CONVERSATION_1648,"Erinnerst du dich, wann du sie getroffen hast?"
CONVERSATION_1649,"Das war...3 Jahre her oder so."
CONVERSATION_1650,"Drei Jahre!"
CONVERSATION_1651,"Sie könnte immer noch hier irgendwo sein!"
CONVERSATION_1652,"Was für ein Glück."
CONVERSATION_1653,"Ihr seid eine schräge Truppe, muss ich sagen."
CONVERSATION_1654,"Eine Priesterin, zwei Ritter, eine Magierin und ein Assassine."
CONVERSATION_1655,"Alle versammelt in den Galluah-Ebenen."
CONVERSATION_1656,"Darf ich fragen, warum?"
CONVERSATION_1657,"Kasel, zeig's ihm."
CONVERSATION_1658,"Erkennst du das Schwert?"
CONVERSATION_1659,"Das heilige Schwert!"
CONVERSATION_1660,"Interessant. Ich hasse es, wenn mein Bauchgefühl recht hat."
CONVERSATION_1661,"Ich habe Gefahr gespürt und wollte meine alten Freunde versammeln,"
CONVERSATION_1662,"und siehe da, das heilige Schwert."
CONVERSATION_1663,"Die Siegel der Orks und der Elfen müssen gebrochen sein."
CONVERSATION_1664,"Habe ich Recht?"
CONVERSATION_1665,"Ja, du hast Recht."
CONVERSATION_1666,"Das heilige Schwert ist wieder erschienen, was nur eines bedeuten kann:"
CONVERSATION_1667,"Die Welt ist in Gefahr. Ich hatte also den richtigen Riecher."
CONVERSATION_1668,"Zwerge waren ebenfalls Teil der Versiegelung des Schwertes."
CONVERSATION_1669,"Leider kann ich euch gerade mit dem Schwert auch nicht helfen."
CONVERSATION_1670,"Um die Siegel zu lösen, brauche ich eine mächtige Schmelze - und sie ist in der La Dragia-Vulkanregion."
CONVERSATION_1671,"Der Ort ist allerdings verlassen. Beim Angriff sind alle geflüchtet."
CONVERSATION_1672,"Das Zwergen-Königreich hat sich also in alle Winde zerstreut?"
CONVERSATION_1673,"Leider ja."
CONVERSATION_1674,"Diese Dämonen waren einfach zu stark. Wir hatten keine andere Wahl."
CONVERSATION_1675,"Immerhin haben uns die Windland-Krieger ihre Hilfe angeboten."
CONVERSATION_1676,"Die Frage ist: Wer steckt hinter der Dämonenoffensive?"
CONVERSATION_1677,"Es gibt nicht viele, die solch eine Armee befehligen können."
CONVERSATION_1678,"Das ist der Grund, warum ich auf der Suche nach meinen Freunden bin."
CONVERSATION_1679,"Noch gehören wir nicht zum alten Eisen, haha!"
CONVERSATION_1680,"Wir könnten auch deine Hilfe gebrauchen."
CONVERSATION_1681,"Hm. Warum nicht?"
CONVERSATION_1682,"Mein Bauchgefühl sagt mir, dass ihr mich zu meinem Ziel führen werdet."
CONVERSATION_1683,"Lasst uns dann losgehen!"
CONVERSATION_1684,"Uff, das ist ein dicker Brummer."
CONVERSATION_1685,"Siehst aus wie ein Skelett..."
CONVERSATION_1686,"Es ist Kellsticks, der Wächter!"
CONVERSATION_1687,"Er lebt immer noch?!"
CONVERSATION_1688,"Okay, wir sollten hier nichts überstürzen. Zuerst..."
CONVERSATION_1689,"Kellsticks!!!"
CONVERSATION_1690,"Kasel, was tust du?"
CONVERSATION_1691,"Hmm? Ich höre einen Welpen bellen."
CONVERSATION_1692,"Wo bist du?"
CONVERSATION_1693,"Du wirst es schon herausfinden, wenn ich deinen Schädel zertrümmere!"
CONVERSATION_1694,"Ich mach' dich fertig!"
CONVERSATION_1695,"Hahaha. Wolltest du nicht meinen Schädel zertrümmern?"
CONVERSATION_1696,"Du kannst ja nicht einmal meine Untertanen besiegen!"
CONVERSATION_1697,"Lächerlich!"
CONVERSATION_1698,"Zeit, dem ganzen ein Ende zu bereiten!"
CONVERSATION_1699,"Argh...!"
CONVERSATION_1700,"Was stehst du da rum! Weich' aus!"
CONVERSATION_1701,"Oh nein..."
CONVERSATION_1702,"Clause!"
CONVERSATION_1703,"Roi, komm her!"
CONVERSATION_1704,"Ich geb' dir Deckung!"
CONVERSATION_1705,"Kasel, reiß dich zusammen und geh nach vorne!"
CONVERSATION_1706,"Au..."
CONVERSATION_1707,"Clause, die Wunde ist zu tief."
CONVERSATION_1708,"Ich kann die Wunde zwar heilen, aber du solltest dich eine Weile nicht bewegen."
CONVERSATION_1709,"Ich kann noch kämpfen."
CONVERSATION_1710,"Ich sagte nein!"
CONVERSATION_1711,"Hör zu, Frey."
CONVERSATION_1712,"Kasel hatte Recht."
CONVERSATION_1713,"Wir müssen schnell handeln, oder es wird wieder wie in Elidora und Ogria enden."
CONVERSATION_1714,"Mir geht's gut, wirklich. Ich bin ein Ritter."
CONVERSATION_1715,"...Okay, aber übernimm dich nicht!"
CONVERSATION_1716,"Keine Sorge."
CONVERSATION_1717,"Lass uns Kasel helfen!"
CONVERSATION_1718,"Nein! Du kleiner..."
CONVERSATION_1719,"Stirb, Kellsticks!"
CONVERSATION_1720,"Das ist für mein Dorf!"
CONVERSATION_1721,"Das ist für meine Eltern!"
CONVERSATION_1722,"Und das ist für Karen!"
CONVERSATION_1723,"Ha...haha..."
CONVERSATION_1724,"Schau dich nur an, Schwertträger."
CONVERSATION_1725,"Du bist eine Hülle, geblendet von Rachdurst."
CONVERSATION_1726,"Mein Meister wird sehr zufrieden sein mit dir!"
CONVERSATION_1727,"Hahahaha..."
CONVERSATION_1728,"Puh...keuch..."
CONVERSATION_1729,"Ich habe sie gerächt..."
CONVERSATION_1730,"Bist du in Ordnung, Kasel?"
CONVERSATION_1731,"Was ist mit dir? Alles OK?"
CONVERSATION_1732,"Mir geht's gut."
CONVERSATION_1733,"Ich habe meinen Dorf gerächt."
CONVERSATION_1734,"Gut gemacht. Mögen ihre Seelen nun Frieden finden."
CONVERSATION_1735,"Deine Eltern. Karen auch."
CONVERSATION_1736,"Wenn das alles fertig ist, lass uns zurückkehren und ihnen die Geschichte erzählen."
CONVERSATION_1737,"Bei einem Bierchen."
CONVERSATION_1738,"Du bist zu jung, um zu trinken!"
CONVERSATION_1739,"Haha, was macht das schon!"
CONVERSATION_1740,"Also gut, abgemacht! Ein Bier, wenn wir hiermit fertig sind!"
CONVERSATION_1741,"Einverstanden!"
CONVERSATION_1742,"Es riecht nach verdorbener Magie hier."
CONVERSATION_1743,"Ich hab' schon die Schnauze voll von diesem Gestank..."
CONVERSATION_1744,"Hmm.. diese Magie scheint mächtiger zu sein als sonst."
CONVERSATION_1745,"Sogar ich kann es fühlen."
CONVERSATION_1746,"Eine überwältigend boshafte Magie..."
CONVERSATION_1747,"Ihr seid also hier, ihr Narren."
CONVERSATION_1748,"Das ist der Kerl aus Elidora!"
CONVERSATION_1749,"Vorsicht, Cleo!"
CONVERSATION_1750,"Du weißt nicht, was er vorhat!"
CONVERSATION_1751,"Frey, bleib hinter mir!"
CONVERSATION_1752,"Okay!"
CONVERSATION_1753,"Ich bin beeindruckt."
CONVERSATION_1754,"Ich habe nicht gedacht, dass ihr so weit kommen würdet."
CONVERSATION_1755,"Ich dachte, entweder die Falle oder Kellsticks würde euer Ende bedeuten."
CONVERSATION_1756,"Ich wusste es! Die Falle war deine Idee!"
CONVERSATION_1757,"Du Feigling!"
CONVERSATION_1758,"Hey, ihr seid blind in die Falle getappt."
CONVERSATION_1759,"Ich dachte nicht, dass es so leicht wäre."
CONVERSATION_1760,"Was willst du von uns?"
CONVERSATION_1761,"Ich habe gelernt, dass die Wut des Schwertträgers"
CONVERSATION_1762,"die wahre Macht des Schwertes entfesseln kann."
CONVERSATION_1763,"Du hast eine Gabe dafür, Bursche."
CONVERSATION_1764,"Mit dieser Macht kannst du SEINER Rückkehr dienen."
CONVERSATION_1765,"SEINER? Sprichst du vom Dunklen Lord?"
CONVERSATION_1766,"Gut, dich am Leben zu sehen, Phillop."
CONVERSATION_1767,"Ich habe nicht erwartet, dich hier zu sehen."
CONVERSATION_1768,"Ja, der Meister wird zurückkehren."
CONVERSATION_1769,"Und es wird diesmal anders sein als vor 100 Jahren."
CONVERSATION_1770,"Unmöglich! Die Macht des heiligen Schwertes hat ihn versiegelt!"
CONVERSATION_1771,"Versiegelt? Mit dem heiligen Schwert?"
CONVERSATION_1772,"Weißt du, was nach der Versiegelung mit eurem Helden Kyle passiert ist?"
CONVERSATION_1773,"Wisst ihr, das heilige Schwert ist nicht wirklich "heilig"."
CONVERSATION_1774,"Ich habe langsam genug von diesem Geplapper."
CONVERSATION_1775,"Dann zeige mir, wozu dieses mächtige Schwert fähig ist."
CONVERSATION_1776,"Seid ihr Welpen gut genug, um SEINEM Plan zu dienen?"
CONVERSATION_1777,"Haha. Nicht schlecht!"
CONVERSATION_1778,"Aber es ist mehr als fraglich, ob ihr hiermit IHM die Stirn bieten könntet."
CONVERSATION_1779,"Nun...Erwecke die Macht des Schwertes, Schwertträger."
CONVERSATION_1780,"Oder wähle den Tod!"
CONVERSATION_1781,"Seid vorsichtig!"
CONVERSATION_1782,"Das ist viel zu mächtig - ich kann es nicht blocken!"
CONVERSATION_1783,"Verdammt, es ist unmöglich, so einen Treffer zu überleben!"
CONVERSATION_1784,"Das ist unmöglich! Selbst vor 100 Jahren war Magie wie diese extrem selten!"
CONVERSATION_1785,"Bleibt zusammen!"
CONVERSATION_1786,"Ich werde euch mit meinem Schild beschützen!"
CONVERSATION_1787,"Das hilft nicht!"
CONVERSATION_1788,"Dieses Schild wird uns zerquetschen!"
CONVERSATION_1789,"Verdammt - das Schwert ist unsere einzige Chance!"
CONVERSATION_1790,"Ich muss etwas tun!"
CONVERSATION_1791,"Was machst du denn, du Dummkopf!"
CONVERSATION_1792,"Die Ritter Orvelias kennen keine Niederlage!"
CONVERSATION_1793,"Unsere Schwerter und Schilde sind aus Licht geschmiedet,"
CONVERSATION_1794,"und wir stellen uns der Dunkelheit!"
CONVERSATION_1795,"Grr, du kleiner...!"
CONVERSATION_1796,"Frontal in mein Schild zu rennen...du musst lebensmüde sein!"
CONVERSATION_1797,"Ich werde dich zerquetschen!"
CONVERSATION_1798,"Argh!"
CONVERSATION_1799,"Das Schutzschild wurde durchbrochen!"
CONVERSATION_1800,"Clause, Clause!"
CONVERSATION_1801,"Worauf wartest du!"
CONVERSATION_1802,"Spring rein!"
