KEY,"Thai"
NPC_TARKAS_NAME,"Tarkas"
NPC_SIEG_NAME,"Sieg"
NPC_KINGOFSPIRIT_NAME,"King of Spirit"
NPC_UNCONFIRMED_NAME,"?????"
NPC_UNCONFIRMED_GROUP_NAME,"??? & ???"
NPC_ELROSED_NAME,"เอลโรส"
NPC_EPIGAEL_NAME,"Epigael"
FAIRY_RHILL,"Rhill"
NPC_KAREN_NAME,"Karen"
NPC_LUA_NAME,"Lua"
NPC_CROWD_NAME,"Crowd"
NPC_HALLHERO_NAME,"Hillia"
NPC_HARPY,"Harpy"
NPC_ORC,"Orc"
NPC_DARKELF,"DarkElf"
NPC_DARKNESS,"เสียงในความมืด"
NPC_GNOLL,"Gnoll"
NPC_AGAMEMNON,"Agamemnon"
NPC_DRYAD,"Dryad"
NPC_MASK_NAME,"Laughing Mask"
NPC_IRIS,"Iris"
NPC_LEI,"Lei"
NPC_SOLDIER,"ทหาร"
NPC_SOLDIER1,"ทหาร 1"
NPC_SOLDIER2,"ทหาร 2"
NPC_SOLDIER3,"ทหาร 3"
NPC_SOLDIER4,"ทหาร 4"
NPC_SOLDIER5,"ทหาร 5"
NPC_SKELETONGIANT,"โครงกระดูกยักษ์"
NPC_SKELETON,"โครงกระดูก"
NPC_INFIRA,"Infira"
NPC_DRACONIA,"ดราโกนิค"
NPC_TEMERER_QUESTION,"Temeraire (?)"
NPC_UNDEADORC,"ออร์คผีดิบ"
NPC_GOAT,"แพะ (?)"
NPC_MIRURUPIRATES,"โจรสลัด Miruru"
NPC_DarkElf_SOLDIER,"ทหารเอลฟ์มืด"
NPC_DarkElf_SOLDIER1,"ทหารเอลฟ์มืด 1"
NPC_DarkElf_SOLDIER2,"ทหารเอลฟ์มืด 2"
NPC_DarkElf_FRIEND,"เอลฟ์มืดสหาย"
NPC_DarkElf_FRIEND1,"เอลฟ์มืดสหาย 1"
NPC_DarkElf_FRIEND2,"เอลฟ์มืดสหาย 2"
NPC_DarkElf_FRIEND3,"เอลฟ์มืดสหาย 3"
NPC_DarkElf_FRIEND4,"เอลฟ์มืดสหาย 4"
NPC_DarkElf_FRIEND5,"เอลฟ์มืดสหาย 5"
NPC_DarkElf_FRIEND6,"เอลฟ์มืดสหาย 6"
NPC_DarkElf_FRIEND7,"เอลฟ์มืดสหาย 7"
NPC_DARKFORCES_SOLDIER,"พลังความมืด"
NPC_SIEL,"Siel"
NPC_DEVIL,"สัตว์ปีศาจ"
NPC_ANCIENTMONSTER_HELTANIOS,"Heltanios"
NPC_GATEKEEPER1,"ผู้เฝ้าประตู 1"
NPC_GATEKEEPER2,"ผู้เฝ้าประตู 2"
NPC_CHORUS,"การร้องพร้อมกัน"
NPC_LIZARDMAN,"มนุษย์กิ้งก่า"
NPC_LIZARDMAN_GOLD,"ผู้รับใช้ยกกระเป๋าแห่งทอง"
NPC_VILLAGEHEAD,"ผู้ใหญ่บ้าน"
NPC_DARKSOUL,"วิญญาณแห่งความมืด"
NPC_GUARD,"ยาม"
NPC_WOMAN_1,"ผู้หญิงคนที่ 1"
NPC_WOMAN_2,"ผู้หญิงคนที่ 2"
NPC_WOMAN_3,"ผู้หญิงคนที่ 3"
NPC_WOMAN_4,"ผู้หญิงคนที่ 4"
NPC_WOMAN_5,"ผู้หญิงคนที่ 5"
NPC_MAN_1,"ชายคนที่ 1"
NPC_MAN_2,"ชายคนที่ 2"
NPC_MAN_3,"ชายคนที่ 3"
NPC_MAN_4,"ชายคนที่ 4"
NPC_MAN_5,"ชายคนที่ 5"
NPC_UNDEAD,"ผีดิบ"
NPC_UNDEADS,"ทหารผีดิบ"
NPC_HUMANEZE,"Ezekiel (มนุษย์)"
NPC_DEMONEZE,"Ezekiel (ปีศาจ)"
NPC_ALTERVISKA,"Viska (?)"
NPC_VI,"Vi"
NPC_COLDNIGHTKING,"ราชันย์ผู้โหดเหี้ยมแห่งรัตติกาล"
NPC_SAVAGENIGHTKING,"ราชันย์ป่าเถื่อนแห่งรัตติกาล"
NPC_CAT1,"แมวเหมียวซุกซน"
NPC_CAT2,"แมวเหมียวขี้กลัว"
NPC_SONGWITCH,"แม่มดผู้ขับร้องเพลง"
NPC_FIREWITCH,"แม่มดเพลิง"
NPC_DARKPRIEST,"ศรัทธาที่สูญสิ้น"
NPC_DARKQUEEN,"แสงเจิดจ้าที่สูญสิ้น"
NPC_CRAZEDKNIGHT,"อัศวินมืดแห่งความบ้าคลั่ง"
NPC_SILENTKNIGHT,"อัศวินมืดแห่งความเงียบสงัด"
NPC_VALANCE,"Valance"
NPC_REINHART,"Reinhart"
NPC_ROA,"Loah"
NPC_ROZE,"Rose"
NPC_ESOLDIER,"ทหารหลวง"
NPC_ESOLDIER1,"ทหารหลวง1"
NPC_ESOLDIER2,"ทหารหลวง2"
NPC_QVOICE,"เสียงปริศนา"
NPC_YMVOICE,"เสียงของชายหนุ่ม"
NPC_YWOFFICER,"ทหารหญิงอายุน้อย"
NPC_MSGIRL,"เด็กสาวปริศนา"
NPC_MSOUND,"เสียงเครื่องจักร"
NPC_OLDGENTLEMAN,"สุภาพบุรุษสูงวัย"
NPC_PANCIRONNE,"Pansirone"
NPC_LUCIKIEL,"Lucikiel"
NPC_ELMORY,"El Moriham"
NPC_TURAN,"Turan"
NPC_HANUS,"Hanus"
NPC_KUMURO,"Kumuro"
NPC_HAVELOCK,"Havelock"
NPC_Villager,"ชาวเมือง"
NPC_CATSOLDIER1,"แมวหมายเลข 1"
NPC_CATSOLDIER2,"แมวหมายเลข 2"
NPC_CATSOLDIER3,"แมวหมายเลข 3"
NPC_EVERYONE,"ทุกคน"
NPC_ORPHANS,"เด็กกำพร้า"
NPC_TOWNCHILDREN,"เด็กๆ ในหมู่บ้าน"
NPC_TOWNPEOPLE,"ชาวเมือง"
NPC_CHILD1,"เด็กในหมู่บ้าน 1"
NPC_CHILD2,"เด็กในหมู่บ้าน 2"
NPC_CHILD3,"เด็กในหมู่บ้าน 3"
NPC_SCHTE,"Schute"
NPC_MC,"Emcee"
NPC_ALIAS1,"ไวกิ้งแสนสวย"
NPC_AUDIENCE,"ผู้ชม"
NPC_ALIAS2,"เจ้าสาวฤดูใบไม้ผลิ"
NPC_ALIAS3,"โจรสลัดผมบลอนด์"
NPC_ALIAS4,"ผู้หลงใหลใบแมว"
NPC_Hoabis,"Hoabis"
NPC_Kain,"Cain"
NPC_Kurtel,"Kurtel"
CHAPTER1_BOSS1_NAME,"มาร์ริค"
CHAPTER1_BOSS1_TITLE,"ผู้บ้าคลั่ง"
CHAPTER1_BOSS1_DESC,"ก็อบลินอัจฉริยะที่มีพละกำลังคล้ายอัศวิน"
CHAPTER1_BOSS2_NAME,"ทาโรคกี้"
CHAPTER1_BOSS2_TITLE,"มือระเบิด"
CHAPTER1_BOSS2_DESC,"สกิลของพวกก็อบลินที่สร้างแป้งคล้ายไฟ"
CHAPTER1_BOSS3_NAME,"โบดักก้า"
CHAPTER1_BOSS3_TITLE,"ไรเดอร์หมูป่า"
CHAPTER1_BOSS3_DESC,"ก็อบลินนักรบผู้โหดเหี้ยมเข้าร่วมกองกำลังปีศาจ"
CHAPTER2_BOSS1_NAME,"ลาแฟร์รี่"
CHAPTER2_BOSS1_TITLE,"หอกแห่งความเชื่อ"
CHAPTER2_BOSS1_DESC,"หัวหน้าของพวกนางไม้"
CHAPTER2_BOSS2_NAME,"ฮิมิวลิส"
CHAPTER2_BOSS2_TITLE,"ปีกแห่งเสรีภาพ"
CHAPTER2_BOSS2_DESC,"ภูติแห่งลมที่หลอกล่อศัตรูตัวผู้มาที่รังของเธอเพื่อฆ่าทิ้งและดูดวิญญานของพวกเขา"
CHAPTER2_BOSS3_NAME,"บาไลลาก้า"
CHAPTER2_BOSS3_TITLE,"นรกภูมิแห่งยอดเขาสูงสุด"
CHAPTER2_BOSS3_DESC,"ผู้ที่มีความสุขกับความตาย เขาลืมไปแล้วว่าความตายน่ากลัวอย่างไร"
CHAPTER3_BOSS1_NAME,"โทรน"
CHAPTER3_BOSS1_TITLE,"แม่ทัพประจัญบาน"
CHAPTER3_BOSS1_DESC,"นักรบอ็อคผู้โหดเหี้ยม ผู้ที่คอยรับใช้และอยู่เคียงข้าง Sieg"
CHAPTER3_BOSS2_NAME,"ทาอิน"
CHAPTER3_BOSS2_TITLE,"ความเดียดฉันท์"
CHAPTER3_BOSS2_DESC,"ชาแมนผู้ทรงพลังแห่งเผ่า Red Land ผู้ที่จะขึ้นครองเป็นหัวหน้าเผ่า"
CHAPTER3_BOSS3_NAME,"เซิร์ก"
CHAPTER3_BOSS3_TITLE,"ผูู้้ครอบครองแกรม"
CHAPTER3_BOSS3_DESC,"อ็อคนักรบผู้ทรงพลังที่สุด  ครั้งนึงถูกขนานนามว่าผู้ฆ่ามังกร"
CHAPTER4_BOSS1_NAME,"อูร์ซูล่า"
CHAPTER4_BOSS1_TITLE,"ดาบแห่งความตาย"
CHAPTER4_BOSS1_DESC,"นักรบโครงกระดูกผู้ผ่านมาทาง Dimensional Gate กับ Malduk เขาเป็นผู้นำฝูงโครงกระดูก"
CHAPTER4_BOSS2_NAME,"เคลสติ๊ก"
CHAPTER4_BOSS2_TITLE,"ผู้รักษาการณ์"
CHAPTER4_BOSS2_DESC,"นักรบโครงกระดูกตัวใหญ่ที่ผ่านมาทาง Dimensional Gate กับ Malduk เขาคอยเฝ้ามอง Krad Forest จากบนที่สูง"
CHAPTER4_BOSS3_TITLE,"นักพรากวิญญาณ"
CHAPTER4_BOSS3_DESC,"ทหารของ Evil King ผู้ผ่านมาทาง Dimensional Gate กับราชาผู้เยือกเย็น เขาถือเป็นบิดาแห่งปีศาจ"
CHAPTER5_BOSS0_TITLE,"เห็ดข้ามสายพันธุ์"
CHAPTER5_BOSS0_DESC,"เห็ดที่ว่ากันว่าเป็นลูกผสมกับหม้อข้าวหม้อแกงลิง"
CHAPTER5_BOSS1_NAME,"โรโบไฮยีน่า"
CHAPTER5_BOSS1_TITLE,"ไฮยีน่าสำรวจ"
CHAPTER5_BOSS1_DESC,"หมอผีอาวุโส gnoll  ใช้คาถาต้องห้ามในการดูดพลังชีวิตจากสิ่งมีชีวิตอื่น ๆ และการร่ายคาถาบทต่างๆที่ของเขา ก็มีพลังมากกว่าพวกที่อายุยังน้อย"
CHAPTER5_BOSS2_NAME,"บาสโคส"
CHAPTER5_BOSS2_TITLE,"หัวหน้าลาดตระเวน"
CHAPTER5_BOSS2_DESC,"หัวหน้าของนักธนูเผ่าเอลฟ์มืด ใช้มิสซายเวทย์ในการไล่ตามเป้าหมายที่หลากหลายได้ในเวลาเดียวกัน "
CHAPTER5_BOSS3_NAME,"เอลโรส"
CHAPTER5_BOSS3_TITLE,"ราชนีแห่งฝันร้าย"
CHAPTER5_BOSS3_DESC,"เธอได้ใช้ออเครสตาร์ของ Dark Elve อยู่เบื้องหลัง เธอสร้างสนธิสัญญาระหว่างเหล่าปีศาจในเรื่องการใช้พลังเวทมนต์ดำและเวทมนต์แห่งแสงจันทร์"
CHAPTER6_BOSS0_NAME,"ธามัค"
CHAPTER6_BOSS1_NAME,"อากัวนัท"
CHAPTER6_BOSS1_TITLE,"มนุษย์กิ้งก้านักเวทย์ทราย"
CHAPTER6_BOSS2_NAME,"บาลูตัน"
CHAPTER6_BOSS2_TITLE,"นักบวชหลวงโบราณ"
CHAPTER6_BOSS3_TITLE,"แสงที่หลังเส้นขอบฟ้า"
CHAPTER7_BOSS0_NAME,"ราเดอรีน"
CHAPTER7_BOSS0_TITLE,"บทเพลงแห่งความเยือกเย็น"
CHAPTER7_BOSS1_NAME,"Karad"
CHAPTER7_BOSS1_TITLE,"ลมเย็นยะเยือก"
CHAPTER7_BOSS2_NAME,"Rubelion"
CHAPTER7_BOSS2_TITLE,"ความขัดแย้งที่ลงลึก"
CHAPTER7_BOSS3_NAME,"Tarkas"
CHAPTER7_BOSS3_TITLE,"ราชาเกล็ดหิมะ"
CHAPTER7_BOSS4_TITLE,"Ice Fortress"
CHAPTER8_BOSS0_NAME,"Igue"
CHAPTER8_BOSS0_TITLE,"ดาบสังหารมังกร"
CHAPTER8_BOSS1_NAME,"Ragorlis"
CHAPTER8_BOSS1_TITLE,"ลาวาหลอมละลาย"
CHAPTER8_BOSS2_NAME,"Nicia"
CHAPTER8_BOSS2_TITLE,"เพลิงเผาผลาญมังกร"
CHAPTER8_BOSS3_NAME,"Infira"
CHAPTER8_BOSS3_TITLE,"ผู้กระหายโลหิตมังกร"
CHAPTER8_BOSS4_NAME,"Nyogtha"
CHAPTER8_BOSS4_TITLE,"อสูรแห่งไฟโลกันต์"
CHAPTER9_BOSS4_NAME,"Kibeord"
CHAPTER9_BOSS4_TITLE,"ผู้พิทักษ์หอคอย"
GOBLIN_SHIELD_SUPERELITE_TITLE_1,"เหล็ก"
GOBLIN_SHIELD_SUPERELITE_NAME_1,"Crocky"
GOBLIN_SHIELD_SUPERELITE_DESC_1,"ก๊อบลิน อยู่ในชุดต่อสู้เต็มยศ เข้าทำร้ายศัตรูโดยใช้อาวุธหนัก"
HARPY_ARCHER_SUPERELITE_TITLE_1,"ดาบลูกธนู"
HARPY_ARCHER_SUPERELITE_NAME_1,"Perella"
HARPY_ARCHER_SUPERELITE_DESC_1,"ยิงดาบให้เหมือนกับลูกธนูที่ทำจากขนนกโจมตี, ศัตรูเป็นเส้นตรง"
ORC_SHAMAN_SUPERELITE_TITLE_1,"คำสาปแดง"
ORC_SHAMAN_SUPERELITE_NAME_1,"ทัช"
ORC_SHAMAN_SUPERELITE_DESC_1,"หัวหน้านักบวชเผ่า Orc ผู้ซึ่งใช้เวทมนตร์สาปแช่งอย่างทรงพลัง ใช้โครงกระดูกขนาดใหญ่เพื่อที่จะร่ายคำสาป"
SKELETON_GIANT_SUPERELITE_TITLE_1," เพชฌฆาต"
SKELETON_GIANT_SUPERELITE_NAME_1,"Zaikel"
SKELETON_GIANT_SUPERELITE_DESC_1,"โครงกระดูกยักษ์ที่มีกองกำลังแตกต่างจากหมู่โครงกระดูก. \nใช้ ร่างกายขนาดใหญ่เขย่าพื้นดินและเหยียบลงบนตัวศัตรู"
GOBLIN_SHIELD_SUPERELITE_TITLE_2,"ชุดเกราะเหล็กระดับเทพ"
GOBLIN_SHIELD_SUPERELITE_NAME_2,"Draka"
ORC_SHAMAN_SUPERELITE_TITLE_2,"ความเดือดดาลชมพู"
ORC_SHAMAN_SUPERELITE_NAME_2,"Garuk"
GOLEM_SUPERELITE_TITLE_1,"วิสัยทัศน์ของผู้ป้องกัน"
GOLEM_SUPERELITE_NAME_1,"Parus"
GOLEM_SUPERELITE_DESC_1,"โกเลมที่สร้างขึ้นด้วยเวทมนตร์โบราณ แกว่งแขนที่แข็งแกร่งสองข้างดันลงที่พื้นดินและทำลายวิสัยทัศน์"
SPIDER_SUPERELITE_TITLE_1,"พิษแม่แมงมุม"
SPIDER_SUPERELITE_NAME_1,"Eraune"
SPIDER_SUPERELITE_DESC_1,"แม่ของแมงมุมพิษ ต่อสู้ในขณะที่การพ่นพิษไปทั่ว"
GIANTWORM_SUPERELITE_TITLE_1,"แผ่นดินแห่งความเดือดดาล"
GIANTWORM_SUPERELITE_NAME_1,"Durad"
GIANTWORM_SUPERELITE_DESC_1,"หนอนยักษ์หัวมังกร เรียกและรวบรวมพวกหนอนยักษ์ในบริเวณนั้น"
SKELETON_WARRIOR_SUPERELITE_TITLE_1,"ดาบเล่มใหญ่ที่ขึ้นสนิม"
SKELETON_WARRIOR_SUPERELITE_NAME_1,"Khaliope"
SKELETON_WARRIOR_SUPERELITE_DESC_1,"แม้ว่ามันจะกวัดแกว่ง ดาบที่ดีสนิมก็ยังคงคุกคาม. \n ผลักศัตรูด้วยทักษะดาบที่มีประสิทธิภาพ"
SKELETON_GIANT_SUPERELITE_TITLE_2,"แท่งไม้มฤตยู"
SKELETON_GIANT_SUPERELITE_NAME_2,"Helthar"
DRYAD_SPEAR_SUPERELITE_TITLE_1,"หอกแห่งโลก"
DRYAD_SPEAR_SUPERELITE_NAME_1,"Raphriu"
DRYAD_SPEAR_SUPERELITE_DESC_1,"นางไม้, ที่เรียกว่าผู้พิพากษาโลกได้โยนหอกเพื่อที่จะกำเนิดพลังงานให้แก่โลก"
WASP_SUPERELITE_TITLE_1,"พรีเดเตอร์"
WASP_SUPERELITE_NAME_1,"Spisha"
WASP_SUPERELITE_DESC_1,"จับและกินทุกสิ่งด้วยอำนาจแห้งง้าวและหางมีพิษ"
WOLF_SUPERELITE_TITLE_1,"เสียงคำรามที่แช่แข็งได้"
WOLF_SUPERELITE_NAME_1,"Kiril"
WOLF_SUPERELITE_DESC_1,"ผู้นำของฝูงหมาป่าที่มีร่างกายขนาดใหญ่สีขาว ได้ควบคุมฝูงหมาป่าด้วยไอน้ำแข็งแห่งการคำราม"
HORNEDBEAR_SUPERELITE_TITLE_1,"กรงเล็บเหล็ก"
HORNEDBEAR_SUPERELITE_NAME_1,"กระโชก"
HORNEDBEAR_SUPERELITE_DESC_1,"ผู้นำที่แข็งแกร่ง- ทับศัตรูด้วยเหล็กที่เป็นเหมือนกรงเล็บและเขา"
BOSS_WARTROLL_TITLE_1,"ฆ้อนแห่งความตาย"
BOSS_WARTROLL_NAME_1,"Argo"
BOSS_GOATWARRIOR_TITLE_1,"บ้าคลั่ง"
BOSS_GOATWARRIOR_NAME_1,"Favios"
BOSS_MADASSASSIN_TITLE_1,"แห่งความว่องไว"
BOSS_MADASSASSIN_NAME_1,"Orléans"
BOSS_SCORPION_TITLE_1,"ทรราชย์ทะเลทราย"
BOSS_SCORPION_NAME_1,"Tarsil"
RAID_DRAGON_FIRE_TITLE_1,"เปลวไฟแห่งการทำลายล้าง"
RAID_DRAGON_FIRE_NAME_1,"Temeraire"
RAID_DRAGON_BLACK_TITLE_1,"ทวนสีดำเจ้าวายุ"
RAID_DRAGON_BLACK_NAME_1,"Armarta"
RAID_DRAGON_BLUE_TITLE_1,"ทรราชย์ดินแดนเหมันต์"
RAID_DRAGON_BLUE_NAME_1,"Scalaxia"
RAID_DRAGON_GREEN_TITLE_1,"ภัยพิบัติของพื้นที่ตายแล้ว"
RAID_DRAGON_GREEN_NAME_1,"Zyrrkinoth"
CHAPTER9_CONQUEST_TITLE,"ผู้ไล่ล่าแห่งหนองน้ำเน่า"
CHAPTER9_CONQUEST_NAME,"Ka'shal"
CONVERSATION_TU_7,"อ้าค, อ้าค-"
CONVERSATION_TU_8,"เจ้าโอเคมั้ย, Kyle?"
CONVERSATION_TU_9,"ใช่, ข้าสบายดี แต่ข้ากังวลเกี่ยวกับสิ่งที่ทิ้งไว้เบื้องหนังโน่น ... เฮ้ย"
CONVERSATION_TU_10,"ตกลง, พวกเขาไม่ถูกคว่ำลงง่ายๆหรอก พวกเขาออกจะแข็งแกร่ง"
CONVERSATION_TU_11,"Tarkas ... เจ้าอาจจะถูก"
CONVERSATION_TU_12,"ฮุ, ฮา- เธอคนนี้สวยมากแม้สำหรับข้า"
CONVERSATION_TU_12B,"ข้ารู้มีประเภทของปีศาจที่มีชีวิตอยู่มายาวนาน"
CONVERSATION_TU_13,"แต่ข้าไม่คิดว่าพวกเขาจะอยู่มานานขนาดนี้ ข้าไม่ชอบพวกที่อยู่มานานเลย"
CONVERSATION_TU_14,"ขอโทษเกี่ยวกับเรื่องที่ Ephis ทรยศ"
CONVERSATION_TU_15,"!"
CONVERSATION_TU_16,"Malduk.......... เจ้าอยู่ที่นี่"
CONVERSATION_TU_17,"เจ้าไม่คิดเหรอว่าข้าจะมา? \nข้าไม่อยากจะเชื่อว่าข้าถูกหลอกอย่างจังโดยแผนที่โง่เง้าของเจ้า"
CONVERSATION_TU_18,"ข้าจะเสียชื่อเรียกที่ว่า เป็นปีศาจที่หลักแหลม หากข้าไม่สามารถหยุดพวกเจ้าที่นี่ได้"
CONVERSATION_TU_19,"เจ้าได้สู้อย่างดีที่สุดทั้งหมดที่นี่ แต่ทุกอย่างกำลังจะจบลงแล้ว!"
CONVERSATION_TU_20,"ฮึ เฮ้ย ..... ! ข้าจะกลับมา! มันยังไม่จบหรอก!"
CONVERSATION_TU_21,"ไปให้พ้น Malduk! ข้าเกลียดเจ้านั่น!"
CONVERSATION_TU_22,"ฮ่า ฮ่า, ไปให้ไกลที่สุดเท่าที่ไปได้......"
CONVERSATION_TU_22B,"ไปกันเลย! วิญญาณชั่วร้ายเอ๋ย!"
CONVERSATION_TU_23,"พวกมันมาอีกแล้ว Kyle!"
CONVERSATION_TU_24,"พวกมันมีจำนวนนับไม่ถ้วน เราสู้พวกมันทั้งหมดไม่ได้"
CONVERSATION_TU_25,"ฮึ ... ข้าถึงขีด จำกัดแล้ว"
CONVERSATION_TU_26,"เราควรที่จะถอยกลับมาก่อน, Kyle"
CONVERSATION_TU_26B,"นี้จะทำให้เจ้าตกอยู่ในอันตราย!"
CONVERSATION_TU_27,"มันจะไม่เกิดขึ้น! จะไม่มีโอกาสเช่นนี้อีก! \nปล่อยข้าไป, ข้าจะจัดการกับราชาปีศาจเอง"
CONVERSATION_TU_27B,"ข้าจะจัดการกับราชาปีศาจเอง"
CONVERSATION_TU_28,"Kyle!"
CONVERSATION_TU_29,"ดี, ข้าว่า ถ้านั่นคือสิ่งที่ที่รักของข้าต้องการ, ข้าก็ควรที่จะช่วย"
CONVERSATION_TU_30,"ข้าฟังเจ้าอยู่. เจ้าเป็นเพื่อนเพียงคนเดียวของข้า"
CONVERSATION_TU_31,"Tarkas, Ephis! ไม่, Kyle! เราส่งเจ้าไปคนเดียวไม่ได้!"
CONVERSATION_TU_32,"Maria, มีแค่ข้าเท่านั้นที่ทำงานนี้ได้ เจ้าไม่คิดอย่างนั้นหรือ?"
CONVERSATION_TU_33,"ไม่, เจ้าจะจบลงที่การตาย!"
CONVERSATION_TU_33B,"เจ้าไม่สามารถเอาชนะราชาปีศาจภายใต้สภาพนี้!"
CONVERSATION_TU_34,"ข้าจะไม่เรียกตัวเองว่านักดาบที่ดีที่สุด, ถ้าข้าหยุดที่นี่"
CONVERSATION_TU_35,"ไม่ว่ามันคืออะไร, ข้ามีข้อสรุป! พวกมันกำลังมา!"
CONVERSATION_TU_36,"ตกลง, ให้เราสู้ด้วยกัน! ทุกคน, ช่วยกัน!"
CONVERSATION_TU_37,"Kyle !! ไม่,  ได้โปรด Kyle- !!"
CONVERSATION_TU_61,"นั่นใคร? กล้าดียังไงถึงมาเข้ามาโดยไม่ได้รับอนุญาต..."
CONVERSATION_TU_62,"เจ้าคือใคร?"
CONVERSATION_TU_63,"ข้าคือ Gahdra, นักรบแห่งเผ่า Troll"
CONVERSATION_TU_64,"นักรบแห่งเผ่า Troll, มาทำอะไรที่นี่หล่ะ?"
CONVERSATION_TU_65,"ฮืม, มันไม่ใช่เรื่องของเจ้า, เด็กน้อย"
CONVERSATION_TU_66,"เจ้ามาทำอะไรที่นี่?"
CONVERSATION_TU_67,"ที่นี่คืออารีน่า"
CONVERSATION_TU_68,"ที่นี่มันไม่เหมือนอารีน่าที่แค่ท้าประลองกันตามปรกติ, แต่ที่นี่คือของจริง \nเจ้าจะต้องต่อสู้เพื่อชีวิตหรือเลือกที่จะตาย"
CONVERSATION_TU_69,"ฮ่าๆๆ แต่รางวัลของการต่อสู้ก็ยอดเยี่ยมเชียวหล่ะ"
CONVERSATION_TU_70,"ถ้าเจ้าตามล่ารางวัลอยู่, ทำไมเจ้าไม่สนใจลองสักหน่อยหล่ะ"
CONVERSATION_TU_71,"หยุด! จงระบุตัวตนของเจ้ามา"
