KEY,ChineseSimplified
CREATURE_NAME_35,米特拉
CREATURE_TITLE_35,白银战狼 米特拉
CREATURE_DESC_35,也被称为银色狂曲。是个对任何事都漫不经心的男子，也毫无责任感可言。开始战斗后就会化身为任何人不敢侵犯的银狼驰骋战场。
CREATURE_NAME_36,瑞卡德
CREATURE_TITLE_36,露亚审判者 瑞卡德
CREATURE_DESC_36,长期守护人类世界不被魔族威胁的勇猛英雄，利用蕴含女神祝福的柱子歼灭敌人。
CREATURE_NAME_37,谭雅
CREATURE_TITLE_37,沉默之刃 谭雅
CREATURE_DESC_37,狞笑面具团最顶尖的刺客，和罗伊同一时期加入组织。\n在组织中扮演「清道夫」的角色，专门负责处理叛徒。\n利用任何人都察觉不到的技巧奇袭消灭敌人。
CREATURE_NAME_38,伊兹凯尔
CREATURE_TITLE_38,诅咒之血 伊兹凯尔
CREATURE_DESC_38,高阶魔族与人类的混血，诅咒自己的存在。\n使用流着强大魔族之血的右手撕裂敌人。
CREATURE_NAME_39,卡珊卓
CREATURE_TITLE_39,诱惑之风 卡珊卓
CREATURE_DESC_39,金砖的女主人，性感且深具魅力，给人蛇蝎美人的印象。\n总是以妩媚的姿态鼓舞着同伴。
CREATURE_NAME_40,希欧
CREATURE_TITLE_40,忠诚骑士 希欧
CREATURE_DESC_40,现在已消失的克莱儿公国首席骑士，为了寻找消失的主人珍而在世界各地流浪。\n若是眼前出现魔族，他那充满可怕力量的双长矛\n会毫不留情地发动攻击。
CREATURE_NAME_41,梅蒂安娜
CREATURE_TITLE_41,看似危险的医疗人员 梅蒂安娜
CREATURE_DESC_41,牧师不足的那段时期，他继承了能治疗他人的医疗术。\n巨大的注射器中发射注射药能治愈或增强友军，\n或者削弱敌人。
CREATURE_NAME_42,欧迪
CREATURE_TITLE_42,永生的钟表术士 欧迪
CREATURE_DESC_42,受灵物赤绒族的诅咒，外观变成和赤绒族一样的钟表匠。\n透过蕴含魔法的钟表攻击敌人使其麻痹，\n或者也能让友军的动作变得迅速。
CREATURE_NAME_43,薇丝卡
CREATURE_TITLE_43,恶魔捕食者 薇丝卡
CREATURE_DESC_43,魔族异端者，她是一个目标为吞噬强悍魔族藉此增强力量的真正恶魔。\n为了吞噬来到物欲世界的强悍魔族，于是便穿越了次元裂缝来到人间。\n她背后的刺是为了攻击敌人而存在。
CREATURE_NAME_44,普莉西拉
CREATURE_TITLE_44,钢铁的随从 普莉西拉
CREATURE_DESC_44,原本是奥勒贝利亚军官的她后来变成贤者之塔称为天才的达芙尼尔‧波恩家族独生女爱纱的专属仆人，使用巨大的长戟迅速粉碎敌人。
CREATURE_NAME_45,雅妮
CREATURE_TITLE_45,屠龙者 雅妮
CREATURE_DESC_45,专门狩猎欺负弱小的怪物，是在大陆各个地方旅行的野蛮人女战士。\n她是一个能独自对付萨尔达疯龙的屠龙者，\n使用连城门都能射穿的大型箭矢击溃敌阵。
CREATURE_NAME_46,查毕勒
CREATURE_TITLE_46,沙尘暴王子 查毕勒
CREATURE_DESC_46,拥有上古王室血统的后裔。\n流着神圣之血的人物，为了守护沙漠挺身而出的孤傲青年。\n他的弓箭所呼唤的沙尘暴将会埋葬所有敌人。
CREATURE_NAME_47,尤莉娅
CREATURE_TITLE_47,神秘的裁缝 尤莉娅
CREATURE_DESC_47,在大陆漂泊并为各路知名人士做衣服的顶级裁缝，她会感知人的命运并随之移动线和针。星星在她的针上飞舞，光芒在她的线上跃动。
CREATURE_NAME_48,蕾哈特娜
CREATURE_TITLE_48,亲切的使者 蕾哈特娜
CREATURE_DESC_48,她既是乐器工坊的匠人，也是老板。\n私底下以反抗军的身分活动，并且主要以联络员的身份来行动，\n会利用亲自制作的特殊乐器发射超声波来鼓励友军或使敌人陷入混乱。
CREATURE_NAME_49,欧菲莉亚
CREATURE_TITLE_49,命运寻路者 欧菲莉亚
CREATURE_DESC_49,在大陆各个地方漂泊的表演团体「星尘」专属的占星术师，\n是魔女协会的一份子，没有和其他人一样进行巡礼，为了寻找梦中的真命天子而踏上旅程。\n操控自己周围的塔罗牌攻击远距离的敌人。
CREATURE_NAME_50,芮奎娜
CREATURE_TITLE_50,毒药商 芮奎娜
CREATURE_DESC_50,在大陆各个地方漂泊且贩卖毒物的行脚商。\n她会使用添加各种毒的风枪削弱敌人。
CREATURE_NAME_51,艾希莉卡
CREATURE_TITLE_51,太阳守护者 艾希莉卡
CREATURE_DESC_51,身为正义的天空骑士，也是消灭邪恶的剑及守护弱者的盾牌。\n为了击退毁坏物质世界的魔族们，降临到了这片大地。\n她美丽的剑及盾牌发散出光芒，保护同伴并消灭敌人。
CREATURE_NAME_52,克洛
CREATURE_TITLE_52,惩罚的子弹 克洛
CREATURE_DESC_52,曾任帝国海军长官，现在则是做着赏金猎人及终结者的工作。\n不太信任人而且愤世忌俗。他的枪根据不同的用途可以分为三种类型。
CREATURE_NAME_53,萨蜜拉
CREATURE_TITLE_53,诅咒的容器 萨蜜拉
CREATURE_DESC_53,身上蕴含三千万种诅咒的高阶魔族。\n只对经历苦痛与苦思后也不愿意屈服且展现强烈意志的人类感兴趣，\n利用堕落之弓与箭矢攻击敌人，施下诅咒折磨对手。
CREATURE_NAME_54,拉薇儿
CREATURE_TITLE_54,可爱恶灵 拉薇儿
CREATURE_DESC_54,关押无数无辜枉死的智慧生命体的灵魂所造就的幽灵。\n虽是冤屈与怨愤的结合体，但也不失纯真。\n利用它们作为幽灵的力量缓缓抽干敌人的生机。
CREATURE_NAME_55,赛莉亚
CREATURE_TITLE_55,深渊暗影 赛莉亚
CREATURE_DESC_55,狩猎非人类的超自然生物的家族－「雪朵希尔特」的第101位继承人，\n继同伴惨死在变成吸血鬼的妹妹手下后，为了帮同伴报仇，同时为了尽身为吸血鬼猎人的义务，为了处决最爱的妹妹而一路尾随来到了奥勒贝利亚。
CREATURE_NAME_56,爱儿琪
CREATURE_TITLE_56,无止尽的渴求 爱儿琪
CREATURE_DESC_56,和赛莉亚是姊妹，在过去也曾经是吸血鬼猎人的一员，\n醉心于力量的她最终杀害了分部的所有同僚，选择成为了一名吸血鬼，\n不仅如此，她还杀害了当时咬自己，也就是让自己成为吸血鬼的高层吸血鬼，进而取得他的力量。最后她抛下了唯一的生存者，也就是自己的姐姐－赛莉亚后，移居至奥勒贝利亚。
CREATURE_NAME_57,黎莉雅
CREATURE_TITLE_57,大海与暴风的女儿 黎莉雅
CREATURE_DESC_57,刚脱离幼龙的蓝龙少女，同时也是水之圣女莱雅丝的妹妹。\n虽然还是不成熟的年幼龙，但若是小看那股力量，下场可能会很惨。\n利用无止尽的水之力压制对手。
CREATURE_NAME_58,劳蒂亚
CREATURE_TITLE_58,绿洲的舞姬 劳蒂亚
CREATURE_DESC_58,埃伊纳沙漠流浪民族的舞姬。\n她的舞蹈能让对方的心融化，\n她锋利的刀会在神不知鬼不觉的状态下夺走敌人的性命。
CREATURE_NAME_59,鲁西亚司
CREATURE_TITLE_59,祝福圣者－鲁西亚司
CREATURE_DESC_59,露亚教的大祭司，同时也是芙莱儿的师兄。\n具备能让露亚的祝福降临的坚定信仰，\n只要被他施予祝福的物品都会蕴藏光的力量，在面对恶魔时不失为一项有用的利器。
CREATURE_NAME_60,克莉莎
CREATURE_TITLE_60,铁血监察官 克莉莎
CREATURE_DESC_60,使用帝国最先进魔导工学武器的魔法骑士团－维尔吉亚骑士团的团长。\n在她的指挥下，部队以立于不败之地为荣，其中特别擅长歼灭战。\n她是一名强大的骑士，能利用各种属性的光芒折磨敌人。
CREATURE_NAME_61,奈洛希思
CREATURE_TITLE_61,漆黑的傲慢 奈洛希思
CREATURE_DESC_61,操控黑暗闪电的黑龙后裔。\n由于厌恶魔族，特别是恶龙，所以四处讨伐他们。\n使用蕴含黑暗雷电的冲击锥突破敌人的防御。
CREATURE_NAME_62,史嘉蕾
CREATURE_TITLE_62,银白信念 史嘉蕾
CREATURE_DESC_62,深爱百姓的奥勒贝利亚的公主。\n是一位保护弱者，为了正义挥剑的真正骑士。\n使用让对手的魔力失效的巨剑将敌人劈成两半。
CREATURE_NAME_63,索妮亚
CREATURE_TITLE_63,深蓝飓风 索妮亚
CREATURE_DESC_63,并不隶属贤者之塔，因出众的魔法实力而深受肯定的天才。\n获得「蓝色」称号的她实际上是仿造人类创造出来的人工生命体，\n她的水晶球中发射的电击会让目标连灰烬都不剩。
CREATURE_NAME_64,阿蒂蜜雅
CREATURE_TITLE_64,光之女皇 阿蒂蜜雅
CREATURE_DESC_64,100年前和魔族交战时，从未被攻破的铁壁王国－潘特欧尼亚的公主，\n她的手杖会绽放出正义之光歼灭敌人。
CREATURE_NAME_65,米芮安
CREATURE_TITLE_65,深蓝女仆 米芮安
CREATURE_DESC_65,获得「蓝色」称号的大法师索妮亚的助手兼仆人。\n只会为了自己的好友兼雇主，情同姊妹的那个人而行动，\n利用鹰眼与卓越的分析力掌握敌人的弱点，然后投掷匕首攻击。
CREATURE_NAME_66,希娅
CREATURE_TITLE_66,梦幻旋律 希娅
CREATURE_DESC_66,以神秘的旋律治疗人们的神秘少女，\n以美丽的嗓音及高贵的魔法竖琴音色治疗人们。
CREATURE_NAME_67,卡菈
CREATURE_TITLE_67,古代文明的精华 卡菈
CREATURE_DESC_67,被遗忘的古代文明的工程法师研发的人形机器魔像。\n她的身体是古代技术的结晶，也是魔导工学的巅峰。\n是一个能利用强烈密集火力歼灭敌人的强大兵器。
CREATURE_NAME_68,倪娅
CREATURE_TITLE_68,吞噬黑暗的双眼 倪娅
CREATURE_DESC_68,率领偏远南部丛林野蛮族的年幼族长。\n继承了祖先的魔兽之血与石化魔眼，\n会在束缚敌人后进行乱刀攻击了结敌人。
CREATURE_NAME_69,艾斯克
CREATURE_TITLE_69,幻术赌徒 艾斯克
CREATURE_DESC_69,暗黑赌界中最危险的人物。\n拥有可洞察他人内心的神秘眼力。\n在被他投掷出的骰子所迷惑的瞬间，失败已成定局。
CREATURE_NAME_70,塞西莉亚
CREATURE_TITLE_70,正义赤风 塞西莉亚
CREATURE_DESC_70,极富正义感的少女，总想成为别人的支柱。\n她不会原谅折磨人类的魔族，只要用她穿着的魔导长靴就足以粉碎敌人。
CREATURE_NAME_71,凯丽泽
CREATURE_TITLE_71,赤朱的晶猫 凯丽泽
CREATURE_DESC_71,英雄概念设计比赛当选作品[87CEFA]Mochi00(JPN)[-]\n带著稀有的魔力诞生的兽人族少女。\n年幼时就被魔王军抓走，强制进行了把身体变为水晶的实验。\n得到力量后逃脱的她，利用构成身体的赤色水晶与敌人作战。
CREATURE_NAME_73,伽司
CREATURE_TITLE_73,Type.0 伽司
CREATURE_DESC_73,失去过往记忆的实验体，开始战斗后就会爆发强大力量的狂战士，\n他同时也是会毫不犹豫地破坏阻挡自己的一切的强大战斗兵器。
CREATURE_NAME_75,达卡里斯
CREATURE_TITLE_75,湖之贤者 达卡里斯
CREATURE_DESC_75,是帝国占领的艾蕾塔娜湖附近原住民蜥蜴人们的贤者。\n为了找回被武力镇压的故乡，参与了8年前反抗军的诞生。\n会利用部落传统魔法使敌人陷入混沌。
CREATURE_NAME_78,伯伦海姆
CREATURE_TITLE_78,破坏之剑 伯伦海姆
CREATURE_DESC_78,沉默的骑士、闪耀着黑色光芒的剑士、震动山脉的剑。拥有多个名号，活跃在帝国领土上的传奇佣兵。他那巨大的剑可吸收世界上的所有力量并进行单纯的破坏。
CREATURE_NAME_87,格兰薇丝
CREATURE_TITLE_87,帝国的盾牌 格兰薇丝
CREATURE_DESC_87,帝国平民出身的女骑士。\n凭借实力登上首都防卫骑士团副团长的位置，是无数平民向往的对象。\n发誓要成为守护帝国市民的坚强盾牌，是比任何人都要忠诚的骑士。
CREATURE_NAME_90,梅伊
CREATURE_TITLE_90,发财梦少女 梅伊
CREATURE_DESC_90,在奥勒贝尔王城经营综合商店的少女。\n充满活力且开朗的模样相当惹人疼爱，有人会不喜欢这样的她吗？\n会从自己的篮子里取出各种物品协助友军。
CREATURE_NAME_91,格拉帝
CREATURE_TITLE_91,竞技场猛兽 格拉帝
CREATURE_DESC_91,称霸首都奥勒贝尔竞技场的男人。\n大家都害怕站在竞技场顶端的他，且称他为竞技场猛兽。\n他的拳法能在瞬间粉碎对手。
CREATURE_NAME_92,薇若妮卡
CREATURE_TITLE_92,洞察之眼 薇若妮卡
CREATURE_DESC_92,出身于贤者之塔，重新奠定符石魔法公式的天才。\n目前不仅是奥勒贝尔的财务官，也担任着所有公会的总负责人。\n她出色的分析能力及符石魔法能束缚住敌人。
CREATURE_NAME_93,洛曼
CREATURE_TITLE_93,信赖的守卫 洛曼
CREATURE_DESC_93,把守奥勒贝尔王室的守卫者。\n若没有经过许可，谁也别想突破他的防守。\n他的长枪中涌出强大的力量可以使敌人屈服。
CREATURE_NAME_94,朱诺
CREATURE_TITLE_94,英雄的厨师 朱诺
CREATURE_DESC_94,身为奥勒贝尔最杰出的厨师之一，\n不管是高级美食还是平民小吃，没有她不会做的料理。\n她做的料理既可以治愈身体又能提升勇气。
CREATURE_NAME_95,妮琪
CREATURE_TITLE_95,残酷的监狱长 妮琪
CREATURE_DESC_95,在囚禁最凶猛怪物的奥勒贝尔的地下监牢中独自担任监狱长的粗鲁女战士。\n拥有仅次于竞技场猛兽格拉帝的实力，是怪物们恐惧的对象。\n她的强力铁球能粉碎敌人的骨头与撕裂敌人的肉，让目标变得血肉模糊。
CREATURE_NAME_96,朵莎尔妲
CREATURE_TITLE_96,纯真之风 朵莎尔妲
CREATURE_DESC_96,守护着位于艾莉朵拉王国的挑战之塔的精灵公主。\n对于古代的神器，还有那其中潜藏的力量比任何人都要熟悉。
CREATURE_NAME_97,哈奴斯
CREATURE_TITLE_97,炮火的教官 哈奴斯
CREATURE_DESC_97,在公会联合军的指挥控制中心培养联合军的最年轻的教官，是改造武器和策划战略方面的天才。\n会利用亲自制作的枪械来彻底地消灭敌人。
CREATURE_NAME_98,该隐
CREATURE_TITLE_98,不朽的新王 该隐
CREATURE_DESC_98,古代塞奇雷奈尔王国的伟大新王。\n他把自己的灵魂牵绊在沙漠上，只要沙漠存在就能保证他永恒不灭。\n通过念力可自由操纵象征新王权利的环刃攻击敌人。
GETHERO_DESC_1,能拯救世界的圣剑埃亚选择的勇者，挥舞圣剑击败敌人，透过圣剑的力量能强化自己。
GETHERO_DESC_2,凯瑟的青梅竹马，同时也是供奉女神的神官。利用光之力治愈和保护我军，还能藉由女神的祝福增强魔力与魔法抵抗力。
GETHERO_DESC_3,来自法师聚集地－红色之塔的一位精明灵巧的小姐，利用强大的火焰魔法在让多数敌人当中燃起火花，进而引爆火苗造成更大的伤害。
GETHERO_DESC_4,有着不为人知的过去且前一份工作是刺客。对单一对象能发挥强大的杀伤力，能避开敌人的视线不断发动猛攻与蹂躏对方。
GETHERO_DESC_5,居住在酷寒雪原地带的野蛮人王国的战士。强大的吶喊声能降低敌人的士气，如同暴风般贯穿敌阵。
GETHERO_DESC_6,过去狩猎无数巨龙的矮人族王，同时也是名英雄豪杰。利用小小身躯爆发的强大力量挥动盾破坏阵型，以强力的一击终结敌人的生命。
GETHERO_DESC_7,精通机械工学的白化哥布尔。使用巨大火枪造成爆炸性伤害，利用特制弹药妨碍敌人且造成致命伤。
GETHERO_DESC_8,长期以来守护天风族的酋长。使用风和天空的力量消灭敌人，召唤强大的闪电麻痹敌人，赋予我军风的祝福并治愈他们。
GETHERO_DESC_9,一心只想追求乐趣的残忍恶魔。使用巨大镰刀夺取敌人的灵魂，也会突然现身在敌阵当中斩杀周围的所有敌人。
GETHERO_DESC_10,守护神圣之森的精灵族公主。蕴含月光之力的箭矢会依照她的意志追击敌人，蕴含风之力的箭矢会成为她的力量射穿敌人。
GETHERO_DESC_11,过去曾赐予祝福给拯救世界的英雄的圣女。充满憎恨的诅咒乌鸦会对敌人发射尖锐的羽毛，并且破坏敌人的阵型。
GETHERO_DESC_12,遭受诅咒而变成年幼少女的传说中的海贼。能利用从船舰上拆下的大炮精准射中敌人。
GETHERO_DESC_13,先前魔王入侵时曾加入人类联军的精灵族德鲁伊。与大自然产生共鸣，透过树木攻击敌人。
GETHERO_DESC_14,操控装甲怪兽的冷酷猎人。利用回转的回旋镖切断敌人退路，藉由装甲怪兽强大的咬合力无情地撕裂敌人。
GETHERO_DESC_15,凯瑟的义兄，同时也是正式的骑士。如同钢铁般坚强的他会在前线保护我军，人们说他抵挡敌人攻击且压制敌人的英姿就像是坚固的堡垒一样。
GETHERO_DESC_16,可利用灵魂之灯引导灵魂的兽人族。借助灵魂的力量治愈我军，也会利用灵魂妨碍敌人和补充魔力。
GETHERO_DESC_17,从影子中狩猎敌人的黑暗精灵。他的报复之弩在黑暗中射穿敌人。
GETHERO_DESC_18,使用轻盈单手剑的佣兵。藉由敏捷的身手避开敌人的攻击，利用如同光一般的速度击倒敌人。
GETHERO_DESC_19,受冰龙诅咒获得力量的法师。使用强大冰魔法冻结敌人是其主要技能。
GETHERO_DESC_20,使用巨大长矛与盾牌的守护骑士。利用如同要塞般的坚强挡住敌人的攻击，使用巨大的长矛击败敌人。
GETHERO_DESC_21,专门使用拳套近距离战斗的鹰身人族。穿梭在敌阵当中肆意蹂躏敌人，使用强烈的连续攻击粉碎敌人。
GETHERO_DESC_22,来自酷寒环境的帝国狙击手。无论在何种状况下都能冷静瞄准敌人，只要集中精神就能变得更强。
GETHERO_DESC_23,操控魔王军熔岩的恶魔骑士。让敌人承受无止尽的苦痛，利用如同花岗岩般的坚强体魄承受攻击后击倒敌人。
GETHERO_DESC_24,自由奔放但信仰虔诚的露亚教团牧师。一边使用能让我军回复且攻击敌人的神圣爆发，同时保护我军。
GETHERO_DESC_25,过去曾和魔王军战斗，但后来变成不死族的少女。拖着自己沉睡的棺材行动，对敌人留下死亡标志，藉此回复自己。
GETHERO_DESC_26,奥勒贝利亚的贵族千金。贤者之塔首屈一指的天才，获得「紫色」的称号。利用华丽的阳伞发射强大魔力炮穿破敌人。
