KEY,Portuguese
Sub1_Prisila_2_1_71,"Desde o princípio, ele nos enviou na esperança de nos matar..."
Sub1_Prisila_2_1_72,"Droga, essas coisas não vão parar de vir...?"
Sub1_Prisila_2_1_73,"Os soldados tiraram a poeira das calças ao se levantarem,"
Sub1_Prisila_2_1_74,mas as suas mãos estavam ligeiramente trêmulas.
Sub1_Prisila_2_1_75,Priscilla estava de pé diante deles
Sub1_Prisila_2_1_76,e começou a falar em um tom suave.
Sub1_Prisila_2_1_77,Obrigada por tudo o que fizeram.
Sub1_Prisila_2_1_78,O que está dizendo?
Sub1_Prisila_2_1_79,Você tem que se recompor.
Sub1_Prisila_2_1_80,Ela não está zonza por estar coberta de sangue?
Sub1_Prisila_2_1_81,"Eu sei, também não gosto do sangue daqueles Demônios."
Sub1_Prisila_2_1_82,"Acho que estou com febre, também."
Sub1_Prisila_2_1_83,"Ei, chega de enrolação e vá pegar um pouco de água."
Sub1_Prisila_2_1_84,Parece que há muitos deles desta vez.
Sub1_Prisila_2_1_85,Eles não são um problema contanto que você não faça nada estúpido.
Sub1_Prisila_2_1_86,Ha ha. Olha só de quem é o ego que cresceu mais rápido que as habilidades!
Sub1_Prisila_2_1_87,...
Sub1_Prisila_2_1_88,"Tenente, aqui, um pouco de água."
Sub1_Prisila_2_1_89,Obrigada.
Sub1_Prisila_2_1_90,O sangue é lavado à medida em que Priscilla despeja água sobre sua cabeça.
Sub1_Prisila_2_1_91,"A água corre pelos seus cabelos e desce pelo seu pescoço,"
Sub1_Prisila_2_1_92,revelando sua pele branca.
Sub1_Prisila_2_1_93,Uau...
Sub1_Prisila_2_1_94,"Priscilla, em aparência, era uma deusa reencarnada no campo de batalha."
Sub1_Prisila_2_1_95,Não se preocupe. Tudo ficará bem.
Sub1_Prisila_3_1_1,!?
Sub1_Prisila_3_1_2,Aliados?!
Sub1_Prisila_3_1_3,Movam-se! Eles não são...
Sub1_Prisila_3_1_4,Grrrr.
Sub1_Prisila_3_1_5,Ugh!
Sub1_Prisila_3_1_6,O q-que é isto!?
Sub1_Prisila_3_1_7,Rá!
Sub1_Prisila_3_1_8,Crás!
Sub1_Prisila_3_1_9,Uh!
Sub1_Prisila_3_2_1,Um sobrevivente?
Sub1_Prisila_3_2_2,"Mova-se, você está no caminho."
Sub1_Prisila_3_2_3,!?
Sub1_Prisila_3_2_4,"Mova-se, você está no caminho."
Sub1_Prisila_3_2_5,...
Sub1_Prisila_3_3_1,Ela os enterrou
Sub1_Prisila_3_3_2,para que não fossem comidos pelos corvos.
Sub1_Prisila_3_3_3,"Prometendo retornar algum dia,"
Sub1_Prisila_3_3_4,Priscilla enterrou todos eles.
Sub1_Prisila_3_3_5,Eram seus homens?
Sub1_Prisila_3_3_6,"Bem, foi uma pergunta estúpida, afinal."
Sub1_Prisila_3_3_7,É o Projeto Cavaleiros Malignos.
Sub1_Prisila_3_3_8,... Eu sei.
Sub1_Prisila_3_3_9,... Você sabe?
Sub1_Prisila_3_3_10,Entendo. Então fizeram isso para calar você.
Sub1_Prisila_3_3_11,(Uma alabarda gigante... Então esta é a Tormenta de Orvelia. Uma mulher tão jovem...)
Sub1_Prisila_3_3_12,Não vou perguntar como você sabe.
Sub1_Prisila_3_3_13,Mas compartilhe qualquer informação que tiver.
Sub1_Prisila_3_3_14,Por que eu deveria?
Sub1_Prisila_3_3_15,Essas coisas vão continuar acontecendo.
Sub1_Prisila_3_3_16,"Primeiro em vastos campos de batalha onde qualquer um pode morrer,"
Sub1_Prisila_3_3_17,"depois em pequenas batalhas,"
Sub1_Prisila_3_3_18,e então em qualquer lugar. O único objetivo deles é o de tirar vidas.
Sub1_Prisila_3_3_19,"E, no fim, você terá que brandir a sua lâmina contra aqueles que jurou proteger."
Sub1_Prisila_3_3_20,Tenho certeza que você já entende isso agora.
Sub1_Prisila_3_3_21,...
Sub1_Prisila_3_3_22,... Quem é você?
Sub1_Prisila_3_3_23,Contar-lhe isso não vai trazer nada de bom. Então não pergunte.
Sub1_Prisila_3_3_24,"Nunca vi uma arma assim, nem uma única vez durante o meu tempo no exército."
Sub1_Prisila_3_3_25,Um amigo excêntrico a fez como um experimento.
Sub1_Prisila_3_3_26,E esse traje... Você é do império?
Sub1_Prisila_3_3_27,...
Sub1_Prisila_3_3_28,Desista da sua vingança. Eles não vão se abalar com uma única pessoa.
Sub1_Prisila_3_3_29,Você não está sozinho também?
Sub1_Prisila_3_3_30,Humanos sem nada a perder são diferentes...
Sub1_Prisila_3_3_31,Tudo com o que eu me importo também foi perdido aqui.
Sub1_Prisila_3_3_32,"Não, você e eu somos de naturezas diferentes. Você é uma daquelas pessoas cuja missão é proteger."
Sub1_Prisila_3_3_33,...
Sub1_Prisila_3_3_34,"Você sabe que não pode esperar que o exército faça algo aqui, não sabe?"
Sub1_Prisila_3_3_35,Eu sou a última pessoa que esperaria algo daqueles cretinos.
Sub1_Prisila_3_3_36,Rá. Ótimo.
Sub1_Prisila_3_3_37,Este lugar já se tornou o laboratório deles.
Sub1_Prisila_3_3_38,Vou lhe mostrar a forma de sair. Pegue os seus homens e saia deste lugar.
Sub1_Prisila_3_3_39,"Mas, antes, você terá que me dizer o que sabe sobre os Cavaleiros Malignos."
Sub1_Prisila_3_3_40,"Eu contei-lhe tudo,"
Sub1_Prisila_3_3_41,"todas as coisas que ouvi e presenciei,"
Sub1_Prisila_3_3_42,a forma com que denunciei a injustiça que reinava no exército
Sub1_Prisila_3_3_43,e como eu e meus homens fomos encurralados em uma situação letal.
Sub1_Prisila_3_3_44,O homem ouviu minha história em silêncio.
Sub1_Prisila_3_3_45,"E, após dar uma resposta simples à minha última pergunta,"
Sub1_Prisila_3_3_46,ele voltou a desaparecer no campo de batalha.
Sub1_Prisila_3_3_47,"Eu vou me vingar,"
Sub1_Prisila_3_3_48,e aqueles que tomaram o meu mundo pagarão o preço.
Sub1_Prisila_3_3_49,"O tribunal declara a réu culpada de abuso de autoridade,"
Sub1_Prisila_3_3_50,"de acordo com o Artigo 1, Inciso 23 do Código Penal Militar, por ter forçado seus soldados a lutar em batalha."
Sub1_Prisila_3_3_51,"O tribunal também declara a réu culpada por insubordinação,"
Sub1_Prisila_3_3_52,"de acordo com o Artigo 2, Inciso 3 do Artigo de Segurança Nacional do Código Penal Militar,"
Sub1_Prisila_3_3_53,por ter conspirado com forças inimigas para semear desconfiança dentro do exército.
Sub1_Prisila_3_3_54,"Tenente Priscilla, a única punição adequada seria a morte,"
Sub1_Prisila_3_3_55,"mas, em reconhecimento a todas as vitórias que você trouxe ao país,"
Sub1_Prisila_3_3_56,pelo fato de você ter renunciado ao seu cargo por arrependimento
Sub1_Prisila_3_3_57,e principalmente pelo fato de o Rei Veroglance Segundo de Orvelia
Sub1_Prisila_3_3_58,"ter-lhe garantido misericórdia, você será destituída da sua autoridade e será banida do país."
Sub1_Prisila_4_1_1,Anos se passaram desde que o sacrifício do Rei Kyle e a Espada Sagrada da Deusa Lua
Sub1_Prisila_4_1_2,"trouxeram vitória aos humanos contra os Demônios,"
Sub1_Prisila_4_1_3,mas o país estava ficando cada dia mais louco.
Sub1_Prisila_4_1_4,Louco ao ponto de o país inteiro estar atrás da vida de uma garotinha.
Sub1_Prisila_4_1_5,Essa menina é a única esperança da nossa família.
Sub1_Prisila_4_1_6,Essa menina precisa chegar à Torre dos Feiticeiros para que você e nós sobrevivamos.
Sub1_Prisila_4_1_7,"Sim, o poder é sempre o problema."
Sub1_Prisila_4_1_8,Tap-tap-tap!
Sub1_Prisila_4_1_9,Crááás!
Sub1_Prisila_4_1_10,Crás!
Sub1_Prisila_4_1_11,Crás!!
Sub1_Prisila_4_2_1,Rááááááá!!!
Sub1_Prisila_4_2_2,O inimigo parece ter ficado mais forte desde o último encontro.
Sub1_Prisila_4_2_3,"Eu normalmente teria conseguido lidar com a situação com facilidade,"
Sub1_Prisila_4_2_4,mas foi difícil até mesmo segurar a alabarda.
Sub1_Prisila_4_2_5,!?
Sub1_Prisila_4_2_6,Uh... Uh... Rááá!
Sub1_Prisila_4_2_7,Priscilla Le Aviutz?
Sub1_Prisila_4_2_8,E... Hum... Um guerreiro descontrolado?
Sub1_Prisila_4_2_9,Uh...
Sub1_Prisila_4_2_10,"O guerreiro descontrolado chorou em frente ao homem,"
Sub1_Prisila_4_2_11,mas não fez nada além disso.
Sub1_Prisila_4_2_12,"Bem, ele não era capaz de fazer."
Sub1_Prisila_4_2_13,Poder esmagador?
Sub1_Prisila_4_2_14,Um medo forte o bastante para fazer as pernas tremerem?
Sub1_Prisila_4_2_15,Não era algo assim.
Sub1_Prisila_4_2_16,"Era como se os olhos dele estivessem penetrando a casca exterior,"
Sub1_Prisila_4_2_17,observando minuciosamente o que não era para ser visto.
Sub1_Prisila_4_2_18,Era o tipo de olhar que faz a pessoa se sentir completamente nua e impotente.
Sub1_Prisila_4_2_19,Certo. Você não tem nada para falar comigo. Vá embora.
Sub1_Prisila_4_2_20,Q-quê?
Sub1_Prisila_4_2_21,Só estou dizendo que eu não fiz um buraco no chão.
Sub1_Prisila_4_2_22,Eu só o tirei do caminho para que a gente não seja interrompido.
Sub1_Prisila_4_2_23,... Quem é você?
Sub1_Prisila_4_2_24,Apenas um feiticeiro comum que gosta de viajar.
Sub1_Prisila_4_2_25,"Desculpe, mas você é o feiticeiro menos comum que eu já vi."
Sub1_Prisila_4_2_26,"Bem, caso você se sinta hostil,"
Sub1_Prisila_4_2_27,não estou aqui para abatê-la.
Sub1_Prisila_4_2_28,Então o que traz você aqui?
Sub1_Prisila_4_2_29,Recebi um pedido e vim cuidar disso.
Sub1_Prisila_4_2_30,"Nesse momento, ele pegou um pequeno envelope."
Sub1_Prisila_4_2_31,Acho que deveríamos lidar com aquele pessoal ali antes de começarmos a conversar.
Sub1_Prisila_4_2_32,Olha aquela criatura horrenda que eles mandaram.
Sub1_Prisila_4_2_33,É possível um humano ter tanto poder assim...?
Sub1_Prisila_4_2_34,"Eu sei, posso ser bem encantador."
Sub1_Prisila_4_2_35,"Agora, vamos voltar à questão."
Sub1_Prisila_4_2_36,O envelope de papel de alta qualidade
Sub1_Prisila_4_2_37,e o selo vermelho elegante nele estampado significava que era uma mensagem de um nobre.
Sub1_Prisila_4_2_38,"Era estranho, já que eu não conhecia ninguém da nobreza"
Sub1_Prisila_4_2_39,que me escreveria uma carta.
Sub1_Prisila_4_2_40,...
Sub1_Prisila_4_2_41,As sobrancelhas de Priscilla se ergueram enquanto ela lia a mensagem.
Sub1_Prisila_4_2_42,Ela olhou diretamente para o homem.
Sub1_Prisila_4_2_43,O que é isto...?
Sub1_Prisila_4_2_44,"Eu sei, mas é sério."
Sub1_Prisila_4_2_45,Sem chance.
Sub1_Prisila_4_2_46,"Tsc, como eu imaginava."
Sub1_Prisila_4_2_47,...
Sub1_Prisila_4_2_48,Eu sei que parece ridículo.
Sub1_Prisila_4_2_49,Pedir uma antiga oficial militar de Orvelia – uma das mais jovens reconhecidas pelos cabeças do exército – para trabalhar como criada
Sub1_Prisila_4_2_50,soa bastante como uma piada de mal gosto. Mesmo sendo a renomada família Daphnel de Orvelia que está pedindo...
Sub1_Prisila_4_2_51,Eu também ficaria sem palavras.
Sub1_Prisila_4_2_52,...
Sub1_Prisila_4_2_53,"Bem, como você pode imaginar,"
Sub1_Prisila_4_2_54,criada é apenas um título que você precisa para ficar o mais próximo possível de quem deve proteger.
Sub1_Prisila_4_2_55,"Você será uma barreira contra o mais importante indivíduo do Projeto Cavaleiros Malignos, a fonte de todos os seus problemas."
Sub1_Prisila_4_2_56,"Além disso, se você se tornar parte da família Daphnel, será bem mais difícil para eles se livrarem de você."
Sub1_Prisila_4_2_57,Bobagem.
Sub1_Prisila_4_2_58,... Certo. Direi ao meu cliente que você recusou.
Sub1_Prisila_4_2_59,"O homem pegou a carta de Priscilla, queimou-a e deu meia-volta."
Sub1_Prisila_4_2_60,Então vá em frente e comece os seus dias lidando com aqueles que estão atrás da sua vida.
Sub1_Prisila_4_2_61,Priscilla. Quanto tempo faz desde que você deixou o exército?
Sub1_Prisila_4_2_62,Cerca de um mês? Houve sequer uma única noite em que você de fato teve paz?
Sub1_Prisila_4_2_63,...
Sub1_Prisila_4_2_64,13 anos de idade.
Sub1_Prisila_4_2_65,...?
Sub1_Prisila_4_2_66,A amada filha da família Daphnel...
Sub1_Prisila_4_2_67,"Se essa garota cair nas mãos deles, o mana quase infinito dentro dela será drenado ao limite"
Sub1_Prisila_4_2_68,até ela definhar.
Sub1_Prisila_4_2_69,"Um destino nobre, porém, triste..."
Sub1_Prisila_4_2_70,Um breve momento de desatenção levaria à vida de uma garotinha ser consumida como material de experimentos.
Sub1_Prisila_4_2_71,Não há tempo.
Sub1_Prisila_4_2_72,Já começaram a se movimentar.
Sub1_Prisila_4_3_1,Uma brisa sopra para carregar o aroma de café quente pelo ar.
Sub1_Prisila_4_3_2,"O sol está quente, minha senhora."
Sub1_Prisila_4_3_3,Uma sombrinha de aparência cara bloqueia o sol.
Sub1_Prisila_4_3_4,Não vou morrer por conta desta quantidade de sol.
Sub1_Prisila_4_3_5,Uma mocinha de cabelos louros presos num coque
Sub1_Prisila_4_3_6,olhou para a sua criada enquanto o sol quente era bloqueado da sua visão.
Sub1_Prisila_4_3_7,Uma moça não deve encarar o sol assim.
Sub1_Prisila_4_3_8,Tsc. Pedante.
Sub1_Prisila_4_3_9,Uma moça não deve usar essas palavras.
Sub1_Prisila_4_3_10,Humpf!
Sub1_Prisila_4_3_11,"Ela bufou,"
Sub1_Prisila_4_3_12,mas parecia uma irmã mais nova mimada demonstrando sua frustração em relação à irmã mais velha.
Sub1_Prisila_4_3_13,Priscilla sorriu em silêncio e olhou para a garotinha.
Sub1_Prisila_4_3_14,Minha senhora.
Sub1_Prisila_4_3_15,Hum?
Sub1_Prisila_4_3_16,Estou muito feliz agora. Quero estar ao seu lado enquanto eu puder.
Sub1_Prisila_4_3_17,"É claro! Você ficará comigo para sempre, Priscilla!!"
Sub1_Prisila_4_3_18,Uma moça não deve falar tão alto.
Sub1_Prisila_4_3_19,"Ah, vai!"
Sub1_Prisila_4_3_20,O sorriso de Priscilla se alargou ao ouvir as reclamações da garota.
Sub1_Prisila_4_3_21,"Enquanto olhava o sol vermelho e o céu azul,"
Sub1_Prisila_4_3_22,ela se lembrou do último momento em que viu o homem e seu olho estranho.
Sub1_Prisila_4_3_23,Vou lhe fazer uma pergunta. Por que eu?
Sub1_Prisila_4_3_24,Porque a sua coragem de sacrificar tudo para defender a justiça foi considerada algo digno de confiança.
Sub1_Prisila_4_3_25,Por quem?
Sub1_Prisila_4_3_26,"Bem, ha ha..."
Sub1_Prisila_5_1_1,Você pode sair agora.
Sub1_Prisila_5_1_2,Eu não queria lhe interromper durante uma conversa tão importante.
Sub1_Prisila_5_1_3,Você recupera a sua forma verdadeira na lua cheia.
Sub1_Prisila_5_1_4,Apenas por um dia.
Sub1_Prisila_5_1_5,Poderei recuperar meu verdadeiro poder daqui alguns anos.
Sub1_Prisila_5_1_6,Então você está aqui. Isso significa que deixou o orfanato dos Bárbaros
Sub1_Prisila_5_1_7,ou é por causa das duas irmãs da família Shadow Hilt?
Sub1_Prisila_5_1_8,Parece que você realmente sabe de tudo que acontece no mundo.
Sub1_Prisila_5_1_9,"Bem, eu sou bastante curioso."
Sub1_Prisila_5_1_10,"Bom, pode-se dizer que estou aqui por ambos os motivos."
Sub1_Prisila_5_1_11,"Você deve saber por que estou aqui, não é?"
Sub1_Prisila_5_1_12,Que homem peculiar.
Sub1_Prisila_5_1_13,Nem mesmo eu consigo descobrir quem você é.
Sub1_Prisila_5_1_14,"Você não é um Anjo nem um Demônio... Você se parece um humano, mas há algo estranho a seu respeito."
Sub1_Prisila_5_1_15,"Bem, espero que isso não lhe deixe desconfortável."
Sub1_Prisila_5_1_16,Ha ha. Não consigo nem distinguir a sua idade.
Sub1_Prisila_5_1_17,Acho que você acabou de ver o que aconteceu.
Sub1_Prisila_5_1_18,Sim.
Sub1_Prisila_5_1_19,A criatura que foi criada pela sabedoria de humanos amaldiçoados e pelo sangue da sua espécie...
Sub1_Prisila_5_1_20,Projeto Cavaleiros Malignos.
Sub1_Prisila_5_1_21,Alguns planos deles infringem as leis da natureza.
Sub1_Prisila_5_1_22,"A sabedoria humana é um tesouro, mas também uma maldição."
Sub1_Prisila_5_1_23,"Foi a sabedoria dos humanos, motivados pela ganância, que abriu o portão para o mundo dos Demônios 100 anos atrás."
Sub1_Prisila_5_1_24,"Também foram os humanos que exploraram o poder dos Demônios, os predadores, para criar aqueles seres abomináveis."
Sub1_Prisila_5_1_25,"Esses humanos não eram para existir, vivendo contra o fluxo do tempo."
Sub1_Prisila_5_1_26,Ninguém sabe dizer quantas vezes os desastres do passado se repetirão.
Sub1_Prisila_5_1_27,Eles já não estão brincando de deus ao tentar criar a vida?
Sub1_Prisila_5_1_28,Você não disse que era apenas um observador 100 anos atrás?
Sub1_Prisila_5_1_29,Ainda sou. Eu mesmo nunca lido com os problemas.
Sub1_Prisila_5_1_30,O que estou fazendo agora é apenas realizando um pedido de entrega.
Sub1_Prisila_5_1_31,Sou apenas um mensageiro neste mundo.
Sub1_Prisila_5_1_32,Responder àqueles que precisam dos meus serviços também é seguir a ordem do mundo.
Sub1_Prisila_5_1_33,"A garota que Priscilla Le Aviutz deve proteger tem um papel fundamental no Projeto Cavaleiros Malignos,"
Sub1_Prisila_5_1_34,com a enorme quantidade de mana que possui fluindo dentro de si.
Sub1_Prisila_5_1_35,"A produção em massa de Cavaleiros Malignos é impossível sem ela nas mãos deles,"
Sub1_Prisila_5_1_36,o que significa que eles terão mais dificuldade em romper o equilíbrio deste mundo.
Sub1_Prisila_5_1_37,Manter o equilíbrio é o que você realmente almeja?
Sub1_Prisila_5_1_38,Não. O que eu almejo é deixar que a natureza siga o seu rumo. Acho que isso é exatamente o que eu estou fazendo.
Sub1_Prisila_6_1_1,Você não deveria responder a uma carta tão suspeita.
Sub1_Prisila_6_1_2,"Você não precisava ter vindo, minha senhora. É a mim que eles queriam."
Sub1_Prisila_6_1_3,"O que diz respeito a você também diz respeito a mim, Priscilla."
Sub1_Prisila_6_1_4,"Se é de 4 anos atrás, é relacionado a mim também."
Sub1_Prisila_6_1_5,"Certo. Mas, se algo acontecer, fique atrás de mim."
Sub1_Prisila_6_1_6,Então é mesmo uma armadilha.
Sub1_Prisila_6_1_7,Mas a marca parecia verdadeira.
Sub1_Prisila_6_1_8,Priscilla. Isso não a lembra dos velhos tempos?
Sub1_Prisila_6_1_9,Tudo ficará bem.
Sub1_Prisila_6_1_10,Ha ha...
Sub1_Prisila_6_1_11,Sim. Tudo ficará bem.
Sub1_Prisila_6_1_12,Pare!
Sub1_Prisila_6_1_13,Como ousa agredir uma garotinha
Sub1_Prisila_6_1_14,e sua pequena cri...?
Sub1_Prisila_6_1_15,"Ei, você nem consegue terminar a frase?"
Sub1_Prisila_6_1_16,"Como um cavaleiro, eu não vou deixar isso para lá!"
Sub1_Prisila_6_1_17,...
Sub1_Prisila_6_1_18,Vamos!
Sub1_Prisila_6_1_19,Ufa. Esta jornada foi longa.
Sub1_Prisila_6_1_20,Parece que não deveríamos ter nos intrometido.
Sub1_Prisila_6_1_21,"Não, vocês realmente nos ajudaram."
Sub1_Prisila_6_1_22,Aquela alabarda...
Sub1_Prisila_6_1_23,Ha ha! É o dever que juramos como cavaleiros.
Sub1_Prisila_6_1_24,Seu estúpi... Eles não precisavam de você!
Sub1_Prisila_6_1_25,Como eu poderia simplesmente ignorar uma cena tão horrível?
Sub1_Prisila_6_1_26,Desculpe por não ter me apresentado. Meu nome é...
Sub1_Prisila_6_1_27,"Demia, líder dos Cavaleiros Guardiões."
Sub1_Prisila_6_1_28,"E Clause, Cavaleiro Guardião."
Sub1_Prisila_6_1_29,Você nos conhece?
Sub1_Prisila_6_1_30,Ela é aquela que costumavam chamar de Alabarda da Tormenta no exército de Orvelia.
Sub1_Prisila_6_1_31,A Alabarda da Tormenta... Tenente Priscilla...? Mas ela foi acusada de rebel...
Sub1_Prisila_6_1_32,Foi uma acusação falsa.
Sub1_Prisila_6_1_33,!?
Sub1_Prisila_6_1_34,Priscilla Le Aviutz...
Sub1_Prisila_6_1_35,"Quatro anos atrás, eu convenci meu pai a reduzir a pena dela,"
Sub1_Prisila_6_1_36,antes de terem cegado os olhos dele.
