KEY,"Thai"
CREATURE_DESC_24,"นักบวชที่เป็นอิสระจากประสงค์แห่ง Lua, เขาใช้ระเบิดศักดิ์สิทธิ์เพื่อปกป้องพวกพ้อง, ซึ่งมันสามารถที่จะฮีลให้กับพันธมิตรและสร้างความเสียหายให้กับศัตรูภายในครั้งเดียว"
CREATURE_NAME_25,"Jane"
CREATURE_TITLE_25,"Jane ซอมบี้สาว"
CREATURE_DESC_25,"หญิงสาวที่เคยสู้รบกับเหล่าอันเดทจนตัวตายกลายเป็นผีดิบ\nเธอลากโรงศพที่บรรจุร่างของเธอไปมา\nเธอสร้างเครื่องหมายแห่งความตายไว้ที่ศัตรูแล้วฟื้นฟูพลังชีวิตตัวเอง"
CREATURE_NAME_26,"Aisha"
CREATURE_TITLE_26,"Aisha เจ้าหญิงสีม่วง"
CREATURE_DESC_26,"ธิดาของชนชั้นสูงซึ่งมีเชื้อสายเดิมจาก Orvelia อัจฉริยบุคคลที่ได้รับการยอมรับจากหอคอยนักปราชญ์ ได้รับพระราชทานนามว่า ‘สีม่วง’ยิงลูกปืนเวทที่พลังแข็งแกร่งจากร่มที่งดงามทะลุผ่านศัตรู"
CREATURE_NAME_27,"Leo"
CREATURE_TITLE_27,"Leo อาลักษณ์อมตะ"
CREATURE_DESC_27,"อาลักษณ์แห่งหอสมุดหลวงของ Orvelia \n เขียนอักขระรักษาพันธมิตรและลบล้างเวทที่ส่งเสริมของศัตรู"
CREATURE_NAME_28,"Fluss"
CREATURE_TITLE_28,"Fluss ดาบพลิ้วไหว"
CREATURE_DESC_28,"รองหัวหน้าอัศวินกองราชองครักษ์ที่สังกัดโดยตรงต่อองค์จักรพรรดิ์ \n มีฝีมือดาบความเร็วสูงที่ฟันได้กระทั้งเวทมนตร์ \n สามารถโจมตีศัตรูที่แข็งแกร่งที่สุดก่อนเป็นอันดับแรกได้"
CREATURE_NAME_29,"Luna"
CREATURE_TITLE_29,"Luna บุตรแห่งแสงจันทร์"
CREATURE_DESC_29,"เด็กน้อยนิรนามที่พกหนังสติ๊กขนาดเท่ากับตัวเองไปไหนมาไหน \n ลูกกระสุนที่ยิ่งออกจากหนังสติ๊กยักษ์ยิ่งไปไกลยิ่งแข็งแกร่งขึ้น"
CREATURE_NAME_30,"Laias"
CREATURE_TITLE_30,"Laias นักบวชศักดิ์สิทธิ์แห่งน้ำ"
CREATURE_DESC_30,"นักบวชหญิงแห่งน้ำผู้ปกป้องโอเอซิสแห่งทะเลทราย Aegina \n เป็นมังกรน้ำผู้เมตตาที่มีชีวิตมาอย่างยาวนาน \n น้ำที่เธอควบคุมมีพลังแห่งรักษาที่แข็งแกร่ง"
CREATURE_NAME_31,"Arch"
CREATURE_TITLE_31,"Arch ลูกธนูบริสุทธิ์"
CREATURE_DESC_31,"เผ่าเทพชั้นสูงที่จุติมาเพื่อหยุดยั้งพวกปีศาจที่สร้างความวุ่นวายบนโลก ลงทัณฑ์ศัตรูกลางอากาศด้วยธนูแห่งแสง"
CREATURE_NAME_32,"Lewisia"
CREATURE_TITLE_32,"สายเลือดอันสูงศักดิ์ของเวอร์มิลเลียน Lewisia"
CREATURE_DESC_32,"เจ้าหญิงแวมไพร์ที่ต่อสู้ร่วมกับฮีโร่ในสงครามเมื่อ 100 ปีที่แล้ว เธอเป็นแวมไพร์สายเลือดแท้แต่ยังต้องฟื้นตัวจากการใช้พลังในสงครามในอดีต โจมตีศัตรูด้วยพลังของการควบคุมเลือดและเหล่าสมุน"
CREATURE_NAME_33,"Nyx"
CREATURE_TITLE_33,"ดาบทะลุมิติ"
CREATURE_DESC_33,"นักเวทย์แห่งประตูมิติ\nโจมตีศัตรูด้วยดาบกว่าพันเล่มที่ออกมาจากประตูมิติ"
CREATURE_NAME_34,"Annette"
CREATURE_TITLE_34,"นักประดิษฐ์แห่งวังหลวง"
CREATURE_DESC_34,"นักประดิษฐ์ที่ฝันอยากให้คนธรรมดาใช้เวทย์มนตร์ได้\nเธอใช้หุ่นยนต์ประดิษฐ์ที่เธอสร้างขึ้นเป็นอาวุธ"
CREATURE_NAME_35,"Mitra"
CREATURE_TITLE_35,"หมาป่าสีเงิน Mitra"
CREATURE_DESC_35,"เขาถูกเรียกอีกชื่อว่าเสียงเพลงแห่งความบ้าคลั่งสีเงิน เป็นชายผู้ไร้ความปราณี ไม่มีความรับผิดชอบต่อคนอื่น แต่เมื่อการต่อสู้เริ่มขึ้น เขากลายมาเป็นหมาป่าที่จับตัวไม่ได้ เขาเปลี่ยนสนามรบให้กลายเป็นลานประหารชั้นดี"
CREATURE_NAME_36,"Ricardo"
CREATURE_TITLE_36,"การพิพากษาของ Lua, Ricardo"
CREATURE_DESC_36,"ฮีโร่ใจกล้าที่ปกป้องโลกมนุษย์จากเหล่าปีศาจมาเป็นเวลานาน โจมตีศัตรูด้วยเสาที่ได้รับพรจากเทพธิดา"
CREATURE_NAME_37,"Tanya"
CREATURE_TITLE_37,"เพลงดาบแห่งความเงียบ\nTanya"
CREATURE_DESC_37,"นักฆ่าชั้นสูงใส่หน้ากากยิ้มซึ่งเป็นเพื่อนกับ Roi\nเธอเป็นเหมือนผู้เก็บกวาดในองค์กร และหน้าที่ของเธอก็คือการปริดชีวีตผู้ทรยศ.\nเธอมักจัดการศัตรูอย่างเงียบและเฉียบขาดโดยศัตรูยังไม่ทันรู้ตัว"
CREATURE_NAME_38,"Ezekiel"
CREATURE_TITLE_38,"เลือดต้องคำสาป Ezekiel"
CREATURE_DESC_38,"ลูกครึ่งเผ่าปีศาจและมนุษย์ที่สาปแช่งชีวิตของตัวเอง\nทำลายศัตรูให้แหลกเป็นชิ้นๆด้วยการหมุนแขนขวาที่มีเลือดปีศาจเข้มข้นไหลเวียนอยู่"
CREATURE_NAME_39,"Cassandra"
CREATURE_TITLE_39,"สายลมน่าหลงใหล Cassandra"
CREATURE_DESC_39,"หญิงสาวอันตรายเจ้าของ Gold Bar สาวผู้มีเสน่ห์สมฉายาแบดเกิร์ลที่มีความอีโรติค, เซ็กซี่ตั้งแต่แรกพบ\nเธอส่งกำลังให้พันธมิตรของเธอด้วยท่าเต้นที่ยั่วยวน"
CREATURE_NAME_40,"Theo"
CREATURE_TITLE_40,"อัศวินแห่งความภักดี Theo"
CREATURE_DESC_40,"อัศวินที่ 1 แห่งราชอาณาจักรเกรย์ที่ล่มสลายและผู้ที่เดินทางรอบโลกเพื่อตามหาเจน นายหญิงของตัวเองที่หายไป\nหอกคู่ที่มีพลังที่ร้ายแรงของเขานั้นไม่มีแม้แต่ความปรานี\nเมื่อมีปีศาจปรากฏกายอยู่ข้างหน้า"
CREATURE_NAME_41,"Mediana"
CREATURE_TITLE_41,"แพทย์อันตราย Mediana"
CREATURE_DESC_41,"ผู้สืบทอดวิชาการแพทย์ที่ใช้รักษาผู้คนในยุคที่นักบวชขาดแคลน\nเธอใช้เข็มฉีดยายักษ์ในการฉีดยารักษาและทำให้พันธมิตรแข็งแรงขึ้น\nและทำให้ศัตรูอ่อนแอลงอีกด้วย"
CREATURE_NAME_42,"Oddy"
CREATURE_TITLE_42,"ช่างนาฬิกาผู้เป็นอมตะ Oddy"
CREATURE_DESC_42,"ช่างนาฬิกาผู้ต้องคำสาปจาก Redpur สัตว์มหัศจรรย์\n เขาสามารถโจมตีศัตรูหรือทำให้เป็นอัมพาตได้โดยใช้นาฬิกาเวทย์มนต์\n และยังทำให้พันธมิตรสามารถใช้ความสามารถของตัวเองได้เร็วขึ้นด้วย"
CREATURE_NAME_43,"Viska"
CREATURE_TITLE_43,"นักล่าปีศาจ Viska"
CREATURE_DESC_43,"ปีศาจที่แท้จริงที่แยกตัวออกมาจับปีศาจที่แข็งแกร่งกินเพื่อสร้างพลังให้ตัวเอง \nมันจุติลงมาที่โลกโดยการข้ามรอยแยกของมิติเพื่อจะจับปีศาจที่แข็งแกร่งในโลกมนุษย์กิน \nหนามที่หลังของมันมีไว้เพื่อแทงและฉีกศัตรูเป็นชิ้นๆ"
CREATURE_NAME_44,"Priscilla"
CREATURE_TITLE_44,"แม่บ้านเหล็กกล้า Priscilla"
CREATURE_DESC_44,"เธอเป็นผู้นำคนเก่าของเหล่าทหาร Orvelian ปัจจุบันเป็นแม่บ้านส่วนตัวประจำหอคอยนักเวทของ Aisha ลูกสาวคนเดียวของตระกูลอัจฉริยะ Daphnel Pon โจมตีศัตรูด้วยง้าวขนาด"
CREATURE_NAME_45,"Yanne"
CREATURE_TITLE_45,"ผู้พิฆาตมังกร Yanne"
CREATURE_DESC_45,"นักรบบาบาเรี่ยนผู้เดินทางข้ามทวีปเพื่อล่าปีศาจที่คอยรังแกผู้คน\nหนึ่งเดียวที่พิฆาตมังกร Svelta บ้าคลั่งลงได้\nลูกธนูยักษ์ทรงพลังของเธอสามารถเจาะทะลุแม้กระทั่งกำแพงปราสาทได้"
CREATURE_NAME_46,"Zafir"
CREATURE_TITLE_46,"เจ้าชายแห่งพายุทราย Zafir"
CREATURE_DESC_46,"ทายาทแห่งราชาเทพเจ้าโบราณ\nชายหนุ่มสุภาพเรียบร้อยที่ยืนหยัดเพื่อปกป้องทะเลทราย\nพายุทรายที่เขาเรียกด้วยลูกธนูดูดกลืนศัตรูและกำจัดการดำรงอยู่ของพวกเขาออกไปจากโลกนี้"
CREATURE_NAME_47,"Yuria"
CREATURE_TITLE_47,"ช่างตัดเย็บลึกลับ Yuria"
CREATURE_DESC_47,"หนึ่งในช่างตัดเย็บที่ยอดเยี่ยมมากที่สุดในแถบนี้ นางตัดเสื้อผ้าและชุดต่างๆ ให้แก่คนดังทุกคนทั่วทวีป\nนางอ่านโชคชะตาของผู้คนและเย็บอย่างชำนาญด้วยเข็มและด้าย\nดวงดาวร่ายรำไปพร้อมกับเข็มของนาง ด้ายของนางทิ้งร่องรอยแสงสว่างไว้บนทุกอย่างที่มันสัมผัส"
CREATURE_NAME_49,"Ophelia"
CREATURE_TITLE_49,"ผู้คุ้มครองทางเดินแห่งโชคชะตา Ophelia"
CREATURE_DESC_49,"โหราจารย์แห่งกลุ่มการแสดงสตาร์ดัสท์ที่โด่งดังทั่วทุกทวีป\nแทนที่จะเดินทางเป็นส่วนหนึ่งของสมาคมแม่มด เธอออกเดินทางไปหาผู้ร่วมโชคชะตาที่พบเจอในฝัน\nเธอโจมตีศัตรูที่อยู่ไกลด้วยใช้ไพ่ทาโร่ที่ลอยอยู่รอบตัวเอง"
CREATURE_NAME_50,"Requina"
CREATURE_TITLE_50,"แม่ค้ายาพิษ Requina"
CREATURE_DESC_50,"แม่ค้าที่ขายพิษยาสำหรับลูกค้าที่ต้องการพิษของตัวเองทั่วโลก\nเธอทำให้ศัตรูหมดพลังด้วยใช้ปืนลมที่มีพิษหลากหลายชนิด"
CREATURE_NAME_51,"Aselica"
CREATURE_TITLE_51,"ผู้คุ้มครองแห่งดวงอาทิตย์ Aselica"
CREATURE_DESC_51,"ในฐานะอัศวินแห่งสรวงสวรรค์อันชอบธรรม นางลงทัณฑ์เหล่าอธรรมด้วยดาบและปกป้องผู้ที่อ่อนแอด้วยโล่\nนางลงมาเพื่อปราบปีศาจที่กำลังทำลายล้างอาณาจักรโลก\nดาบและโล่อันงดงามของนางถูกกวัดแกว่งเพื่อฟาดฟันศัตรูและปกป้องเพื่อนพ้องด้วยแสงสว่าง"
CREATURE_NAME_52,"Crow"
CREATURE_TITLE_52,"กระสุนลงทัณฑ์ Crow"
CREATURE_DESC_52,"เขาเคยเป็นอดีตทหารนาวี แต่ตอนนี้เป็นนักล่าค่าหัวและนักแก้ปัญหา\nเขาขี้ระแวงและไม่ไว้ใจคนง่ายๆ ปืนของเขาแบ่งออกเป็นสามประเภท"
CREATURE_NAME_53,"Shamilla"
CREATURE_TITLE_53,"ภาชนะแห่งคำสาป Shamilla"
CREATURE_DESC_53,"ปีศาจระดับสูงที่กักเก็บคำสาป 30 ล้านชนิดไว้ภายในตัวเธอ\nแปลกใจกับความมุ่งมั่นของมนุษย์ผู้ที่ไม่ยอมจำนนต่อความเจ็บปวดและความทุกข์ทรมาน\nใช้ธนูและลูกธนูแห่งความวิบัติเพื่อทรมานศัตรูด้วยคำสาปต่างๆ มากมาย"
CREATURE_NAME_54,"Lavril"
CREATURE_TITLE_54,"วิญญาณร้ายที่น่ารักLavril"
CREATURE_DESC_54,"ผีที่เกิดจากการรวมตัวของชีวิตนับไม่ถ้วนที่เสียชีวิตไปอย่างไม่ยุติธรรม\nถึงแม้จะเกิดมาแบบนี้ แต่ Lavril ก็ทั้งซื่อและไร้เดียงสาอย่างน่าประหลาดใจ\nนางดูดพลังงานชีวิตจากศัตรูโดยใช้พลังวิญญาณ"
CREATURE_NAME_55,"Seria"
CREATURE_TITLE_55,"เงามืดแห่งขุมนรก Seria"
CREATURE_DESC_55,"Seria เป็นทายาทคนที่ 101 ของ ShadowHilt ครอบครัวแห่งนักล่าที่สังหารสิ่งมีชีวิตเหนือธรรมชาติที่ไม่ใช่มนุษย์\nนางเดินทางมาที่ Orvelia ในฐานะนักล่าแวมไพร์ แสวงหาการแก้แค้นกับน้องสาวของนางที่กลายเป็นแวมไพร์และสังหารสหายของนาง Seria ยังพยายามที่จะช่วยน้องสาวของนางด้วยการส่งนางไปสู่สุคติ"
CREATURE_NAME_56,"Erze"
CREATURE_TITLE_56,"Erze ความกระหายไร้ที่สิ้นสุด"
CREATURE_DESC_56,"นางเคยเป็นนักล่าแวมไพร์เหมือนกับพี่สาวของนาง Seria\nแต่เนื่องจากนางถูกพลังของนางเองกลืนกิน ทำให้นางสังหารสหายของนางและเลือกที่จะกลายเป็นแวมไพร์ซะเอง\nหลังจากที่สังหารและดูดพลังของแวมไพร์ขั้นสูงที่เป็นคนทำนางเปลี่ยน นางหนีจาก Seria พี่สาวของนางซึ่งเป็นผู้รอดชีวิตเพียงคนเดียว และมุ่งหน้าไปที่เมือง Orvelia"
CREATURE_NAME_57,"Lilia"
CREATURE_TITLE_57,"ธิดาแห่งพายุและท้องทะเล Lilia"
CREATURE_DESC_57,"เด็กหญิงมังกรฟ้าผู้เพิ่งพ้นวัยลูกมังกรและเป็นน้องสาวของ Laias นักบวชหญิงแห่งน้ำ \nแม้ว่าเธอจะยังคงเยาว์วัยและไร้ประสบการณ์ แต่คนที่ดูถูกเธอมักจะต้องชดใช้อย่างสาสม \nเธอใช้พลังงานแห่งน้ำที่บ้าคลั่งในการทำลายศัตรูของเธอจนยับเยิน"
CREATURE_NAME_58,"Laudia"
CREATURE_TITLE_58,"นักเต้นแห่งโอเอซิส Laudia"
CREATURE_DESC_58,"นักเต้นจากเผ่าพเนจรในทะเลทราย Aegina\nท่าเต้นของเธอทำให้หัวใจของผู้คนละลาย\nและดาบที่เฉียบคมของเธอพรากชีวิตของศัตรูอย่างเงียบเชียบ"
CREATURE_NAME_59,"Lucias"
CREATURE_TITLE_59,"นักบุญแห่งพร Lucias"
CREATURE_DESC_59,"นักบวชชั้นสูงของ Lua และหัวหน้าของ Frey\nความศรัทธาของ Lucias แข็งแกร่งพอที่จะร่ายพรแห่ง Lua ได้\nไอเทมที่เขาเสกจะมีพลังแห่งแสงและกลายเป็นอาวุธที่ทรงประสิทธิภาพต่อเหล่าปีศาจ"
CREATURE_NAME_60,"Chrisha"
CREATURE_TITLE_60,"ผู้สอบสวนแห่งเลือดและเหล็ก Chrisha"
CREATURE_DESC_60,"ผู้บัญชาการแห่ง Velchia อัศวินเวทมนตร์แห่งจักรวรรดิที่ใช้อาวุธเป็นสิ่งประดิษฐ์เวทย์ล้ำสมัย\nกลุ่มอัศวิน ซึ่งเป็นผู้เชี่ยวชาญด้านการทำลายล้างทุกคน ไม่เคยพ่ายแพ้แม้แต่ครั้งเดียวภายใต้คำสั่งของนาง \nChrisha เป็นอัศวินที่แข็งแกร่งซึ่งเอาชนะศัตรูด้วยพลังแห่งแสงที่มีคุณสมบัติหลากหลาย"
CREATURE_NAME_61,"Neraxis"
CREATURE_TITLE_61,"Neraxis ออบซิเดียนผู้เย่อหยิ่ง"
CREATURE_DESC_61,"ทายาทแห่งมังกรดำที่ควบคุมสายฟ้าทมิฬ\nเขาต่อสู้เพื่อกำจัดปีศาจบนโลกนี้ โดยเฉพาะพวกดราโกนิค\nพลังแห่งสายฟ้าทมิฬที่ผสานอยู่ในไพล์บังเกอร์ของเขาสามารถทะลุทะลวงเกราะของศัตรูได้อย่างง่ายดาย"
CREATURE_NAME_62,"Scarlet"
