KEY,"Vietnamese"
CREATURE_DESC_3,"Một nữ phù thủy đến từ Tháp Đỏ, cô gái dũng cảm này sử dụng phép thuật lửa thực sự mạnh để thiêu cháy nhiều kẻ thù,\nvà sau đó gây ra sát thương lớn hơn bằng cách làm cho than hồng phát nổ."
CREATURE_NAME_4,"Roi"
CREATURE_TITLE_4,"Sát thủ chớp nhoáng"
CREATURE_DESC_4,"Anh ấy từng là một sát thủ với quá khứ bị che giấu. Anh ấy rất giỏi đối mặt với các mục tiêu riêng lẻ,\nra đòn tấn công mạnh, liên tục vào kẻ thù từ khoảng cách xa."
CREATURE_NAME_5,"Gau"
CREATURE_TITLE_5,"Kẻ thô lỗ của Vùng đất Băng giá"
CREATURE_DESC_5,"Một kẻ thô lỗ trị vì bình nguyên tuyết của vùng đất băng giá,\n làm suy yếu nhuệ khí chiến đấu của kẻ thù bằng tiếng hét chói tai và rồi nhảy bổ vào chúng."
CREATURE_NAME_6,"Phillop"
CREATURE_TITLE_6,"Vua của các Chú lùn"
CREATURE_DESC_6,"Một sát thủ giết rồng huyền thoại từng săn giết vô số rồng.\nSử dụng một chiếc khiên lớn thể phá vỡ đội hình của địch và lấy mạng chúng bằng lực đánh khủng khiếp."
CREATURE_NAME_7,"Lakrak"
CREATURE_TITLE_7,"Kẻ đi săn bằng súng thần công"
CREATURE_DESC_7,"Một Yêu tinh trắng có kiến thức uyên bác về kỹ thuật cơ khí,\n sử dụng một khẩu thần công cầm tay để gây nổ sát thương, tấn công địch bằng những viên đạn đặc biệt và gây ra sát thương chí mạng cho chúng."
CREATURE_NAME_8,"Kaulah"
CREATURE_TITLE_8,"Pháp sư của Sét"
CREATURE_DESC_8,"Là Tù trưởng Thủy quái lâu năm của bộ tộc Sky Wind,\nphát động các cuộc tấn công nguyên tố sử dụng sức mạnh từ gió và bầu trời.\n Các tia sét làm tê liệt kẻ thù, trong khi quân đồng minh được chữa lành vết thương và ban phúc bởi gió."
CREATURE_NAME_9,"Epis"
CREATURE_TITLE_9,"Ác quỷ quyến rũ"
CREATURE_DESC_9,"Một con quỷ máu lạnh mưu cầu niềm vui niêng cho mình.\nDùng một lưỡi hái lớn để thu hoạch linh hồn của địch.\nMụ ta thường xuất hiện ở giữa lòng địch và chém mọi thứ xung quanh."
CREATURE_NAME_10,"Selene"
CREATURE_TITLE_10,"Mũi tên xé gió"
CREATURE_DESC_10,"Một công chúa Tiên với vẻ cao quý, cô bảo vệ khu rừng thiêng.\nNhững mũi tên mang năng lượng mặt trăng theo ý cô đuổi theo kẻ thù,\ncòn những mũi tên mang năng lượng gió xuyên thủng kẻ địch một cách dữ dội."
CREATURE_NAME_11,"Maria"
CREATURE_TITLE_11,"Phù thủy sa ngã"
CREATURE_DESC_11,"Nữ thánh ban phúc cho người anh hùng cứu thế giới trong quá khứ. Con quạ giận dữ bị nguyền rủa bắn những chiếc lông vũ sắc nhọn \nvào quân địch và phá bỏ hoàn toàn đội hình của chúng."
CREATURE_NAME_12,"Miruru"
CREATURE_TITLE_12,"Nữ hoàng hải tặc bị nguyền rủa"
CREATURE_DESC_12,"Một hải tặc huyền thoại bị nguyền rủa và biến thành một cô gái nhỏ.\nCô có khả năng thả rơi đạn súng thần công lên ngay đầu địch."
CREATURE_NAME_13,"Lorraine"
CREATURE_TITLE_13,"Đại học giả của Elidora"
CREATURE_DESC_13,"Một tu sĩ tiên đã gia nhập Lực lượng đồng minh loài người khi Chúa tể Bóng tối xâm chiếm.\nGiao tiếp với thiên nhiên và tấn công địch bằng cây cối."
CREATURE_NAME_14,"Maya"
CREATURE_TITLE_14,"Chủ nhân quái vật dũng cảm"
CREATURE_DESC_14,"Một nữ thợ săn lạnh lùng đã thuần hóa một con mãnh thú bọc giáp có khả năng săn gấu.\nQuăng bumơrang để chặn lối thoát của địch, và con mãnh thú bọc giáp khỏe sẽ xé nát kẻ địch bằng chiếc hàm chắc khỏe của mình."
CREATURE_NAME_15,"Clause"
CREATURE_TITLE_15,"Hiệp sĩ tường sắt"
CREATURE_DESC_15,"Anh trai của Kasel. Một cựu hiệp sĩ chu du thế giới, là một người đàn ông thép người bảo vệ các đồng minh ở tiền tuyến. \nAnh chặn đứng các đòn tấn công và tiêu diệt địch, khiến anh trông giống như một bức tường sắt."
CREATURE_NAME_16,"Rephy"
CREATURE_TITLE_16,"Hướng dẫn linh hồn"
CREATURE_DESC_16,"Sinh vật nửa người nửa thú, sử dụng bóng đèn linh hồn để dẫn đường cho các linh hồn. \nChữa lành vết thương của đồng minh bằng sức mạnh linh hồn. \nQuấy nhiễu kẻ thù hoặc phục hồi Năng lượng cho đồng minh nhờ sự giúp sức của các linh hồn."
CREATURE_NAME_17,"Dimael"
CREATURE_TITLE_17,"Thợ săn bóng tối"
CREATURE_DESC_17,"Một tiên bóng tối chuyên săn giết kẻ thù trong bóng tối. \nBắn chiếc nỏ đầy thù hận bằng sự tối tăm để xuyên thủng kẻ thù không thương tiếc."
CREATURE_NAME_18,"Reina"
CREATURE_TITLE_18,"Tia sét"
CREATURE_DESC_18,"Một lính đánh thuê chuyên dùng một thanh kiếm nhẹ bằng một tay. \nNé đòn bằng các động tác nhanh nhẹn \nvà xuyên thủng kẻ thù bằng mũi nhọn của thanh kiếm."
CREATURE_NAME_19,"Pavel"
CREATURE_TITLE_19,"Phù thủy rồng băng"
CREATURE_DESC_19,"Chịu sự nguyền rủa của Rồng Băng, Pavel có thể sử dụng sức mạnh phép thuật của Rồng Băng. \nSử dụng phép thuật băng giá mạnh mẽ làm đóng băng kẻ thù."
CREATURE_NAME_20,"Demia"
CREATURE_TITLE_20,"Pháo đài thép"
CREATURE_DESC_20,"Hiệp sĩ giám hộ này mang một tấm khiên và cây thương khổng lồ. \nChịu được đòn công của kẻ thù bằng độ cứng tuyệt đối và \nlàm rung kẻ thù bằng cây thương của mình."
CREATURE_NAME_21,"Naila"
CREATURE_TITLE_21,"Chiến binh của gió"
CREATURE_DESC_21,"Một Tiên nữ cánh chim chuyên đấu giáp lá cà bằng các khớp ngón tay của mình. \nDi chuyển nhanh giữa địch và tiêu diệt chúng. \nĐập mạnh kẻ thù bằng cách tung ra các đòn tấn công vũ bão liên tiếp."
CREATURE_NAME_22,"Rodina"
CREATURE_TITLE_22,"Tay bắn tỉa của bão tuyết"
CREATURE_DESC_22,"Một tay bắn tỉa đến từ một đế chế ở trong một môi trường cực lạnh. Bình tĩnh nhắm mục tiêu trong bất kỳ hoàn cảnh nào. Càng tập trung thì cô càng trở nên mạnh hơn."
CREATURE_NAME_23,"Morrah"
CREATURE_TITLE_23,"Ngọn lửa của Quỷ"
CREATURE_DESC_23,"Một hiệp sĩ quỷ chuyên sử dụng các dung nham của Lực lượng bóng tối. \nGây sát thương bỏng không ngừng cho kẻ thù, và tiêu diệt kẻ thù bằng cách sử dụng hàng rào bảo vệ như đá granit để chống lại các sát thương do kẻ thù gây ra."
CREATURE_NAME_24,"Baudouin"
CREATURE_TITLE_24,"Băng nhóm linh thiêng"
CREATURE_DESC_24,"Một Linh mục đi lang thang đến từ Dòng tu Lua.\n Gây ra vụ nổ thiêng để đồng thời chữa lành vết thương cho đồng minh và tiêu diệt kẻ thù."
CREATURE_NAME_25,"Jane"
CREATURE_TITLE_25,"Bông hoa của chiến trường"
CREATURE_DESC_25,"Một cô gái bất tử sau khi chiến đấu với Binh đoàn quỷ trong quá khứ. \nLuôn kéo theo chiếc quan tài mà mình ngủ bên trong. \nTự hồi phục bằng cách để lại một dấu vết tử thần trên kẻ thù của mình."
CREATURE_NAME_26,"Aisha"
CREATURE_TITLE_26,"Công chúa Violet"
CREATURE_DESC_26,"Một nữ quý tộc đến từ Orvelia. Với phẩm chất của một thiên tài, cô nàng đã đạt được danh hiệu 'Violet' (cấp bậc Tím) từ Tháp Hiền triết\nSử dụng chiếc dù che nắng yêu thích, cô ấy bắn đạn năng lượng mạnh mẽ về phía kẻ thù. "
CREATURE_NAME_27,"Leo"
CREATURE_TITLE_27,"Ký giả ngoại đạo Leo"
CREATURE_DESC_27,"Ký giả của Thư viện Hoàng gia Orvelia. \nAnh chàng sử dụng cổ tự để giúp hồi máu đồng minh và xóa bỏ các phép thuật có lợi từ kẻ thù."
CREATURE_NAME_28,"Fluss"
CREATURE_TITLE_28,"Lưỡi kiếm rung động Fluss"
CREATURE_DESC_28,"Đội phó của  của Đội Bảo vệ Hoàng gia. \nThanh kiếm âm thanh của anh ấy có thể cắt qua phép thuật. \n Kỹ năng của anh chàng cho phép tấn công kẻ địch nguy hiểm nhất trước tiên."
CREATURE_NAME_29,"Luna"
CREATURE_TITLE_29,"Đứa con của Ánh trăng Luna"
CREATURE_DESC_29,"Một đứa bé không rõ danh tính luôn vác theo cái ná cao su to bằng cả người mình. Đạn phóng của cô bé càng bay xa càng trở nên mạnh hơn."
CREATURE_NAME_30,"Laias"
CREATURE_TITLE_30,"Nữ Linh mục của Nước Laias"
CREATURE_DESC_30,"Một nữ Thánh tu bảo vệ Ốc đảo của Sa mạc Aegina.\nMột con Rồng nước đã sống một cuộc đời vô tận.\n Sức mạnh nước của cô ấy có quyền năng trị thương mạnh mẽ."
CREATURE_NAME_31,"Arch"
CREATURE_TITLE_31,"Mũi tên Thanh khiết Arch"
CREATURE_DESC_31,"Một thiên thần cấp cao đã giáng thế để trừng phạt lũ quỷ kích động gây hỗn loạn.\nGiang cánh bay vút lên không trung, những mũi tên của anh gây mưa phán quyết lên lũ bất lương"
CREATURE_NAME_32,"Lewisia"
CREATURE_TITLE_32,"Dòng máu cao quý ánh đỏ Lewisia"
CREATURE_DESC_32,"Công chúa ma cà rồng đã từng giao chiến với bọn ma tộc cùng các anh hùng khác từ 100 năm trước.\nDù là người bất tử thuộc dòng thuần chủng, nhưng vẫn đang hồi phục sức mạnh từ sau chiến tranh trong quá khứ.\n Tấn công bằng sức mạnh truyền lại từ người thân và chi phối của dòng máu."
CREATURE_NAME_33,"Nyx"
CREATURE_TITLE_33,"Lưỡi đao Không gian Nyx"
CREATURE_DESC_33,"Một pháp sư dị đoan có khả năng kiểm soát không gian.\NNăng lượng của ông ta phóng qua không gian để triệu hồi hàng rào tạo thành từ các thanh kiếm vô cực."
CREATURE_NAME_34,"Annette"
CREATURE_TITLE_34,"Nhà phát minh Cung điện Hoàng gia Annette"
CREATURE_DESC_34,"Một nhà phát minh thiên tài luôn hy vọng đến một ngày mọi người đều có thể tiếp cận với phép thuật.\n Con Robot Quái vật đá của cô nàng chính là vũ khí, giúp tiêu diệt mọi kẻ thù"
CREATURE_NAME_35,"Mitra"
CREATURE_TITLE_35,"Sói Bạc Chiến Trường Mitra"
CREATURE_DESC_35,"Còn được mệnh danh là Bài Ca Sói Bạc Điên Cuồng, một người đàn ông không bao giờ để chuyện gì làm mình ngạc nhiên, và cũng vô trách nhiệm đến tột cùng. Tuy nhiên, một khi trận chiến bắt đầu, anh trở thành một con Sói Bạc bất khả xâm phạm, khuấy đảo chiến trường thành khu vực tàn sát của mình."
CREATURE_NAME_36,"Ricardo"
CREATURE_TITLE_36,"Thẩm phán của Lua Ricardo"
CREATURE_DESC_36,"Anh hùng dũng mãnh bảo vệ thế giới loài người khỏi sự đe dọa của bọn ma tộc từ rất lâu. Hủy diệt địch bằng cây trụ chứa đựng chúc phúc của nữ thần."
CREATURE_NAME_37,"Tanya"
CREATURE_TITLE_37,"Lưỡi kiếm Yên lặng Tanya"
CREATURE_DESC_37,"Một sát thủ tinh anh thuộc Mặt Nạ Cười và một đồng nghiệp cũ của Roi.\n Cô nàng là 'Kẻ dọn dẹp' của tổ chức, và công việc chính là giết bất cứ kẻ phản bội nào.\n Cô nàng phục kích kẻ địch và nhanh chóng đưa chúng vào sự chết chóc im lặng, nhanh chóng."
CREATURE_NAME_38,"Ezekiel"
CREATURE_TITLE_38,"Máu nhiệm chú Ezekiel"
CREATURE_DESC_38,"Đứa con mang dòng máu lai giữa con người và ma tộc. Bị nguyền rủa vì chính sự tồn tại của bản thân. \nVung cánh tay phải nơi dòng máu ma tộc mạnh mẽ cuồn cuộn chảy phân đối thủ thành từng mảnh."
CREATURE_NAME_39,"Cassandra"
CREATURE_TITLE_39,"Cơn gió đầy mê hoặc Cassandra"
CREATURE_DESC_39,"Nữ chính Femme Fatale của Gold Bar, đúng như tên gọi của một ác nữ, quả bom mê lực của sự quyến rũ và gợi tình đập vào ngay từ ấn tượng ban đầu. \n Luôn là sự khích lệ đầy lạ thường đến với những đồng minh khác."
CREATURE_NAME_40,"Theo"
CREATURE_TITLE_40,"Chiến Binh Trung Nghĩa Theo"
CREATURE_DESC_40,"Người chiến binh đầu tiên của Công Quốc lụi tàn Gray, anh phiêu bạt khắp thế gian để tìm kiếm chủ nhân lưu lạc Jane.\nAnh mang theo mình ngọn giáo với sức mạnh khủng khiếp,\nkhông khoan nhượng trước bất kì ma tộc nào."
CREATURE_NAME_41,"Mediana"
CREATURE_TITLE_41,"Y sĩ Đáng Ngờ Mediana"
CREATURE_DESC_41,"Người kế thừa y thuật trị liệu cho con người thời kì khan hiếm Linh Mục và Thuật Hồi Phục.\n Cô phát thuốc từ máy tiêm khổng lồ để trị liệu giúp đồng minh mạnh mẽ hơn\n và làm suy yếu đối thủ."
CREATURE_NAME_42,"Oddy"
CREATURE_TITLE_42,"Nhà ảo thuật đồng hồ bất tử Oddy"
CREATURE_DESC_42,"Nhà ảo thuật bị dính bùa chú của linh vật Redpur biến thành hình hài của Redpur. \n Tấn công đối thủ thông qua đồng hồ dính ma thuật và tạo phép \n giúp đồng minh có thể sử dụng năng lực nhanh chóng"
CREATURE_NAME_43,"Viska"
CREATURE_TITLE_43,"Kẻ săn mồi ác ma Viska"
CREATURE_DESC_43,"Một đứa trẻ tà giáo của ma tộc, một ác ma đích thực khi lấy mục tiêu là ăn thịt bọn người ma tộc mạnh mẽ để nuôi sức mạnh của mình. \nĐể ăn thịt bọn người tộc ma quái mạnh mẽ đến từ thế giới vật chất, cô ấy đã xuất hiện trên thế giới này sau khi vượt qua kẽ hở của không gian. \nCái gai sau lưng cô ấy tồn tại là để đâm và xé toạc kẻ địch."
CREATURE_NAME_44,"Priscilla"
CREATURE_TITLE_44,"Phụ tá thép Priscilla"
CREATURE_DESC_44,"Trước đây cô là sĩ quan thuộc bộ lãnh đạo quân đội Orvelia, hiện nay là phụ tá chuyên trách cho Aisha - con gái rượu của gia tộc Daphnel Pon nổi tiếng là thiên tài của tháp hiền nhân."
CREATURE_NAME_45,"Yanne"
CREATURE_TITLE_45,"Sát thủ rồng Yanne"
CREATURE_DESC_45,"Một chiến binh nữ Barbarian du ngoạn khắp đại lục săn tìm những tên quái vật quấy nhiễu con người. \nKẻ sát rồng đơn độc thức tỉnh Rồng Điên Svelta.\n Uy lực và sức mạnh của đại tên cô nắm giữ có thể xuyên thủng ngay cả bức tường thành vững chắc."
CREATURE_NAME_46,"Zafir"
CREATURE_TITLE_46,"Hoàng tử bão cát Zafir"
CREATURE_DESC_46,"Hậu duệ của Thần vương cổ đại.\nMột chàng trai trẻ tài ba dám đứng lên gồng gánh cả sa mạc.\nTrận bão cát mà anh triệu hồi bằng mũi tên sẽ nhấn chìm kẻ địch, quét sạch chúng khỏi thế gian."
CREATURE_NAME_47,"Yuria"
CREATURE_TITLE_47,"Thợ may bí ẩn Yuria"
CREATURE_DESC_47,"Cô ấy là một trong những thợ may giỏi nhất vùng này, chuyên cắt may trang phục cho những người nổi tiếng khắp lục địa.\nCô ấy tiên đoán vận mệnh của mọi người và khéo léo cắt may bằng kim chỉ.\nTrên mọi thứ cô chạm vào, mũi kim điểm thành những vì sao và sợi chỉ dệt thành những đường ánh sáng huyền diệu."
CREATURE_NAME_49,"Ophelia"
CREATURE_TITLE_49,"Kim chỉ nam vận mệnh Ophelia"
CREATURE_DESC_49,"Nhà chiêm tinh thuộc Stardust với những buổi công diễn phiêu du khắp đại lục.\n Thay vì rảo bộ trên đường hành hương về địa phận Hội Ma Nữ, cô lên đường với mục đích tìm kiếm lại mối định mệnh đã từng gặp trong giấc mơ.\nCô điều khiển những thẻ bài Tarrot xung quanh và tấn công đối thủ ở cự li xa."
CREATURE_NAME_50,"Requina"
CREATURE_TITLE_50,"Thương lái độc dược Requina"
CREATURE_DESC_50,"Nữ thương gia du ngoạn khắp đại lục bán độc dược thiết yếu của bản thân. \nCô vô hiệu hóa sức mạnh của đối thủ bằng sức mạnh của các loại độc dược tẩm lên cây tiêu gió."
CREATURE_NAME_51,"Aselica"
CREATURE_TITLE_51,"Hộ vệ mặt trời Aselica"
CREATURE_DESC_51,"Là một hiệp sĩ của thiên đường công lý, cô dùng kiếm trừng phạt quỷ dữ và bảo vệ những người yếu thế bằng khiên chắn của mình.\nSứ mệnh của cô là phải đánh bại lũ Quỷ dữ đang tàn phá trái đất.\nCô dùng thanh kiếm và tấm khiên chắn đẹp đẽ để trừng phạt quân thù và bảo vệ đồng đội nhờ ánh sáng của chúng."
CREATURE_NAME_52,"Crow"
CREATURE_TITLE_52,"Đạn trừng phạt Crow"
CREATURE_DESC_52,"Anh từng làm sỹ quan hải quân, nhưng hiện đang là thợ săn tiền thưởng kiêm người hòa giải.\nAnh là kẻ bất cần đạo lý và khó lòng tin tưởng mọi người. Súng ống của gã được chia làm ba loại."
CREATURE_NAME_53,"Shamilla"
CREATURE_TITLE_53,"Thánh thể lời nguyền Shamilla"
CREATURE_DESC_53,"Một Ác quỷ bậc cao mang trong mình 30 triệu lời nguyền.\nBị cuốn hút bởi ý chí của những người không cúi đầu trước sự đau đớn và tuyệt vọng.\nSử dụng Cung và Mũi tên sa ngã để hành hạ kẻ địch bằng vô số lời nguyền."
CREATURE_NAME_54,"Lavril"
CREATURE_TITLE_54,"Ác linh đáng yêu Lavril"
CREATURE_DESC_54,"Một hồn ma sinh ra từ sự kết hợp của vô số sinh mạng chết oan uổng.\nDù có nguồn gốc như vậy, nhưng Lavril lại ngây thơ và vô tội đến lạ.\nCô ấy hút sinh lực từ kẻ địch bằng sức mạnh ma quái của mình."
CREATURE_NAME_55,"Seria"
CREATURE_TITLE_55,"Bóng tối của Vực thẳm Seria"
CREATURE_DESC_55,"Seria là người thừa kế thứ 101. của ShadowHilt, gia tộc thợ săn chuyên săn lùng các giống loài siêu nhiên, không phải người.\nCô lặn lội đường xa tới Orvelia với tư cách thợ săn ma cà rồng, mong muốn báo thù đứa em gái đã biến thành ma cà rồng và tàn sát đồng đội của cô. Seria cho rằng chỉ cái chết mới có thể giải thoát đứa em bé bỏng của mình khỏi sự thống khổ."
CREATURE_NAME_56,"Erze"
CREATURE_TITLE_56,"Cơn khát vô tận Erze"
CREATURE_DESC_56,"Cũng giống như người chị Seria, Erze từng là một thợ săn ma cà rồng.\nTuy nhiên, vì bị chính sức mạnh của mình tha hóa, cô tàn sát đồng đội và lựa chọn hóa thân thành ma cà rồng.\nSau khi giết chóc và hấp thụ sức mạnh của ma cà rồng tối cao đã biến đổi cô, cô rời xa Seria, người chị và cũng là người duy nhất còn sống sót, để đi tới Orvelia."
CREATURE_NAME_57,"Lilia"
CREATURE_TITLE_57,"Con gái bão tố và đại dương Lilia"
CREATURE_DESC_57,"Một cô nàng Rồng xanh vừa bước qua thời kỳ mới nở, là em gái của Nữ linh mục của nước Laias. \nMặc dù vẫn còn trẻ và chưa trải đời, nhưng cô sẽ khiến những kẻ dám coi thường mình phải trả giá đắt. \nCô tận dụng nguồn năng lượng nước bất tận để tàn sát quân địch."
CREATURE_NAME_58,"Laudia"
CREATURE_TITLE_58,"Vũ công ốc đảo Laudia"
CREATURE_DESC_58,"Một vũ công đến từ bộ tộc du cư trên Sa mạc Aegina.\nVũ điệu của cô làm tan chảy trái tim người xem,\ncòn lưỡi kiếm sắc lẹm âm thầm lấy mạng kẻ địch."
CREATURE_NAME_59,"Lucias"
CREATURE_TITLE_59,"Thánh thần ban phúc Lucias"
CREATURE_DESC_59,"Linh mục tối cao của Lua và là thượng cấp của Frey.\nTín điều của Lucias đủ mạnh để triệu hoán phước lành của Lua.\nNhững vật phẩm được ngài ban phúc sẽ ẩn chứa sức mạnh Ánh sáng và biến thành vũ khí diệt quỷ hữu hiệu."
CREATURE_NAME_60,"Chrisha"
CREATURE_TITLE_60,"Thiết huyết phán quan Chrisha"
CREATURE_DESC_60,"Thống lĩnh của Velchia, đội ngũ Hiệp sĩ phép thuật của Đế quốc được trang bị những vũ khí pháp nghệ tối tân.\nCác hiệp sĩ, toàn những kẻ vào sống ra chết trên chiến trường, chưa từng thất bại lần nào dưới sự chỉ huy của cô. \nChrisha là một hiệp sĩ mạnh mẽ, áp đảo kẻ địch bằng sức mạnh ánh sáng với nhiều thuộc tính."
CREATURE_NAME_61,"Neraxis"
CREATURE_TITLE_61,"Sự kiêu ngạo của Obsidian Neraxis"
CREATURE_DESC_61,"Hậu duệ của rồng đen kiểm soát tia chớp bóng tối.\nAnh chiến đấu để giải thoát thế giới khỏi ác quỷ, đặc biệt là Quỷ rồng.\nNăng lượng của tia chớp bóng đêm được yểm trong khẩu Súng đại đinh xuyên thủng lớp phòng thủ của kẻ địch."
CREATURE_NAME_62,"Scarlet"
CREATURE_TITLE_62,"Niềm tin bách ân Scarlet"
CREATURE_DESC_62,"Nàng công chúa được bách tính tin yêu của Orvelia.\nCô là một hiệp sĩ chính nghĩa biết cầm gươm đao vì công lý và bảo vệ kẻ yếu. \n Cô dùng thanh đại đao làm vô hiệu hóa phép thuật và xẻ làm đôi kẻ địch."
CREATURE_NAME_63,"Sonia"
CREATURE_TITLE_63,"Vũ bão ánh sáng xanh Sonia"
CREATURE_DESC_63,"Tuy không thuộc nhóm hiền nhân, nhưng là một nhân tài được công nhận với thực lực pháp thuật xuất chúng của mình. \nBản chất của cô gái nhận được gọi tên 'màu xanh' này, thực ra là một homunculus được tạo ra từ việc sao bản gốc con người. \nĐòn tấn công như sốc điện phát ra từ quả cầu thủy tinh của cô ấy không để lại gì dù là một chút tro tàn."
CREATURE_NAME_64,"Artemia"
CREATURE_TITLE_64,"Nữ Hoàng Ánh Sáng Artemia"
CREATURE_DESC_64,"Nữ Hoàng của Pentheonia kiên cố, trong cuộc tranh đấu với ma tộc chưa một lần bị xâm lấn vào 100 năm về trước.\nCây trượng cô nắm giữ tỏa sức mạnh ánh sáng chính nghĩa tiêu diệt mọi đối thủ."
CREATURE_NAME_65,"Mirianne"
CREATURE_TITLE_65,"Người phục dịch ánh sáng xanh Mirianne"
CREATURE_DESC_65,"Người phụ tá và là trợ thủ cho đại phù thủy được gọi tên 'ánh sáng xanh' Sonia.\nCô hành động chỉ vì cô gái vừa là chủ nhân vừa là bạn thân như chị em của mình.\nCô vung dao găm và nhắm vào điểm yếu của địch bằng đôi mắt diều hâu và lực phân tích ưu việt của mình."
CREATURE_NAME_66,"Shea"
CREATURE_TITLE_66,"Giai điệu kì diệu Shea"
CREATURE_DESC_66,"Cô nàng bí ẩn này trị thương cho mọi người bằng những giai điệu đầy lôi cuốn.\nCô chữa lành thương tổn cho mọi người bằng giọng ca tuyệt hay và những âm thanh du dương của chiếc đàn hạc thần kì."
CREATURE_NAME_67,"Kara"
CREATURE_TITLE_67,"Hiện thân pháp nghệ cổ Kara"
CREATURE_DESC_67,"Một Quái vật đá hình người được chế tạo từ pháp nghệ của một nền văn minh\ncổ đại bị quên lãng. Thân thể của cô là sự kết hợp giữa công nghệ\ncổ đại và pháp nghệ thu nhỏ. Cô là một vũ khí cực mạnh\ncó khả năng hủy diệt quân địch bằng ngọn lửa hội tụ đầy uy lực."
CREATURE_NAME_68,"Nia"
CREATURE_TITLE_68,"Đôi mắt nuốt chửng bóng tối Nia"
CREATURE_DESC_68,"Một tộc trưởng trẻ tuổi của tộc man di sống trong rừng rậm sâu thẳm phía nam. \nCô được thừa hưởng dòng máu ác quỷ và Đôi mắt ác quỷ hóa đá từ tổ tiên. \nCô ngăn cản kẻ địch và kết liễu chúng bằng những đòn tấn công dữ dội."
CREATURE_NAME_69,"Esker"
CREATURE_TITLE_69,"Kẻ bài bạc ranh mãnh Esker"
CREATURE_DESC_69,"Người nguy hiểm nhất trong thế giới bài bạc ngầm.\nAnh ta có một khả năng kỳ lạ đó là đọc suy nghĩ của mọi người.\nKhoảnh khắc anh ta gieo xúc xắc thì ván bài đã được định đoạt."
CREATURE_NAME_70,"Cecilia"
CREATURE_TITLE_70,"Ngọn gió đỏ của công lý Cecilia"
CREATURE_DESC_70,"Một cô gái có ý thức mạnh mẽ về công lý. Cô luôn muốn trở thành nguồn tiếp sức mạnh cho những người khác.\nCô trừng phạt lũ Ác quỷ quấy rối mọi người bằng đôi giày pháp nghệ vô cùng mạnh mẽ, đủ để nghiền nát kẻ địch."
CREATURE_NAME_71,"Kirze"
