KEY,German
HERO_VOICE_INNREACTION_LEWSIA5,Reaktion in der Schänke 5★)
HERO_VOICE_ATTACK_1_LEWISIA3,Einfacher Angriff (3 – 4★)
HERO_VOICE_SKILL_1_LEWSIA3,Skill 1 benutzen (3 – 4★)
HERO_VOICE_SKILL_2_LEWSIA3,Skill 2 benutzen (3 – 4★)
HERO_VOICE_SKILL_3_LEWSIA3,Skill 3 benutzen (3 – 4★)
HERO_VOICE_SKILL_4_LEWSIA3,Skill 4 benutzen (3 – 4★)
HERO_VOICE_HIT_LEWSIA3,Schaden (3 – 4★)
HERO_VOICE_LOSE_LEWSIA3,Gefallen (3 – 4★)
HERO_VOICE_JOIN_LEWSIA3,Gruppe beitreten (3 – 4★)
HERO_VOICE_VICTORY_LEWSIA3,Kampf gewinnen (3 – 4★)
HERO_VOICE_AWAKE_LEWSIA3,Filmsequenz: Erweckung (3 – 4★)
HERO_VOICE_TRANS_LEWSIA3,Filmsequenz: Transzendenz (3 – 4★)
HERO_VOICE_INNREACTION_LEWSIA3,Reaktion in der Schänke (3 – 4★)
HERO_VOICE_SKILL_1_EZEKIEL,Zerstörerischer Instinkt (Zornzustand)
HERO_VOICE_SKILL_2_EZEKIEL,Aufkommende Verzweiflung (Zornzustand)
HERO_VOICE_SKILL_3_EZEKIEL,Verheerender Schlag (Zornzustand)
HERO_VOICE_SKILL_4_EZEKIEL,Verfluchtes Blut (Zornzustand)
HERO_VOICE_WELCOME_1,Willkommensgruß I
HERO_VOICE_WELCOME_2,Willkommensgruß II
HERO_VOICE_WELCOME_3,Willkommensgruß III
HERO_VOICE_TOUCH_1,Interaktion I
HERO_VOICE_TOUCH_2,Interaktion II
HERO_VOICE_TOUCH_3,Interaktion III
HERO_VOICE_TOUCH_4,Interaktion IV
HERO_VOICE_TOUCH_5,Interaktion V
HERO_VOICE_TOUCH_6,Interaktion VI
HERO_VOICE_BUY_1,Danken I
HERO_VOICE_BUY_2,Danken II
ARCHIVE_3D_SHOW,3D-Modell anzeigen
ARCHIVE_UNIQUE_WEAPON_INTRODUCE,Einzigartige Waffen-Einführung
ARCHIVE_UNIQUE_WEAPON_NOTHOLDING,Du hast diese Einzigartige Waffe noch nicht erhalten.
ARCHIVE_TREASURE_INTRODUCE,Einzigartiger Schatz\nEinführung
ARCHIVE_TREASURE_NOTHOLDING,Du hast diesen Einzigartigen Schatz noch nicht erhalten.
ARCHIVE_ARTIFACT_INTRODUCE,Artefakt\nEinführung
ARCHIVE_ARTIFACT_NOTHOLDING,Du hast diesen Artefakt noch nicht erhalten.
ARCHIVE_ITEM_INTRODUCE,Gegenstand\nEinführung
ARCHIVE_ITEM_NOTHOLDING,Du hast diesen Gegenstand noch nicht erhalten.
ARCHIVE_ITEM_NO_STORY,Wir bereiten die Handlung vor.
ARCHIVE_KILL_RATE,Tötungsrate
ARCHIVE_RAID,Drachenraid
ARCHIVE_CHALLENGERAID,Herausforderungsraid
ARCHIVE_GUILDRAID,Gildenraid
ARCHIVE_WORLDBOSS,Weltboss
ARCHIVE_GODKING,Prüfungen des Gottkönigs
ARCHIVE_ECLIPSE,Eklipse-Modus
ARCHIVE_CHAPTER_BOSS,Kapitel-Boss
ARCHIVE_CONQUEST,Eroberungskampf
ARCHIVE_NORMAL_MONSTER,Normales Monster
ARCHIVE_MONSTER_INTRODUCE,Vorstellung
ARCHIVE_STAT,Info
ARCHIVE_SKILL,Skills
ARCHIVE_EASY_NORMAL,Leicht- & Normal-Modus
ARCHIVE_RAID_SINGLE,Einzel-Raid
BIRTH_MONTH_1,Monat des Schutzes
BIRTH_MONTH_2,Monat der Weisheit
BIRTH_MONTH_3,Monat der Einsicht
BIRTH_MONTH_4,Monat des Lebens
BIRTH_MONTH_5,Monat der Hoffnung
BIRTH_MONTH_6,Monat der Liebe
BIRTH_MONTH_7,Monat der Harmonie
BIRTH_MONTH_8,Monat der Lebenskraft
BIRTH_MONTH_9,Monat der Wahrheit
BIRTH_MONTH_10,Monat der Freundschaft
BIRTH_MONTH_11,Monat des Glücks
BIRTH_MONTH_12,Monat der Geduld
ARCHIVE_CONSTELL_1,"Mertis, die Wächterin"
ARCHIVE_CONSTELL_2,"Satua, die Weise"
ARCHIVE_CONSTELL_3,"Lasiphil, die Prophetin"
ARCHIVE_CONSTELL_4,"Armil, der Heilige"
ARCHIVE_CONSTELL_5,"Graham, der Dieb"
ARCHIVE_CONSTELL_6,"Mira, die Bardin"
ARCHIVE_CONSTELL_7,"Notmun, der Stimmer"
ARCHIVE_CONSTELL_8,"Kandala, der Eroberer"
ARCHIVE_CONSTELL_9,"Layan, der Richter"
ARCHIVE_CONSTELL_10,"Asiphia, die Herrscherin"
ARCHIVE_CONSTELL_11,"Gisla, die Scharfschützin"
ARCHIVE_CONSTELL_12,"Hexipolia, der Wanderer"
HERO_RACE_HUMAN,Menschen
HERO_RACE_BABARIAN,Barbaren
HERO_RACE_DWARF,Zwerge
HERO_RACE_GOBLIN,Goblins
HERO_RACE_ORC,Orks
HERO_RACE_DEMON,Dämonen
HERO_RACE_ELF,Elfen
HERO_RACE_TAMIA,Tamia
HERO_RACE_DARKELF,Dunkelelfen
HERO_RACE_HARPY,Harpien
HERO_RACE_DEMON_DRAGON,Dämonen (Draconics)
HERO_RACE_UNDEAD,Untote
HERO_RACE_NOUM,Gnome
HERO_RACE_LUNA,Tierkreuzungen (Hase)
HERO_RACE_DRAGON,Drachen
HERO_RACE_ANGEL,Engel
HERO_RACE_VAMP,Vampire
HERO_RACE_HALFELF,Halbelfen
HERO_RACE_HALFDEMON,Dämonen (Mischling)
HERO_RACE_REDPER,Redpur (ehemalige Menschen)
HERO_RACE_VISKA,Dämonen (Besessene Menschen)
HERO_RACE_REQUINA,Tierkreuzungen (Fuchs)
HERO_RACE_HOMUN,Homunculus
HERO_RACE_PAVEL,Menschen (mit Drachenseele)
HERO_RACE_DRAGON_MAN,Drachen
ARCHIVE_RACE_26,Feen
HERO_RACE_GLADI,Tierkreuzungen (Luchs)
HERO_RACE_KARA,Menschenähnlicher Golem
HERO_RACE_NIA,Mensch (mit dämonischem Blut)
HERO_RACE_GHOST,Geist
HERO_RACE_LIZARDMAN,Eidechse
HERO_RACE_KIRZE,Tierhybrid (Katze)
HERO_AGE_NO_INFO,???
HERO_AGE_MARIA,125 (Körperlich immer 25)
HERO_AGE_DIMAEL,163 (Menschliche Jahre: 16)
HERO_AGE_MIRURU,27 (Geistig: 12)
HERO_AGE_SONIA,16 (Kein Wachstum seit Erschaffung)
HERO_AGE_PAVEL,243 (Drache: ???)
HERO_AGE_MIRRIANE,12 (Körperliches Alter: 18)
HERO_AGE_TANYA,18 (Körperliches Alter: 18)
HERO_AGE_EZEKIEL,19 (Selbsterklärt)
HERO_AGE_VISKA,14 (Dämon: ???)
CREATURE_STORY_1,"Ein Knappe des Königreichs von Orvelia. Der Tod seiner Eltern durch Dämonen, welche sein Dorf angriffen und der Meuchelmord an seinem Schwertkampflehrer traumatisierten ihn. Daher vermag er es nicht länger, ihm nahestende Menschen sterben zu sehen. Diese Vergangenheit trieb ihn dazu, nach Clause, seinem Blutsbruder aus früheren Tagen im Waisenhaus, zu suchen, der sich einer Expedition anschloss ohne jemals zurückzukehren."
CREATURE_STORY_2,"Eine angehende Priesterin in den Diensten der Göttin Lua. Die Kirche hat hohe Erwartungen an sie als zukünftige Priesterin. Seit den ersten Tagen ihrer Ausbildung begeisterte sie mit ihrem starken Glauben und ihrer natürlichen Gabe, Luas Macht zu beschwören selbst die Hohepriester. Sie selbst sieht das Priestertum als ihre Bestimmung und ihr gütiges Herz spiegelt ihre Entschlossenheit wider. Für Frevler hat sie allerdings keine Gnade übrig."
CREATURE_STORY_3,"Cleos früheste Erinnerung beginnt im Turm der Weisen. Sie wurde von Dominics, dem Urweisen aufgezogen und ist gleichermaßen geniale Zauberin wie Unruhestifterin. Die Tatsache, dass sie ihre eigenen Kräfte nicht zu kontrollieren vermag, verursachte oftmals Probleme, darunter die teilweise Zerstörung des Roten Turms, ihrer eigenen Wohnstätte. Ihre scheinbare Immunität gegenüber dem Zorn des Urweisen sorgte aber dafür, dass sie von ihren Gleichaltrigen ausgegrenzt wurde. Obwohl sie dadurch selbstsüchtig und leichtfertig wurde, ist sie tief im Inneren immer noch ein gutherziges Mädchen, das sich davor fürchtet, von allen allein gelassen zu werden."
CREATURE_STORY_4,"Er ist Cleos Leibwächter und beschützt sie auf Dominics Geheiß. Früher war er Teil einer Gruppe von Assassinen, doch er riskierte aus unbekannten Gründen sein Leben und wurde abtrünnig. Wegen seiner Assassinenvergangenheit hat er nicht viel Respekt für andere übrig, doch die Härte des Lebens hat aus ihm einen erfahrenen Mann mit einem scharfen Verstand gemacht, der sich derer annimmt, die ihn gerecht behandeln."
CREATURE_STORY_5,"Gau ist ein mächtiger Krieger aus dem Barbaren-Königreich. Wo immer er seine beiden Äxte schwang, folgte ein Blutbad. Er war als Krieger für seine unvergleichliche Grausamkeit bekannt. Doch urplötzlich war er für zehn Jahre verschollen. Als er zurückkehrte, war er ein anderer Mann geworden. Seine brutale Barbarenart war verschwunden, sogar, wenn andere Kritik an ihm übten. Nun begegnet er ihnen mit einem Lächeln oder heiterem Gelächter. Sein warmer, gütiger Blick, den er heute für Kinder und Tiere übrighat, ist besonders verwunderlich."
CREATURE_STORY_6,"Er ist der tapfere und aufrichtige König der Zwerge. Gemeinsam mit dem Krieger des Heiligen Schwertes kämpfte er vor 100 Jahren gegen die Dämonenarmee. Für seine Heldentat, den Sieg über die Dunkle Drachenlegion, das Herzstück der Dämonenarmee, ist er im ganzen Land bekannt. Doch in Wahrheit sitzt er nur aus Pflichtbewusstsein auf seinem Thron. Selbst wenn er sich über die Eintönigkeit seiner königlichen Pflichten beschwert, erledigt er sie dennoch stets mit großer Sorgfalt."
CREATURE_STORY_7,"Dieser verschrobene Albino-Goblin hat an nichts mehr Spaß, als an der Entwicklung mächtiger Waffen. Weil er von anderen Goblins aufgrund seiner Hautfarbe belästigt und ausgegrenzt wurde, hat er keinerlei Mitgefühl mit seiner eigenen Rasse. Bereitwillig erschießt, zerschmettert oder sprengt er andere Goblins, um seine Waffen zu testen. Doch er zeigt jenen, die ihm helfen, seine Dankbarkeit. So wurde er auch zu Rois Freund. Unglücklicherweise ist er sehr schlecht darin, sich Gesichter zu merken, weshalb er öfter versucht, Roi zu erschießen, ehe er sich daran erinnert, wer er eigentlich ist."
CREATURE_STORY_8,"Dieser große Ork-Schamane verfügt über die Stromkraft. Er ist der Häuptling des Himmelwind-Stammes und ein respektierter Ältester der Ork-Allianz. Zahllose Ork-Schamanen wurden von ihm ausgebildet und er wird als deren spiritueller Anführer angesehen. Er ist einer der wenigen Schamanen mit hellseherischen Träumen und auch weise genug, sie richtig zu deuten."
CREATURE_STORY_9,"Dieser verspielte und bezaubernde Sukkubus handelt frei nach ihren Launen. Wie man es aufgrund ihrer Dämonenabstammung erwarten kann, ist sie ein Genussmensch und macht allein das, was ihr Spaß und Amüsement bringt. Sogar während des Dämonenkriegs reiste sie allein herum, anstatt sich der Invasion anzuschließen. Den Kampf an der Seite von Kyle fand sie interessant genug, um ihre eigene Rasse zu verraten. Als sie später Kasel kennenlernte, wusste sie, dass sich ihr die Chance auf ein weiteres lustiges Abenteuer bot und so schloss sie sich seiner Gruppe an. Wenn sie auf attraktive Männer trifft, besucht sie sie gelegentlich in ihren Träumen."
CREATURE_STORY_10,"Diese adelige Elfenprinzessin bewundert das Heilige Schwert und dessen erwählten Krieger. Sie strebt mit aller Kraft danach, das Rechte zu tun und erwartet dies auch von Anderen. Aus diesem Grund übt sie überzeugt Kritik an jenen, die vom Pfad der Rechtschaffenheit abkommen, selbst, wenn es sich dabei um den Krieger des Heiligen Schwertes handelt. Unglücklicherweise wird ihre tapfere Entschlossenheit manchmal missverstanden. Sie besucht oft ihre jüngere Schwester Dosarta in ihrem Turm, um ihr Gesellschaft zu leisten."
CREATURE_STORY_11,"Obwohl sie früher eine Heilige Jungfrau von Lua war, wurde sie eines Tages verdorben. Jetzt verflucht diese zynische, Krähen kommandierende Hexe ihre ehemalige Göttin aus der Dunkelheit heraus. Es gab eine Zeit, als sie mit Kyle befreundet und eine Volksheldin war. Als Kyle aber verschwand, versteckte sie sich ebenfalls vor der Welt. Schließlich kam sie als gefallene Hexe zurück, um als Speerspitze der Dämonenarmee die Menschheit zu bedrohen. Dieser Tage scheint sie eine Verschwörung zu planen, doch alleine und nicht mehr als Dämonenführerin."
CREATURE_STORY_12,"Einst befuhr sie die See als Piratenkaiserin und versetzte die Herzen der Seefahrer in Angst und Schrecken. Doch ein verfluchter Gegenstand verwandelte sie in ein Kind und alle loyalen Verbündeten und Crewmitglieder verließen sie kurz darauf. Weil sie aber niemand ist, der schnell aufgibt, begann sie von Grund auf neu und träumt nun davon, ihren früheren Ruhm wiederzuerlangen. Unglücklicherweise sorgte der Kindheitsfluch aber auch dafür, dass ihre Denkweise wieder unreif wurde. Trotzdem verfolgt sie ihren Traum. Momentan befehligt sie die zweiten Miruru-Piraten, bestehend aus Goblins und Gnollen."
CREATURE_STORY_13,"Die Großgelehrte von Elidora ist die Weiseste unter den Druiden. Sie ist eine jener Helden, die vor 100 Jahren gegen die Dämoneninvasoren kämpften und wird oft als weiseste Person des gesamten Orbis-Kontinents bezeichnet. Sie lehrte und bildete unzählige Elfen aus und verfügt aufgrund ihres Alters über einen scharfen Verstand und mystische Kräfte. Es heißt, dass der gegenwärtige König von Elidora und dessen Kinder ebenfalls ihre Schüler waren. Nachdem sie vor Kurzem eine befremdliche Unruhe im Elidora-Wald wahrnahm, bereitet sie nun den Weg für den Führer des Heiligen Schwertes."
CREATURE_STORY_15,"Dieser aufrichtige und gerechte Mann ist einer der Ritter und Beschützer Orvels. Viele Leute halten ihn für einen verlässlichen Verteidiger Orvels, doch aufgrund seines mangelnden Interesses an Reichtum und Erfolg bekleidete er innerhalb des Ordens nie einen höheren Rang. Er wuchs gemeinsam mit Kasel und Frey im selben Waisenhaus auf und liebt sein Land als die Heimat jener, die ihm etwas bedeuten. Vor Kurzem meldete er sich freiwillig für die Expedition zur Untersuchung der Königsebenen."
CREATURE_STORY_16,"Dieser reine und gutherzige Tamian-Seelenführer kann mit den Toten kommunizieren. Das Volk der Tamian lebt im Einklang mit der Natur und verfügt über die Fähigkeit, ihren Verlauf zu deuten und die Seelen der Toten zu führen. Selbst für einen Tamian ist Rephy ein außerordentlicher Seelenführer. Er geleitet die Seelen der im Wald verstorbenen, hilft ihnen beim Übergang und beschützt sie vor dem Bösen. Er ist der fähigste der Tamian, wenn es darum geht, die Sterne zu deuten, die Seelen der Toten zu befrieden und sie angemessen ins Jenseits zu führen."
CREATURE_STORY_17,"Dieser einsame Dunkelelf schwor, für den Tod seiner Schwester Rache an seinem eigenen Volk zu nehmen. Nachdem er seinen Einsatz in der Aegina-Wüste knapp überlebt hatte, erwartete ihn zuhause nur die schreckliche Kunde, dass seine Schwester von den Elfen geopfert worden war. Als er ihren Namen in die Dunkelheit geschrien hatte, begann er, dem Wahnsinn zu erliegen. Schließlich schwor er einen Eid des Hasses und der Rache gegen sein eigenes Volk, die Mörder seiner Schwester."
CREATURE_STORY_18,"Reina von Stein wurde als Tochter einer adeligen Familie des Kaiserreichs geboren. Ihr freier Geist und ihre energetische Persönlichkeit scheinen sogar ihr Umfeld aufzuheitern. Sie bevorzugt ein freies Leben als Söldnerin im Gegensatz zum erdrückenden Dasein einer Aristokratin. Während ihrer langen Tätigkeit als Söldnerin gingen die Spuren ihrer adeligen Erziehung nach und nach verloren. Schon als Kind war sie ein wahres Naturtalent im Umgang mit Schwertern. Im Lauf der Jahre entwickelte sie ihre Fähigkeiten mit dem Degen und einen Stil, der ihrem geschmeidigen Körperbau entspricht. Vor Kurzem lehnte sie einen seltsamen Vertrag ab. Seitdem hat sie das Gefühl, dass ihr jemand folgt und sie beobachtet."
CREATURE_STORY_19,"Der seltene Fall eines menschlichen Zauberers, der von der Seele eines Eisdrachen besessen ist. Dieser antike Eiszauberer kämpfte vor 100 Jahren an Kyles Seite, doch er existierte schon lange vorher. Normalerweise schläft die Drachenseele, doch gelegentlich erwacht sie und spricht mit lieblichen Worten zu ihm. Das Kaiserreich hält ihn für eine Schlüsselfigur und hat Rodina entsandt, um ihn zu beobachten und zu beschützen. Er selbst wünscht sich nichts als ein Leben in Ruhe und Frieden, fernab aller weltlichen Sorgen."
CREATURE_STORY_20,"Ziltrion Si Demia. Die Kommandantin der Ritterwache von Orvel. Sie ist eine mächtige und ehrwürdige Ritterin, die eine Lanze und einen riesigen Schild führt. Es heißt, es wäre nahezu unmöglich, ihren Schild zu durchbrechen. Als Ritterkommandantin hat sie ein großes Herz für ihre Untergebenen und ist bereit, jede nötige Pflicht im Dienste ihres Landes zu erfüllen. Da sie die jüngste Veränderung der Stimmung innerhalb des königlichen Palasts bermerkt hat, hofft sie, Clause so bald wie möglich als neuen Kommandanten ernennen zu können, um Scarlet vor dem Zorn der Adeligen beschützen zu können."
CREATURE_STORY_21,"Eine tapfere und ehrenhafte Kriegerin der Harpien, die die Macht des Windes kontrollieren. Ihre Würde als Harpienkriegerin ist ihr wichtiger als alles andere auf der Welt. Mithilfe ihrer Willenskraft und dem Wunsch, ihre Kriegerehre zu bewahren kann sie jeden Gegner besiegen. Ihre Fähigkeiten sind selbst für ihresgleichen außergewöhnlich und sie ist ein ideales Vorbild für jüngere Harpienkrieger."
CREATURE_STORY_22,"Die beste Scharfschützin des Kaiserreichs und eine große Bärenliebhaberin. Sie mag sie so sehr, dass sie stets Bärenohren nachempfundene Accessoires auf ihrem Hut trägt. Gelegentlich jagt sie Tiger, doch einen Bären würde sie niemals schießen. Obwohl ihre Schießkunst perfekt für Attentate geeignet wäre, schwor sie, diese niemals unrechtmäßig einzusetzen. Stattdessen nützt sie sie, um Andere zu beschützen. Momentan lebt sie mit Pavel im Windland-Schneegebirge, als seine persönliche, vom Kaiserreich bestellte Wache."
CREATURE_STORY_23,"Die ehemalige Kommandantin der Draconicsritter ist die furchtloseste Dämonenritterin der Dämonenarmee. Aus unbekannten Gründen folgt sie momentan der Hexe Maria und unterstützt sie bei ihrer Arbeit. Viele finden es seltsam, dass die ehemalige Heldin der Dämonenarmee, die zahllose Feinde erschlagen und sogar Drachen verschlungen hatte, nun für eine einfache Hexe als Dienerin arbeitet. Nichtsdestotrotz fährt sie damit fort, ihrer Meisterin treu zu dienen."
CREATURE_STORY_24,"Baudouin ist der ungewöhnlichste Priester der Kirche von Lua und ist, kurz gesagt, ein Eigenbrötler. Seit seiner Kindheit war er stets ein schwarzes Schaf in der Kirche von Lua, die Wert auf Frömmigkeit legt. Er trat der Kirche mithilfe des Hohepriesters Berman bei, doch das religiöse Leben war äußerst schlecht für ihn geeignet. Und doch entschied er sich eines Tages dazu, sein früheres, abartiges Leben zu beenden und begab sich auf den Pfad des Hohepriestertums."
CREATURE_STORY_25,"Einst war sie die Prinzessin der gefallenen Republik der Grauen. Die Republik der Grauen beschützte zahllose Geheimnisse, darunter die Ruinen und Technologien einer antiken Zivilisation, ehe sie während des Dämonenkrieges von den Dämoneninvasoren von der Landkarte entfernt wurde. Auch Jane verlor ihr Leben bei dem Versuch, diese Geheimnisse zu beschützen. Später wurde sie von Malduk, einem hochrangigen Offizier und Strategen der Dämonenarmee als Untote zurück auf die Welt gebracht. Durch eine seltsame, dunkle Magie erhielt sie ein neues Bewusstsein. Nun begibt sie sich auf eine Reise, um ihr früheres Selbst und ihre verlorenen Gedanken wiederzufinden."
CREATURE_STORY_26,"Eine Tochter einer Adelsfamilie aus Orvel. Als eine der talentiertesten Zauberinnen im Turm der Weisen wurde ihr aufgrund ihrer magischen Fähigkeiten der Titel 'Lila' verliehen. Sie wurde auf Geheiß ihrer Eltern seit ihrer Kindheit im Turm der Weisen aufgezogen, doch ihre aristokratische Würde hat sie nie abgelegt. Als Kind konnte sie nicht verstehen, warum ihre Eltern sie allein fortgeschickt hatten, doch heute versteht sie deren Gründe. Jetzt, nach ihrer Rückkehr in die Heimat, wird sie stets von ihrer Magd begleitet, die für sie wie ein weiteres Familienmitglied ist."
CREATURE_STORY_27,"Im königlichen Palast von Orvel existiert eine Bibliothek, von der man behauptet, sie wäre unendlich groß. Leo ist ein Gnom, der diese Bibliothek seit einer Ewigkeit schützt. Weil er jedes Buch der Bibliothek auswendig beherrscht, ist er die weiseste Person des gesamten Palastes. Viele besuchen die Bibliothek, um von seiner Weisheit zu profitieren. Doch, so scheint es, hat er immer noch Schwierigkeiten im Umgang mit anderen Leuten."
CREATURE_STORY_28,"Als Sohn des Kommandanten der Kaiserlichen Ritter wurde er bereits in frühester Kindheit einer strengen Ausbildung zum Schwertkämpfer unterzogen. Es ist unbestritten, dass er der schnellste Schwertkämpfer im Kaiserhaus ist. Davon zeugt nicht zuletzt die Anzahl der von ihm auf dem Schlachtfeld besiegten feindlichen Ritter. Schon bald wurde er zum Vize-Hauptmann der Kaiserlichen Wache ernannt und von allen bewundert. Obwohl er sich seines schönen Erscheinungsbildes bewusst ist, verachtet er jene, die ihn wegen seiner oberflächlichen Schönheit ansprechen. Für ihn sind innere Werte weit wichtiger als alles Sichtbare. Allerdings ist er etwas heuchlerisch und gelegentlich von seiner eigenen Schönheit durchaus angetan."
CREATURE_STORY_29,"Lulus sind ein Volk seltener Tierkreuzungen, die äußerst selten sind und oftmals als mythisch angesehen werden. Sie leben in einer extrem kalten Region und haben Angst vor dem Kontakt mit der Außenwelt. Eines Tages wurde ein Lulu-Kind mit einer für sein Volk völlig untypischen Persönlichkeit geboren. Dieses Kind ist Luna. Sie war keines unglücklich über das Verhalten ihres Volkes und hatte auch keine große Absicht, die Außenwelt zu erkunden. Sie wollte einfach nur Blumen pflücken. Dann ging sie etwas weiter, um einige gefrorene Zweige für ihre Schleuder zu klauben. Und schließlich folgte sie dem Geruch einer süßen, roten Frucht. Und ehe sie sich’s versah, war sie draußen und lief in Richtung eines Karottenfelds fernab des Berges."
CREATURE_STORY_30,"Diese schöne und sanftmütige Wasserpriesterin ist in Wahrheit ein verwandelter Blaudrache. Vor langer Zeit wurde sie von einigen Wüstenstämmen verehrt. Aus unbekannten Gründen war sie jedoch in einen ewigen Schlaf verfallen. Sie vermag, das Wasser zu befehligen und Land fruchtbar zu machen, und sie nutzte ihre Kräfte stets zum Wohle der Leute. Im Gegenzug errichteten die Menschen ihr zu Ehren unter dem See der Oase den goldenen Schrein des Flusses. Ein Strom böser Energie erweckte sie aus ihrem Schlaf und sie begann erneut, ihre Kräfte einzusetzen, um jenen in ihrer Nähe zu helfen."
CREATURE_STORY_31,"Ein Engelskrieger, der aus den Himmeln herabstieg, um Dämonen zu bestrafen und der Ausbreitung des Chaos auf der Erde Einhalt zu gebieten. Seine Pflichten umfassen Spähen, Aufklärung und die Exekution aller auf der Erde entdeckten Dämonen. Er hat ein starkes Verantwortungsgefühl und tritt schnell und bestimmt gegen alles Unrecht auf. Er liebt die Menschheit und alle Lebensformen, die die Welt bewohnen. Deshalb ist er bemüht, die Dämonen daran zu hindern, diese Welt zu entweihen."
