KEY,Vietnamese
CONVERSATION_TU_277,Haha... Bạn đã quá khen. Tôi thực sự không có gì tài giỏi đâu.
CONVERSATION_TU_278,"Mà vừa nãy... Dosarta có có gọi công chúa Selene là chị, vậy Dosarta cũng là...?"
CONVERSATION_TU_279,"Dạ, Dosarta là em gái ruột của tôi."
CONVERSATION_TU_280,Nơi này là tháp Thách Đấu - nơi mà hoàng tộc Tiên chúng tôi đang quản lý.
CONVERSATION_TU_281,Các thành viên trong hoàng tộc sẽ luân phiên nhau canh gác trong vòng 20 năm.
CONVERSATION_TU_282,Tận 20 năm ư...?
CONVERSATION_TU_283,Không có gì phải ngạc nhiên đâu. 20 năm của Tiên chỉ bằng 2 năm của con người thôi!
CONVERSATION_TU_284,"Nhưng mà chị ơi, chị nói là chiến binh kiếm thánh đến đây..."
CONVERSATION_TU_285,"Đúng, đã đến lúc mở cánh cửa tháp Thách Đấu rồi. "
CONVERSATION_TU_286,Ô! Vậy là em sẽ được gặp các vị này dài dài rồi! Sau này sẽ không còn buồn chán nữa.
CONVERSATION_TU_287,Hai người đằng kia ơi! Xin lỗi vì đã xen ngang nhưng hai người có thể giải thích cho chúng tôi về nơi này được không?
CONVERSATION_TU_288,Tại lần đầu tiên tôi biết trong rừng Elidora lại có tháp cao như vậy.
CONVERSATION_TU_289,"Vốn dĩ, tháp này là tháp tồn tại từ rất lâu đời, trước khi lịch sử được ghi chép lại."
CONVERSATION_TU_290,"Gia đình Tiên chúng tôi đã điều tra về tháp này từ lâu,"
CONVERSATION_TU_291,"nhưng vẫn chưa thể làm sáng tỏ rằng nó có từ khi nào, và được tạo ra với mục đích gì."
CONVERSATION_TU_292,Nhưng trong lúc điều tra chúng tôi đã phát hiện ra nhiều tàn tích của các di vật thời cổ đại. 
CONVERSATION_TU_293,Chúng tôi đã thành công trong việc phục chế các mảnh vỡ lại thành một di vật hoàn hảo.
CONVERSATION_TU_294,Và sau này chúng tôi cũng biết được các di vật ấy sở hữu những sức mạnh đặc biệt phi thường. 
CONVERSATION_TU_295,Vừa đặc biệt... vừa phi thường?
CONVERSATION_TU_296,"Vừa hay có chiến binh kiếm thánh ở đây, tôi xin phép được kể cho các vị nghe một giai thoại. "
CONVERSATION_TU_297,"100 năm trước, Kyle - vị vua của Orvelia đã muốn có được sức mạnh để đánh bại ác quỷ."
CONVERSATION_TU_298,"Nên khi nghe được tin về nơi này, ông đã một mình leo lên tháp."
CONVERSATION_TU_299,Nhưng mỗi tầng trong tháp lại có rất nhiều con quỷ sinh sống.
CONVERSATION_TU_300,"Theo điều tra thì chúng là sự tồn tại của những thực thể ở thế giới khác,"
CONVERSATION_TU_301,Để lấy được những mảnh di vật thì cần phải đánh bại chúng.
CONVERSATION_TU_302,Thực thể ở thế giới khác...? Vậy là những quái vật đó tồn tại ở thế giới khác à?
CONVERSATION_TU_303,Cụ thể thì chúng tôi cũng không biết rõ. Đó chỉ là những suy luận của các học giả mà thôi. 
CONVERSATION_TU_304,Nói tóm lại là vua Kyle đã thành công trong việc thu thập các mảnh di vật bị phân tán.
CONVERSATION_TU_305,Và ông đã phục hồi lại các di vật nhờ sự giúp đỡ của hoàng tộc Tiên chúng tôi. 
CONVERSATION_TU_306,Từ đó mọi sinh vật của rừng Elidora trở nên kính trọng ông - người đã một mình chiến đấu với ma vật nơi đây.
CONVERSATION_TU_307,"Vì vậy, mọi người đã đặt nên nơi này là 'tháp Thách Đấu' với ý nghĩa khen ngợi tinh thần thử thách của ông."
CONVERSATION_TU_308,Thì ra nơi đây lại có nguồn gốc sâu xa như vậy.
CONVERSATION_TU_309,"Vâng, nhưng ma vật ở đây vẫn đang rất mạnh và vô cùng tàn nhẫn."
CONVERSATION_TU_310,"Cũng có nhiều nhà phiêu lưu bước chân đến nơi này sau khi nghe câu chuyện anh hùng của vua Kyle,"
CONVERSATION_TU_311,"nhưng đáng tiếc là tất cả đều thất bại. Thậm chí, nhiều người còn mất cả tính mạng."
CONVERSATION_TU_312,Vì vậy hoàng tộc Tiên chúng tôi đành phải canh gác nơi đây để không ai có thể ra vào được.
CONVERSATION_TU_313,"Tuy nhiên bây giờ, Kiếm thánh Aea đã hiện rõ hình dạng, đồng thời sự uy hiếp của ác quỷ cũng dần tăng lên,"
CONVERSATION_TU_314,nên sứ mệnh của chúng tôi sẽ là giúp cho chiến binh có cơ hội mở cánh cửa tháp để lấy di vật.
CONVERSATION_TU_315,Chúng tôi cũng mong đây là cơ hội để chiến binh có thể tôi luyện kỹ năng chiến đấu lên một tầm cao hơn. 
CONVERSATION_TU_316,Vua Kyle của Orvelia vì cần sức mạnh để chiến đấu chống lại ác quỷ
CONVERSATION_TU_317,"nên ngài đã đi vào trong tháp Thách Đấu,"
CONVERSATION_TU_318,"đánh nhau với những kẻ mất lý trí la hét 'Báu vật của ta!',"
CONVERSATION_TU_319,từ đó thu thập những mảnh cổ vật và phục chế chúng.
CONVERSATION_TU_320,Có vẻ lời nguyền không có tác dụng với vua Kyle.
CONVERSATION_TU_321,Nghiên cứu những mảnh không thể phục hồi trong số những mảnh cổ vật mà vua Kyle mang ra
CONVERSATION_TU_322,thì thấy lời nguyền đã bị phá vỡ lúc cổ vật bị đập bể. 
CONVERSATION_TU_323,Dù có khôi phục cổ vật thì có lẽ lời nguyền cũng sẽ vô tác dụng nhỉ!
CONVERSATION_TU_324,Hoặc là lời nguyền đã phát huy tác dụng khi các cổ vật vẫn còn nguyên vẹn trong tòa tháp.
CONVERSATION_TU_325,"Bây giờ, có lẽ không còn bảo vật nào nguyên vẹn trong tòa tháp này nữa. Nhưng cũng không ai dám chắc cả."
CONVERSATION_TU_326,"Những kẻ mất trí do lời nguyền 'Báu vật của ta!' vẫn chưa chết nên rất nguy hiểm,"
CONVERSATION_TU_327,do đó chúng tôi mới phải đóng cửa tháp và canh giữ nơi này. 
CONVERSATION_TU_328,"Thế nhưng, kiếm thánh xuất hiện là dấu hiệu cho thấy thế giới đang gặp nguy hiểm,"
CONVERSATION_TU_329,nên chúng tôi sẽ mở cửa tháp để các hiệp sĩ có thể bắt đầu thử thách.
CONVERSATION_CHPT01,Chương I: Bắt đầu chuyến đi
CONVERSATION_1,"Lịch thông dụng năm 700, Bình nguyên vương quốc Orvelia."
CONVERSATION_SILENCE,...... 
CONVERSATION_SURPRISE,!!!
CONVERSATION_FLINCH,...!
CONVERSATION_INTRO_51,"100 năm trước, một phù thủy nào đó đã mở cánh cửa Quỷ Môn Quan,"
CONVERSATION_INTRO_52,Từ đó ác quỷ tràn ra xâm chiếm toàn bộ lục địa.
CONVERSATION_INTRO_53,"Kẻ mà chúng cung phụng chính là, Chúa tể Hắc ám, Angmund."
CONVERSATION_INTRO_54,"Hắn tự xưng là vua thực sự của thế giới này,"
CONVERSATION_INTRO_55," Và phủ lên thế giới bằng sự đau khổ, nước mắt, và lầm than."
CONVERSATION_INTRO_56,"Để cứu thế gian khỏi sự tuyệt vọng, đã có những người tìm đến cấm thành của chúa tể Angmund,"
CONVERSATION_INTRO_57,Họ chính là vua Kyle - vị vua của vương quốc loài người và đồng đội của ông.
CONVERSATION_INTRO_58,Một trận chiến khốc liệt đã diễn ra liên tục trước cấm thành của Angmund.
CONVERSATION_INTRO_59,"Để lại đồng đội đang chiến đấu hết sức mình ngăn chặn thế lực hắc ám,"
CONVERSATION_INTRO_60,"Vua Kyle một mình tiến vào trong cấm thành của chúa tể, "
CONVERSATION_INTRO_61,và đâm kiếm thánh Aea vào trái tim của Angmund.
CONVERSATION_INTRO_62,Và ở nơi ấy chỉ còn lại mỗi Kiếm thánh.
CONVERSATION_INTRO_63,Không ai tìm thấy được dấu vết của vua Kyle hay Angmund.
CONVERSATION_INTRO_64,"Mất thủ lĩnh, thế lực ác quỷ nhanh chóng suy yếu."
CONVERSATION_INTRO_65,Chiến tranh kết thúc dưới sự thắng lợi của các tộc người vốn dĩ đã sống ở nơi đây.
CONVERSATION_INTRO_66,"Thời gian trôi qua, khi mà vết thương chiến tranh bắt đầu mờ dần,"
CONVERSATION_INTRO_67,Cũng là lúc bóng tối bí ẩn bắt đầu rình rập Kiếm thánh Aea.
CONVERSATION_INTRO_68,Những người anh hùng cùng xông trận với vua Kyle
CONVERSATION_INTRO_69,"đã niêm phong Kiếm thánh Aea ở chỗ cây Thế giới, nơi mà nữ thần ánh sáng Lua ban phước."
CONVERSATION_INTRO_70,Họ cầu nguyện cho bóng tối bị giam giữ mãi mãi.
CONVERSATION_INTRO_71,"100 năm sau khi Quỷ Môn Quan được mở,"
CONVERSATION_INTRO_72,không còn dấu vết nào của chiến tranh ở vương quốc loài người Orvelia.
CONVERSATION_INTRO_73,"Dù loài người tin rằng hòa bình sẽ được kéo dài mãi,"
CONVERSATION_INTRO_74,nhưng bóng tối bắt đầu buông xuống xung quanh cây Thế giới.
CONVERSATION_INTRO_75,Linh mục Iris của nhà thờ Lua
CONVERSATION_INTRO_76,"đã cảm nhận được sự hồi sinh của Angmund,"
CONVERSATION_INTRO_77,kẻ mà ai cũng nghĩ đã biến mất.
CONVERSATION_INTRO_78,"Vì vậy, hoàng gia Orvelia đã cử một đoàn viễn chinh để điều tra tình hình."
CONVERSATION_5000,Chỉ thêm một chút nữa là em sẽ trở thành hiệp sĩ chính thức rồi. Sao lại là lúc này chứ...?
CONVERSATION_5001,"Hahaha, em tiếc vì không được tham gia cuộc viễn chinh ư?"
CONVERSATION_5002,Đúng là em của ta! Chỉ mới là hiệp sĩ tập sự nhưng em đã rất dũng mãnh.
CONVERSATION_5003,Không phải em tiếc mà là em lo lắng nên muốn đi cùng anh.
CONVERSATION_5004,Anh đã nói đây là cuộc viễn chinh lớn nhất từ sau cuộc chiến chống lại các thế lực Hắc ám mà.
CONVERSATION_5005,"Hahaha, một hiệp sĩ tập sự đang lo lắng cho đội hiệp sĩ hoàng gia."
CONVERSATION_5006,Các hiệp sĩ cấp cao nghe được thì họ sẽ tự ái lắm đây! Không khéo em lại bị phạt đấy.
CONVERSATION_5007,Dù em có bị phạt đánh 100 cái thì cũng không có cách nào đi theo được à?
CONVERSATION_5008,"Kasel, anh nói lại một lần nữa thôi,"
CONVERSATION_5009,việc của em trong lúc tụi anh vắng mặt là giữ an toàn cho người dân Orvelia.
CONVERSATION_5010,"Với một chiến binh, không việc gì quan trọng hơn là bảo vệ đất nước và người dân. Em tuyệt đối không được quên điều đó."
CONVERSATION_5011,Đuợc. Một cận vệ phải tin tưởng các cuộc viễn chinh và làm công việc của mình ở đây.
CONVERSATION_5012,"Bây giờ, đứng thẳng lên, Kasel. Em sẽ trở thành một hiệp sĩ chính thức sớm thôi."
CONVERSATION_5013,"Em chắc chắn sẽ làm được những điều quan trọng đối với quê hương của chúng ta một ngày nào đó,"
CONVERSATION_5014,và anh sẽ ở đó vì em
CONVERSATION_5015,Nghe chả giống anh gì cả. 
CONVERSATION_5016,"Thì thỉnh thoảng cũng phải biết nói mấy câu văn vẻ chứ, hahaha!"
CONVERSATION_5017,"Haha, chả văn vẻ tí nào cả."
CONVERSATION_5018,"Đấy, cứ vui vẻ chờ anh về như thế là được. Anh sẽ làm tròn nhiệm vụ và trở về an toàn."
CONVERSATION_5019,Vì danh dự của đội hiệp sĩ hoàng gia và đất nước Orvelia của chúng ta!
CONVERSATION_5020,Được rồi! Em tin là anh sẽ trở về an toàn.
CONVERSATION_2302,28 ngày sau... 
CONVERSATION_5021,Dù đã đợi rất lâu nhưng mình vẫn không nhận được tin tức gì của đội quân viễn chinh.
CONVERSATION_5022,Chỉ có tin đồn là lần viễn chinh này không phải đi điều tra thông thường
CONVERSATION_5023,mà là đi đánh nhau với ác quỷ mới xuất hiện.
CONVERSATION_5024,Mình không thể đợi thêm được nữa.
CONVERSATION_5025,Nếu đúng là ác quỷ thì... 
CONVERSATION_5026,Mình phải đi ngay thôi.
CONVERSATION_5027,Mình chỉ có mình anh... Không thể để anh gặp nguy hiểm được!
CONVERSATION_5028,"Đội quân viễn chinh sẽ đi về phía Nam, sau đó sang hướng Đông, phải không?"
CONVERSATION_5029,Nếu đi theo hướng đó chắc chắn sẽ gặp được anh. 
CONVERSATION_5030,"Kasel, cậu đi đâu đấy?"
CONVERSATION_5031,"Ơ, Frey? không phải cậu ở đền thờ... "
CONVERSATION_5032,Từ hôm nay là mình được nghỉ.
CONVERSATION_5033,Nếu cậu đi tìm Clause thì hãy cho mình đi với.
CONVERSATION_5034,Làm sao mà cậu biết... 
CONVERSATION_5035,"Cậu cầm theo kiếm mà... Nếu là mình, mình cũng sẽ làm thế."
CONVERSATION_5036,Cậu nói gì thế! Nữ tu sĩ học việc đi ra khỏi lâu đài là quá nguy hiểm!
CONVERSATION_5037,Ngay cả tin tức của đoàn viễn chinh cũng không có thì chắc chắn là đã xảy ra chuyện rồi. 
CONVERSATION_5038,Ha! Kasel! Cậu có hiểu đúng về tu sĩ không đấy?
CONVERSATION_5039,"Đúng là tu sĩ đi mạo hiểm một mình thì nguy hiểm thật, nhưng mà"
CONVERSATION_5040,cậu không biết là nếu đi ra ngoài mà không có tu sĩ đi cùng thì còn nguy hiểm hơn à?
CONVERSATION_5041,Nhưng... 
CONVERSATION_5042,"Kasel, cậu không được nói 'không'."
CONVERSATION_5043,Không phải chỉ có cậu là người duy nhất lo lắng cho Clause.
CONVERSATION_5044,"Với lại, nếu mà cả cậu cũng không quay về thì... "
CONVERSATION_5045,... 
CONVERSATION_5046,"Được rồi, vậy thì chúng ta cùng đi!"
CONVERSATION_5047,"Đổi lại, cậu không được phép rời xa mình đâu đấy."
CONVERSATION_5048,Cậu không biết ngoài kia nguy hiểm thế nào đâu.
CONVERSATION_5049,"Frey, con phải rời khỏi đền thờ ngay hôm nay."
CONVERSATION_5050,Linh mục nói thế có nghĩa là gì ạ? Con đã làm gì sai ư?
CONVERSATION_5051,Không phải vậy. Đó là việc mà con phải làm.
CONVERSATION_5052,Nơi mà trái tim con muốn tới chính là con đường mà Nữ thần Lua dẫn dắt.
CONVERSATION_5053,Trái tim con luôn hướng tới Nữ thần Ánh sáng Lua.
CONVERSATION_5054,Ta biết rõ đức tin sâu sắc của con. Ánh mắt đầy lo lắng ấy... 
CONVERSATION_5055,Linh mục... 
CONVERSATION_5056,Con ra khỏi đền thờ và đi về phía cổng thành thì sẽ thấy con đường con cần đi.
CONVERSATION_5058,Dù con đường của con được nữ thần Lua dẫn dắt nhưng nó cũng sẽ đầy khổ nạn và khó khăn.
CONVERSATION_5059,Ta mong rằng con đường đầy bóng tối ấy sẽ được ánh sáng dẫn đường. 
CONVERSATION_5060,Khó khăn? Đó là những gì Clause đang trải qua ...
CONVERSATION_5061,"Cô sẽ có thể gặp anh ấy ở lối vào thủ đô, bên ngoài ngôi đền."
CONVERSATION_5062,Cô phải giúp anh ấy để anh ấy không bị với bóng tối bao vây.
CONVERSATION_5063,Con đường đầy khổ nạn ư... 
CONVERSATION_5064,Liệu tôi có thể đi theo con đường chân chính?
CONVERSATION_5065,Không biết ngoài kia đang xảy ra chuyện gì...?
CONVERSATION_5066,"Frey, còn đứng đó làm gì! Nhanh lên thôi!"
CONVERSATION_5067,"Đợi mình với, Kasel! Đợi mình!"
CONVERSATION_5068,"Nữ thần Lua, xin người hãy soi sáng con đường của chúng con."
CONVERSATION_5069,"và dẫn dắt chúng con bằng ánh sáng của người,"
CONVERSATION_5070,Chúng ta đã đi được nửa ngày rồi... Không biết tình hình đội viễn chinh thế nào nhỉ?
CONVERSATION_5071,"Đừng quá lo lắng, Kasel. Chúng ta sẽ tìm thấy họ thôi!"
CONVERSATION_2356,"Roi, quay về đi!"
CONVERSATION_2357,Hah ...
CONVERSATION_2358,"Phù... Cleo, đừng như thế nữa. Trong tháp hỗn loạn hết cả lên rồi."
CONVERSATION_2359,Những người dân ở Tháp đang lo lắng về bạn.
CONVERSATION_2360,Aaaa...! Thiệt á!
CONVERSATION_2361,"Anh hiểu tâm trạng em thế nào, anh cũng bối rối không kém đâu."
CONVERSATION_2362,tôi cũng việc phải làm.
CONVERSATION_2363,Hãy nghĩ tới người luôn lo lắng cho em... 
CONVERSATION_2364,Ồn ào quá! Ồn ào quá! Ồn ào quá! Anh về đi! Em nói là về đi mà!
CONVERSATION_2367,A! Anh hiệp sĩ đằng kia ơi!
CONVERSATION_2368,"Kasel, hình như là gọi cậu?"
CONVERSATION_2369,Hở? Mình á?
CONVERSATION_2370,Cứu tôi với! Anh ta là một tên biến thái!
CONVERSATION_2371,Trời! Cleo!
CONVERSATION_2372,"Kasel, hắn ta là kẻ biến thái đấy! Cứu cô ấy thôi!"
CONVERSATION_2373,"Chậc! Đau đầu đây... Tôi nói trước, đây là sự hiểu lầm!"
CONVERSATION_2374,Đây là một sự hiểu lầm.
CONVERSATION_2375,Tôi chỉ... 
CONVERSATION_2376,Á! Cứu tôi với!
CONVERSATION_2377,"Tôi không biết anh là ai, nhưng hãy tránh xa tiểu thư đây ra!"
CONVERSATION_2378,Tránh xa tiểu thư ra!
CONVERSATION_2380,Trời ạ... Thật là... 
CONVERSATION_2381,"Này 3 người, hãy nhìn xung quanh kìa."
CONVERSATION_2382,Sói? Từ lúc nào mà...?
CONVERSATION_2383,Hình như là chúng ta đã quá ồn thì phải.
CONVERSATION_2384,"Phải, chúng ta không còn sự lựa chọn nào."
CONVERSATION_2385,"Biến thái hay không, chúng ta phải đối phó với điều này trước đã."
CONVERSATION_2386,Không còn cách nào khác rồi... Phải xử lý việc gấp trước mắt đã!
CONVERSATION_2387,Hừ!... Lũ cún con này chả có phép tắc gì cả!
CONVERSATION_2388,Những con chó không bao giờ biết nên xuất hiện lúc nào hoặc ở đâu !!
CONVERSATION_2389,Tất cả cẩn thận!
CONVERSATION_2390,Đã hết chưa nhỉ?
CONVERSATION_2392,Vẫn chưa yên tâm được đâu.
CONVERSATION_2393,Á! Lại thêm một bầy nữa!
CONVERSATION_2394,Con sói lớn đằng kia có lẽ là con đầu đàn.
CONVERSATION_2395,Hình như nó là sói đầu đàn
CONVERSATION_5595,Vậy nếu giết chết nó sẽ kết thúc những con còn lại?
CONVERSATION_5596,Tôi đoán vậy.
CONVERSATION_5597,Bầy sói ở ngay gần làng như thế này luôn!
CONVERSATION_5598,Nhiều cảnh vệ đã có được phân công tham gia cuộc viễn chinh.
CONVERSATION_5599,"Xông lên. Frey, cẩn thận đấy!"
CONVERSATION_5072,Phù... May mà tất cả đều an toàn.
CONVERSATION_5073,Nếu không nhờ có vị hiệp sĩ này thì chúng ta đã chết rồi.
CONVERSATION_5074,Nhưng dù sao anh ta cũng là kẻ biến thái.
CONVERSATION_5075,"Này, cô kia. Cô không thể nhìn một người bình thường theo kiểu đó được. "
CONVERSATION_2406,"Lúc nãy tôi cũng đã nói rồi, tôi chỉ ra đây đưa Cleo về nhà thôi."
CONVERSATION_2407,"Phải không, Cleo?"
CONVERSATION_2408,Đừng tin lời tên biến thái đó!
CONVERSATION_2409,Cleo... Em thôi đi được không?
CONVERSATION_2410,Em muốn anh phải chiến đấu với những người này thì em mới vừa lòng phải không?
CONVERSATION_2411,Hãy thôi đi
CONVERSATION_2412,"Quay lại đây, Cleo."
CONVERSATION_2413,... Dù có vậy em cũng sẽ không về đâu. Em đã quyết tâm ra đi rồi!
CONVERSATION_2414,Tôi đã thể hiện quan điểm của mình rất rõ ràng!
CONVERSATION_2415,Tôi không đùa nữa.
CONVERSATION_2416,Em... 
CONVERSATION_2417,"Hừm... Rồi, em muốn đi tìm chứng cớ chứ gì. Nhưng mà... "
CONVERSATION_2418,Bạn có manh mối để tìm ...
CONVERSATION_2419,Xin-xin lỗi?
CONVERSATION_2420,"Tôi không... biết hai bạn đang có chuyện gì nhưng có vẻ anh không phải là một kẻ biến thái,"
CONVERSATION_2421,nên chúng tôi xin phép đi trước.
CONVERSATION_2422,Xin lỗi. Tôi cứ tưởng... 
CONVERSATION_2423,Các bạn không cần phải để bụng đâu. Quan trọng là... 
CONVERSATION_2424,Dù không phải là cố ý nhưng em đã gây phiền phức cho người khác. Em không thấy là mình cần xin lỗi sao?
CONVERSATION_2425,Hứ!
CONVERSATION_5076,Haha. Bạn không cần phải xin lỗi.
CONVERSATION_5077,"Tôi xin lỗi, chúng tôi đã đánh giá sai bạn."
CONVERSATION_5078,"Hi hi, không sao đâu. Tên bạn là Cleo, phải không?"
CONVERSATION_5079,Không biết bạn đang đi tìm chứng cớ gì nhưng tôi sẽ cầu nguyên cho bạn tìm được điều bạn mong muốn.
CONVERSATION_5080,Còn người lo lắng cho Cleo là... 
CONVERSATION_5081,Tên anh là...?
CONVERSATION_5082,Tên tôi là Roi.
CONVERSATION_5083,"Bạn không muốn Roi vì lo lắng cho bạn mà gặp rắc rối, đúng không nào?"
CONVERSATION_2430,Ừm ừm... Tôi xin lỗi! Vì tôi mà... 
CONVERSATION_2431,Tôi xin lỗi đã đưa bạn vào nguy hiểm ..
CONVERSATION_2432,Hở? Em xin lỗi á... Ngày mai chắc mặt trời mọc đằng Tây quá?
CONVERSATION_2433,Bạn vừa nói lời xin lỗi?
CONVERSATION_2434,"Nhưng mà Roi, em tuyệt đối sẽ không quay lại đâu."
CONVERSATION_2435,"Dù anh có bắt em về thì mười lần, trăm lần em cũng sẽ trốn đi tiếp!"
CONVERSATION_2436,Vì em có việc cần phải làm... 
CONVERSATION_2437,tôi sẽ chạy trốn một lần nữa và một lần nữa. Một triệu lần nếu tôi phải làm vậy. Tôi có một việc cần phải làm!
CONVERSATION_5084,"Cleo, việc đó... "
CONVERSATION_5085,Hai bạn đi về đâu vậy? Có vẻ là các bạn mới rời Orvel.
CONVERSATION_5086,Đừng có ngắt lời anh... 
CONVERSATION_5087,"À, đúng rồi! Hình như các bạn tới từ hướng ngược lại."
CONVERSATION_5088,Không biết các bạn có nhìn thấy nhóm viễn chinh tới từ Orvel không?
CONVERSATION_5089,"Từ từ nào, từng người nói một... "
CONVERSATION_5090,Xin lỗi! Chúng tôi đang đi tìm đội viễn chinh tới từ Orvel.
CONVERSATION_5091,Cả tháng nay rồi chúng tôi không có tin tức gì... 
CONVERSATION_5092,"Hừm... Hình như là trên đường, tôi có thấy dấu vết của doanh trại."
CONVERSATION_5093,"Vâng, anh trai của tôi."
CONVERSATION_5094,Kasel và tôi lớn lên với anh ấy trong trại trẻ mồ côi ...
CONVERSATION_5095,Hmm ...
CONVERSATION_5096,"Nhắc mới nhớ, chúng tôi đã nhìn thấy dấu vết của một lều trại trên đường đi."
CONVERSATION_5097,"À, em cũng thấy! Chúng ta cùng đi thôi! Tôi sẽ dẫn các bạn đi."
CONVERSATION_5098,Tại sao bạn không đi với chúng tôi! Chúng tôi sẽ đưa bạn đến đó!
CONVERSATION_5099,"Gì thế, em có bao giờ tốt với người khác vậy đâu... "
CONVERSATION_5100,Ra là vậy. Sự ấm áp mà chưa bao giờ ta được thấy khi ở tháp Hiền triết... 
CONVERSATION_5101,Chắc về nhà phải đề nghị cho làm linh mục mới được.
CONVERSATION_5102,Anh đứng lầm bầm một mình cái gì thế?
CONVERSATION_5103,Em không biết anh đang có âm mưu gì nhưng mà anh nhanh về đi!
CONVERSATION_5104,Em còn phải giúp hai người bạn này nữa.
CONVERSATION_5105,Tôi sẽ ở lại với những anh chàng này. Họ cần sự giúp đỡ của tôi!
CONVERSATION_5106,Ha... Ai mà có thể cản được cái đứa bướng bỉnh như em... 
CONVERSATION_5107,"Hiệp sĩ, không phiền khi tôi đi cùng chứ?"
CONVERSATION_2466,"Hãy để chúng tôi đi cùng bạn một lúc, Quý ông Hiệp sĩ."
CONVERSATION_2467,Tôi cũng có lý do của tôi.
CONVERSATION_2468,Cái gì? Roi?
CONVERSATION_2469,Đâu có dễ gì bỏ lời thề với tháp Hiền triết được.
CONVERSATION_5108,"Xin cảm ơn. Nếu tìm được anh tôi, tôi nhất định sẽ báo đáp ơn này."
CONVERSATION_5109,"May quá, Kasel!"
CONVERSATION_2472,"Tôi xin tự giới thiệu. Tôi là phù thủy đến từ tháp Hiền triết, tên là Cleo."
CONVERSATION_5110,"Tên tôi là Cleo, và tôi là một phù thủy từ Tháp Hiền Triết."
CONVERSATION_2474,Tôi ...
CONVERSATION_5111,"Còn tôi là Roi, vệ sĩ của cô bé này."
CONVERSATION_2476,Roi.
CONVERSATION_2477,"Tôi là Kasel, hiệp sĩ tập sự của Orvelia."
CONVERSATION_2478,"Tôi là Frey, nữ tu sĩ tập sự của nhà thờ Lua."
CONVERSATION_5112,Cả hai... đều là tập sự hả?
CONVERSATION_5113,Gì thế Roi. Anh đang coi thường những người học việc đấy à?
CONVERSATION_5114,"Không, anh ngạc nhiên thôi. So với tập sự viên thì năng lực của các bạn quá đỉnh."
CONVERSATION_5115,"Ha ha ha, thật vậy ư?"
CONVERSATION_5116,Nữ tu sĩ đó có thể làm cho Cleo bình tĩnh... Thật sự là lợi hại.
